Geneid,featureCounts on data 323: Counts_HISAT2 on data 31 and data 30: aligned reads (BAM),featureCounts on data 327: Counts_HISAT2 on data 35 and data 34: aligned reads (BAM),featureCounts on data 329: Counts_HISAT2 on data 37 and data 36: aligned reads (BAM),featureCounts on data 337: Counts_HISAT2 on data 45 and data 44: aligned reads (BAM),featureCounts on data 341: Counts_HISAT2 on data 49 and data 48: aligned reads (BAM),featureCounts on data 345: Counts_HISAT2 on data 53 and data 52: aligned reads (BAM),featureCounts on data 351: Counts_HISAT2 on data 59 and data 58: aligned reads (BAM),featureCounts on data 353: Counts_HISAT2 on data 61 and data 60: aligned reads (BAM),featureCounts on data 365: Counts_HISAT2 on data 73 and data 72: aligned reads (BAM)
11070,384,354,240,314,553,289,295,147,344
11072,4,0,5,4,7,6,20,11,30
11073,1768,3477,2042,2405,4557,2637,2739,1530,4030
11074,0,0,0,0,0,0,0,0,0
11075,10005,30852,23142,23409,38578,21480,23932,13014,36937
11076,15621,12459,11475,10856,17360,11611,9722,7391,10852
11077,108,132,111,134,203,101,137,45,159
11078,501,470,313,505,899,325,339,184,242
11079,1384,2029,1139,1348,2983,1503,1425,871,1753
1108,7564,8083,5977,6752,13996,7964,6936,4190,8496
11080,2435,4961,2231,3835,6909,3405,3314,2166,4299
11081,0,2,0,0,0,0,0,0,4
11082,0,14,4,16,19,6,15,4,8
11083,3912,3882,3231,3433,5574,3169,3008,1870,2999
11085,0,0,0,0,0,0,2,0,0
11086,30,40,36,15,50,49,25,33,21
1109,0,0,0,0,2,0,3,0,0
11091,701,834,683,673,1278,761,650,472,844
11092,227,183,198,192,323,157,179,93,171
11093,447,402,354,275,577,263,231,133,185
11094,238,195,184,163,344,126,188,102,144
11095,696,879,565,534,977,608,487,351,639
11096,142,288,159,205,494,180,152,144,175
11097,645,1194,711,904,1498,843,963,544,980
11098,517,731,314,635,1140,563,552,529,933
11099,977,835,594,708,1346,967,751,533,775
111,4136,2576,2777,2647,4148,2713,1961,1487,2409
11100,3137,2817,2679,2732,4439,2829,2053,1354,2179
11101,3399,5901,3810,4023,8276,4258,4656,2632,5911
11102,894,1557,869,895,1966,1024,1052,716,1298
11103,1130,2671,1215,1448,3351,1734,1960,1248,2338
11104,369,394,256,356,843,345,414,224,460
11105,4,16,3,5,29,6,9,5,4
11107,779,976,577,678,2003,920,1031,597,1035
11108,1296,2074,1349,1569,3415,1815,1662,1030,2353
1111,107,141,126,167,229,116,171,90,125
11112,786,1230,577,887,2177,941,955,687,1070
11113,17344,15660,14836,14464,24455,16770,11450,8589,13371
11116,1319,1947,1242,1395,3002,1693,1711,1184,1638
11117,118,51,66,70,146,89,78,34,68
11118,229,261,104,160,480,181,117,80,324
11119,461,481,313,516,930,422,453,270,488
1112,3327,3770,1923,2931,5722,2886,2565,1770,2814
11120,822,1142,819,970,1601,943,834,579,1311
11122,10191,12352,10815,9689,19488,12553,12408,8564,19025
11123,200,326,172,280,494,227,196,116,224
11124,2799,3906,2656,2956,6300,3367,3099,1910,4518
11126,178,230,128,114,291,168,176,122,151
11127,11186,19637,12943,14428,29105,15545,15574,10742,19601
11128,3240,3603,3214,2923,5289,3183,2991,2117,3544
11129,957,721,696,827,1245,796,581,254,422
1113,6,5,10,13,20,13,8,4,30
11130,77,113,107,56,215,141,116,64,154
11131,20,24,5,4,28,6,22,2,2
11132,360,389,275,260,522,266,264,149,229
11133,105,143,129,111,199,84,95,53,99
11135,160,65,71,93,174,96,89,47,91
11136,30,7,34,26,46,29,15,6,19
11137,1304,2518,1382,1640,4239,2099,2248,1180,2507
11138,823,924,776,929,1698,893,815,640,1103
1114,6060,8940,5788,5553,11259,7381,6698,4204,10792
11140,2179,3643,2582,2477,5561,2805,2856,1606,4539
11141,2009,3189,2242,2224,4712,3027,2547,1539,2881
11142,1142,2360,1646,1430,2548,1366,1455,751,1756
11143,2284,3566,2517,2566,5518,3208,3118,1885,3745
11144,51,100,54,64,274,82,63,54,77
11145,1079,968,660,1254,2199,1658,1024,559,1287
11146,692,1378,822,818,2075,1073,1176,765,1247
11147,73,73,58,94,162,104,102,75,70
11148,22,29,10,20,25,21,18,12,34
11149,175,203,149,236,533,198,244,112,189
11151,700,887,584,537,989,419,426,275,628
11152,554,859,561,510,1187,573,605,348,599
11153,271,373,158,263,583,277,332,196,346
11154,1265,2258,1429,1654,3396,1755,2032,1134,2250
11155,566,185,205,327,633,635,263,179,368
11156,4,0,0,0,0,0,0,0,4
11157,224,418,233,283,843,387,314,203,443
11158,699,673,478,397,873,461,530,402,511
11159,254,341,184,201,352,205,202,136,199
1116,387,248,124,202,613,307,257,189,319
11160,1409,1747,688,1135,3662,1392,1505,1028,1820
11161,236,431,233,261,902,318,363,229,409
11162,59,92,68,95,220,94,111,57,87
11163,2272,4867,3355,2664,5221,3350,3805,2496,4476
11164,703,922,505,606,1786,740,781,487,852
11165,311,407,292,278,450,302,317,155,306
11166,403,325,86,219,420,207,212,113,169
11167,1232,2056,523,1332,3894,1171,1430,880,1628
11168,6666,14140,7820,9086,19860,10520,10832,6472,14151
11169,456,720,471,485,1283,485,552,354,771
1117,4,6,0,6,12,6,3,6,12
11170,21143,17703,9313,14245,29037,14700,13093,7874,13657
11171,2115,4079,2657,3023,6695,3553,3256,2128,4479
11172,92,126,53,55,248,104,78,99,102
11173,41,40,29,22,9,16,9,1,8
11174,285,520,404,379,858,278,447,213,346
11176,3693,2354,2662,2560,3707,2837,1903,1554,1894
11177,840,688,442,654,1362,872,694,320,681
11178,2458,2047,1282,1293,2035,1203,1057,679,1114
11179,1127,1951,909,1342,2911,1272,1442,728,1686
1118,52,47,30,24,51,22,39,31,31
11180,1557,1536,1192,1217,2366,1217,1074,636,1293
11181,62,21,26,27,35,43,24,10,18
11182,375,340,282,197,418,284,298,169,297
11183,4817,5522,3045,3864,10115,4974,4545,3200,4765
11184,56,27,36,56,93,24,26,13,24
11185,10,23,7,10,52,7,8,12,4
11186,175,165,134,165,282,202,128,130,160
11187,13,18,8,14,12,13,20,10,4
11188,7389,6667,5745,4710,8217,4937,4580,3262,5037
11189,2655,2062,1785,1663,2514,1333,1388,1008,998
1119,3146,3795,2119,2396,5485,3160,2713,1978,2914
11190,3920,3412,3226,3336,4720,3381,2707,1702,2757
11191,630,1170,668,838,1685,738,835,507,933
11193,1411,2989,1847,2146,4307,2505,2190,1405,3351
11194,775,463,501,370,662,457,393,283,350
11196,1397,2112,1429,1593,3386,1794,1624,956,1783
11197,3532,4377,797,2972,7822,957,2939,1238,2049
11198,4412,7528,4751,5066,11296,6401,6136,3436,8663
11199,4,4,0,2,5,3,8,2,7
112,1572,1750,1342,1284,2112,1166,1000,755,1041
1120,4,5,19,4,7,5,7,2,8
11200,50,69,26,60,100,77,71,44,51
11201,2119,2921,1639,2090,4748,2478,2357,1335,2588
11202,0,1,0,7,1,0,0,2,2
11209,67,54,19,17,56,41,33,23,17
1121,2812,5737,3020,3888,8158,4019,4586,2778,5694
11211,27,6,4,5,24,9,9,2,14
11212,1596,2779,1614,2089,4403,2154,2094,1284,2556
11213,221,651,284,337,1300,458,434,237,287
11214,4150,5575,4240,4722,8438,4558,3827,2321,5196
11215,23865,35221,24586,26679,47020,32407,26881,20837,36498
11216,2281,4138,2672,3057,6142,3304,3289,1955,3959
11217,4,4,1,5,9,2,1,1,3
11218,600,1140,664,750,1819,797,874,504,1159
11219,6,0,1,0,0,2,2,2,2
1122,3071,5838,3400,3595,7743,4398,5050,3065,7357
11221,325,606,234,431,907,387,417,242,449
11222,1145,3059,1922,1907,4986,2252,2535,1415,3808
11223,16,22,17,29,59,22,34,35,3
11224,2196,4046,2731,2950,5912,3213,3257,1630,4034
11226,176,55,130,188,470,360,187,127,223
11227,6,12,12,2,23,8,4,2,8
11228,3169,4242,1631,2788,7966,3581,3867,2377,3268
1123,18156,53287,35485,34566,70648,43361,41278,23836,59278
11230,280,285,291,262,350,239,207,151,202
11231,3700,4965,3129,3930,7601,4305,3905,2617,4712
11232,175,298,201,257,554,253,244,122,199
11234,1243,1548,986,1207,3836,1659,1347,965,1364
11235,1274,2564,1434,1763,4297,2075,1900,1180,3063
11236,685,1724,700,844,2538,991,1213,674,1719
11237,1628,1568,908,1185,2119,1164,1043,779,1221
11238,375,483,281,381,759,441,485,313,444
112398,5,3,4,0,5,1,5,0,2
112399,1004,1207,375,907,2579,900,933,558,1039
1124,971,1833,1312,1842,2717,1231,1705,707,1882
11240,4267,2848,1660,2846,4856,3694,2450,1513,2442
112401,0,0,0,0,0,0,0,0,0
11243,63,73,43,34,127,41,62,30,68
11244,4357,7716,3739,5243,13046,6521,6873,3692,7929
11245,1288,1990,1312,1538,2938,1411,1486,944,2053
112464,9,36,18,18,37,16,36,10,12
11247,23,9,16,19,10,18,15,6,23
112476,2941,2875,2720,2184,3521,2350,2126,1552,2444
112479,415,622,381,450,1162,526,545,352,530
11248,595,370,342,416,654,357,450,199,496
112483,709,1047,810,841,1722,926,771,475,901
112487,561,977,546,592,1748,623,805,499,942
11249,351,1118,420,482,1638,514,603,426,780
112495,673,1157,600,836,1860,944,943,493,906
11250,25,39,37,35,59,30,40,45,33
11251,38,82,52,56,178,87,70,27,64
11252,1376,2245,1472,1422,3235,1733,1393,946,2354
11253,1100,1241,941,986,1537,1110,993,637,1258
11254,0,0,0,0,0,0,0,0,0
11255,159,134,129,75,166,103,85,67,81
11257,132,162,125,131,212,156,134,87,146
112574,1151,1932,696,1212,3590,1305,1329,792,1362
11258,686,1527,1285,1029,1818,1085,1189,545,1587
11259,700,1068,659,803,1511,1210,783,489,1186
112597,41,66,44,53,105,50,41,38,81
11260,4090,7591,4035,5262,12353,5642,6211,3681,7601
112609,559,1172,727,769,1810,816,1082,647,1634
11261,2455,5211,3654,3368,7107,3406,3527,2225,4321
112611,678,1066,740,811,1846,972,969,638,1303
112616,15,40,17,31,49,10,13,11,12
11262,209,257,191,177,512,249,202,138,232
11264,627,738,409,533,992,470,475,334,591
11266,259,553,353,360,724,418,474,234,527
11267,600,1004,706,781,1330,840,705,420,914
11269,317,609,312,704,1620,402,426,294,487
11270,0,0,0,0,0,0,0,0,0
112703,64,134,112,91,156,78,106,51,109
112714,2,12,0,3,5,3,7,2,8
11272,0,0,0,0,0,0,0,0,0
112724,0,0,0,0,0,0,0,0,0
11273,2126,1371,1483,1346,1626,1314,933,738,774
11274,97,69,48,68,96,43,37,27,52
112744,0,0,0,0,0,0,0,0,2
11275,2777,6323,4198,4552,8492,4722,4982,2761,6897
112752,218,396,178,239,456,270,256,169,259
112755,8179,4163,4939,4273,6703,5040,3801,2953,3909
11276,7,3,5,2,14,5,67,2,9
11277,79,137,106,89,300,159,76,87,140
112770,126,177,103,92,258,129,133,85,211
11278,4625,7831,3283,4568,12543,5662,5738,3647,6605
11279,509,912,563,650,1093,599,566,457,714
1128,1012,1017,1178,699,1732,916,1062,793,1221
11280,95,101,40,70,132,152,147,51,64
112802,6,2,0,0,3,0,0,0,3
11281,549,712,676,590,1031,721,579,483,713
112812,474,941,673,664,1204,707,672,360,678
112817,129,140,39,96,210,148,134,79,82
11282,1259,1202,1013,909,1378,784,740,515,678
11283,0,0,2,5,0,2,0,5,4
11284,303,227,226,164,278,265,204,100,135
112840,787,1436,672,985,2862,1143,1196,669,1661
112849,686,788,490,588,1298,815,543,607,825
11285,219,290,217,202,373,185,199,150,201
112858,739,1059,574,717,1521,717,778,575,1030
112869,135,149,104,117,244,152,138,97,170
112885,339,239,130,234,441,200,153,73,146
1129,345,754,347,354,766,377,524,209,547
112936,2042,3426,2250,2205,3668,2372,2515,1497,3069
112937,261,408,283,215,473,260,257,217,191
112939,2075,1580,1279,1153,1843,1046,1045,724,914
112942,2839,4745,3074,3588,6613,3922,3814,2264,6305
112950,812,1102,776,877,1956,926,865,604,1057
112970,0,0,0,0,0,0,0,0,0
113,643,954,707,790,1249,572,580,444,616
1130,6624,11090,7280,8299,17190,9115,8732,6046,10554
113000,162,193,126,119,215,139,123,54,150
113026,682,603,470,401,677,492,448,219,382
11309,896,1351,581,1083,1923,815,720,431,672
113091,0,0,0,2,0,0,0,0,2
1131,1955,3272,2145,2090,4212,2304,2387,1671,3294
11311,2382,3863,2166,2528,5852,3141,3112,1860,3791
113115,44,82,20,26,119,53,76,43,71
11313,168,198,173,162,404,138,160,92,203
113130,61,138,111,78,181,94,117,62,134
11314,10,70,34,61,151,56,63,26,28
113146,4332,4149,5179,4169,5909,3997,3402,2701,4463
11315,4150,7089,4650,5578,11595,5919,5690,3005,7966
113157,75,45,78,66,41,29,42,25,46
11316,779,885,617,698,1487,765,857,397,1026
11317,4,0,0,0,4,2,2,4,0
113174,231,501,284,269,550,325,323,240,436
113177,86,117,64,34,187,68,98,50,40
113178,300,231,229,206,400,223,222,112,194
113179,6,10,14,9,2,0,2,0,4
11318,71,33,49,32,74,51,53,37,27
113189,41,23,14,53,84,47,43,12,32
11319,1485,2186,1383,1690,3470,1867,1703,1155,2147
1132,151,225,160,123,313,172,158,95,221
11320,3119,7036,3468,4617,10489,5154,5472,3498,6383
113201,7820,13282,6190,8772,20948,9500,10255,6372,13317
11321,648,1205,622,781,2090,1041,951,562,1392
11322,244,115,142,185,332,243,155,106,183
113220,80,82,75,52,108,49,58,40,65
113230,118,164,172,160,318,170,191,105,202
113235,289,305,173,217,411,195,174,129,177
113246,599,1137,860,877,1890,884,958,478,1049
11325,6059,7810,6209,6531,13424,7346,6482,4402,8021
113251,3001,4181,2234,3171,7929,3924,3550,2410,3946
11326,32,224,29,143,351,159,158,77,112
113263,1758,3150,1834,1957,5147,2284,2168,1511,2596
113277,83,112,82,109,154,96,74,50,58
113278,10,27,31,19,60,19,17,22,26
11328,1992,2449,1086,1519,4426,1686,1706,937,2113
11329,1091,1060,854,992,1875,931,787,541,813
1133,141,142,27,109,107,95,74,71,83
11330,6,2,3,5,10,5,0,8,2
11331,1031,1668,963,1050,2256,1179,1305,581,1504
11332,1616,1862,1641,1377,2519,1512,1363,795,1743
11333,1928,2457,1681,2019,3725,2063,1790,1059,2603
11334,515,1249,816,789,1660,796,982,561,1141
11335,1767,3240,1887,2154,5093,2559,2293,1638,3187
11336,1798,2271,1652,2103,3647,2174,1799,1224,2559
11337,1727,3158,1853,2122,5638,2424,2284,1337,2540
11338,2001,2448,1638,1766,3343,1650,1599,1031,2013
11339,20,23,12,20,35,22,26,23,18
1134,7,22,27,15,33,40,17,28,37
11340,247,436,224,311,709,400,349,195,421
113402,346,848,400,461,1305,654,780,420,575
11341,1159,1821,671,1061,3214,1356,1628,960,1656
113419,708,723,444,525,1167,544,550,418,511
11342,2530,4203,1958,2943,8382,3501,3665,2200,4375
11343,5910,6335,4359,4803,8850,3556,4053,2173,3877
11344,408,650,365,375,756,376,377,212,413
113444,1346,1606,1094,1138,2135,1277,1237,805,1752
11345,2638,6350,3593,3805,10508,4427,4311,2425,4845
113451,692,591,503,511,838,480,408,327,432
113452,211,271,186,179,394,143,222,114,207
113457,17,18,28,20,30,25,19,22,59
11346,8748,7255,6517,6059,8868,4624,4564,3008,4930
1135,195,279,222,127,363,124,183,93,116
113510,760,1162,716,939,2014,1054,1073,609,1104
113540,22,67,39,46,94,51,59,31,48
1136,11,33,13,31,59,6,16,14,15
113612,986,1603,749,857,2841,1048,1130,734,1258
113622,162,206,169,126,218,223,162,122,250
113655,304,228,225,189,228,177,217,99,178
113675,45,47,36,45,33,27,24,3,28
113691,71,42,37,34,45,43,37,24,32
1137,491,346,367,269,392,275,222,159,222
113730,2,2,0,0,0,0,0,0,0
113746,15,2,6,7,4,2,10,3,5
113763,45,44,16,36,65,65,68,41,53
113791,1192,1826,766,1003,2909,1319,1383,776,1944
1138,60,27,42,42,115,14,18,31,9
113802,324,830,571,683,1185,650,645,354,900
113828,7,6,2,5,18,2,4,6,0
113829,383,370,262,314,563,297,273,152,277
113835,130,163,115,117,301,136,172,102,127
113878,36,23,24,43,43,14,7,4,5
1139,25,2,16,11,38,18,4,8,27
114,1035,1513,877,1142,2262,1212,1120,634,1295
1140,185,246,174,151,304,147,178,104,164
114026,2,0,0,0,1,0,1,0,0
114034,119,205,140,137,294,166,179,117,170
114036,50,53,24,26,62,58,37,36,34
114038,0,0,2,0,3,4,5,0,0
114041,24,71,54,44,101,50,36,42,47
114043,2,0,6,5,8,2,1,0,1
114044,225,277,207,261,488,280,275,256,249
114049,438,860,495,616,1338,691,586,339,782
114088,11213,13708,9548,9053,18102,10191,9420,7500,10034
1141,1658,1855,1560,1470,2903,1588,1599,1048,2149
114112,380,493,358,318,855,482,446,298,530
114131,0,2,0,0,0,0,0,0,0
114132,16,28,20,10,48,14,21,7,13
114134,6259,16068,7874,9362,21900,10295,12514,7729,15804
1142,40,70,20,34,55,33,32,21,50
114294,334,672,361,346,1122,444,438,374,730
114299,2330,4610,2121,3163,5529,3150,2868,2255,3540
1143,2,0,5,0,3,4,3,1,0
114327,820,1258,680,770,1521,938,899,648,946
114335,0,0,0,0,0,0,0,0,0
114336,0,0,0,0,0,0,0,0,0
1144,6,4,2,4,8,8,0,0,2
1145,20,20,18,22,32,15,12,15,18
114548,127,429,354,316,464,266,259,167,217
114569,1910,5235,3414,3134,6844,3775,4202,2399,5311
114571,281,278,244,211,443,209,190,203,234
114599,264,452,254,177,542,161,214,176,657
1146,31,15,14,27,30,27,28,10,32
114609,188,154,157,147,290,120,156,122,160
114614,135,87,70,41,176,131,130,84,93
114625,391,480,252,358,871,362,356,197,373
114659,1507,1380,1316,1337,2788,1306,1113,794,1228
1147,1170,2039,981,1095,3308,1551,1351,1016,1958
114757,234,298,217,157,424,213,191,137,240
114758,1,0,0,0,0,0,0,0,0
114760,0,0,0,0,0,0,0,0,0
114761,0,0,0,0,0,0,0,0,0
114769,25,77,20,54,78,40,18,42,47
114770,0,2,0,2,8,0,0,0,0
114771,0,2,0,0,0,0,0,1,0
114780,130,67,67,48,88,87,69,29,43
114781,5115,6752,4812,4662,8243,4552,4427,3080,5076
114783,2488,1375,1661,1285,1633,1163,979,721,645
114784,1735,1632,1642,1432,1737,1153,829,793,966
114785,305,174,184,145,227,179,131,125,110
114786,1553,2668,1950,1771,3135,1524,1661,1042,1726
114787,1606,1652,1369,1022,2009,1068,1030,781,1171
114788,7069,10867,8192,7511,14779,8431,8603,6013,10677
114789,1647,2422,1332,1622,3449,1926,1722,970,2483
114790,342,320,295,278,382,260,221,149,211
114791,70,129,65,112,151,122,77,87,99
114792,1316,1729,891,1319,3434,1756,1653,1106,1962
114793,17806,17095,10116,15383,31045,17606,13847,7869,14361
114794,2530,1730,1755,1487,2149,1252,1014,726,949
114795,12995,20670,12384,12147,28501,14052,15160,9821,18414
114796,446,335,441,276,493,322,325,213,246
114798,2756,3960,3160,2666,4624,3176,3050,2361,3543
114799,2299,3312,1766,2837,5525,3015,2594,1826,3221
114800,2936,5260,4169,3136,5963,3159,3850,2483,4714
114801,136,430,242,179,552,216,243,190,326
114803,5727,8496,6103,5376,11902,6746,5916,4911,7323
114804,6485,7341,6413,5812,10798,6240,5736,3647,6339
114805,2337,3869,2091,2724,6746,2992,2983,2087,3827
114814,71,99,94,70,172,105,88,85,105
114815,2712,3926,3072,3031,5493,2763,3365,2095,4068
114818,1052,913,687,847,1101,639,510,380,651
114819,1467,1093,994,1058,1489,1005,849,680,742
114821,46,62,36,34,48,56,26,30,114
114822,662,582,489,411,659,329,319,278,318
114823,47,0,0,2,4,2,0,2,0
114824,362,485,496,311,546,315,406,262,381
114825,1808,2461,1373,1892,4474,2169,2020,1408,2499
114826,628,671,620,612,1019,564,566,480,623
114827,253,323,184,328,309,212,104,218,215
114836,2,0,0,4,0,5,0,0,8
114876,9396,17141,12059,11015,27120,13960,13663,8739,19190
114879,622,652,623,498,635,491,389,246,370
114880,3484,5112,2846,3640,7664,3834,3613,2521,4366
114881,375,308,241,269,357,260,241,160,191
114882,7556,14486,7808,8908,20145,10019,9995,6883,14180
114883,1932,2973,1622,2212,5638,2603,2727,1533,2875
114884,805,1184,875,788,1496,864,833,623,1035
114885,1107,2059,989,1511,3396,2173,1783,984,1907
114897,104,123,60,78,365,45,56,28,50
114898,132,163,90,103,306,138,88,47,107
114899,303,425,177,301,651,245,411,258,286
1149,35,41,33,20,71,44,27,15,52
114900,236,287,229,171,352,134,209,69,143
114902,0,0,0,0,0,0,0,0,0
114904,267,202,121,267,238,169,171,103,219
114905,187,177,108,91,636,155,210,198,150
114907,2177,3712,1898,2538,5457,3379,2828,1461,3765
114908,2247,3611,938,2060,7393,2817,3097,2081,2952
114915,692,1309,746,919,1760,1002,939,510,1048
114926,422,760,414,444,849,468,549,342,906
114928,81,249,161,145,296,169,194,87,278
114932,2819,6188,3260,4276,9469,4681,5057,2750,7302
114960,3,2,0,5,1,4,0,1,0
114971,608,1217,572,672,1768,785,937,541,1154
114984,241,313,283,247,423,218,256,155,279
114987,330,359,286,168,435,278,287,193,328
114990,0,0,0,0,0,0,0,0,0
114991,505,364,335,297,524,364,319,236,295
115,2259,1477,1333,1523,2225,1431,1168,843,1470
115004,14,46,19,46,99,42,32,25,27
115019,59,19,2,20,46,20,11,28,26
115024,1119,2765,1891,2107,3275,1935,1929,1040,2427
115098,479,670,638,512,702,490,386,199,435
115106,153,186,123,173,309,157,152,95,229
115110,0,0,0,0,0,0,0,0,0
115111,28,12,8,18,94,17,30,19,15
115123,141,121,45,84,201,90,103,73,100
115196,572,804,526,611,1355,625,657,374,682
1152,7405,9602,6291,6441,13901,7428,6296,3972,7023
115201,234,446,191,243,616,309,295,191,380
115207,1880,4638,1536,3896,7802,3323,3053,1962,2760
115209,1288,853,1019,773,4015,1923,1344,1142,2074
115265,258,139,84,100,525,190,183,144,243
115273,5,2,3,2,18,0,0,1,6
115286,1351,1950,1080,1540,4313,1666,1569,1172,1569
115290,230,270,187,146,271,213,241,115,176
115294,3181,5727,2581,3965,9036,4202,4378,2766,5054
1153,6501,8577,5406,4931,12236,6523,5760,3546,6777
115330,143,171,53,90,399,85,71,54,100
115350,0,0,0,2,0,0,0,0,0
115352,4,6,2,4,8,4,0,0,0
115353,258,303,190,312,559,232,217,146,350
115361,518,656,276,380,1094,591,462,394,549
115362,37,60,31,50,100,30,32,25,37
115399,1,1,0,3,4,1,1,0,3
1154,12,14,10,9,14,8,11,12,14
115416,192,481,277,320,803,342,398,192,422
115426,1390,2383,1527,1792,3540,1957,1706,1202,2355
1155,2263,5309,3141,2999,7196,3451,3922,1903,6016
115509,335,499,306,335,678,323,410,205,419
115548,1738,2509,1816,1813,4103,2360,2261,1366,2361
115557,2804,3778,2827,2786,4592,2384,2465,1719,3460
115560,258,479,143,282,781,335,352,167,323
115572,14,12,14,15,30,20,18,10,18
115584,310,59,165,281,458,322,107,69,194
115650,13,62,26,64,67,46,42,12,22
115653,0,0,0,0,0,0,0,0,0
115677,120,106,46,81,347,101,61,45,62
115701,14,15,9,21,20,5,14,4,24
115703,847,423,511,388,553,331,230,197,173
115704,1757,1276,1197,1207,1787,998,907,592,1066
115708,142,151,138,105,228,142,101,48,147
115727,153,87,51,60,135,52,55,30,31
115749,39,23,5,19,80,31,19,15,21
115752,1956,3119,1857,1882,4826,2166,2511,1432,2577
115761,4,23,29,24,51,34,19,11,17
115795,0,0,1,0,2,2,0,0,0
1158,8,7,0,3,6,5,4,3,3
115811,72,69,75,51,53,61,61,42,50
115817,130,163,97,152,236,86,101,56,97
115825,1845,1482,778,1361,2920,1556,1202,884,1316
115827,10212,30023,16631,17098,34995,16931,20094,13726,23426
115861,9,4,5,6,3,7,3,8,7
1159,658,922,607,693,971,605,705,428,436
115908,50,125,46,56,135,92,81,67,86
115939,548,664,572,526,915,554,488,279,574
115948,99,189,114,112,129,95,63,67,106
115950,198,278,198,186,287,170,188,134,220
115992,241,307,180,194,329,187,201,128,218
116,552,1364,966,602,2195,1358,1133,825,1631
1160,300,410,230,224,737,226,269,199,233
116028,45,84,38,20,87,22,51,53,48
116039,2,2,4,0,4,0,2,2,2
116064,2690,3786,1465,1978,6311,2655,2810,1869,3155
116068,926,1505,689,881,2469,1169,1105,730,1491
116071,24,34,17,23,16,26,31,8,27
116085,0,2,8,0,5,0,0,0,1
116092,323,397,359,391,671,352,351,193,395
116093,2,0,0,1,0,0,1,0,0
1161,337,612,380,458,908,466,479,294,542
116113,361,147,237,208,226,182,111,139,101
116115,216,109,176,127,329,150,155,88,171
116123,0,0,0,0,0,0,0,0,0
116135,634,994,281,566,1577,301,459,280,435
116138,3411,7031,4629,3819,7950,3998,5073,2419,6450
116143,484,855,485,518,1121,703,612,405,759
116150,955,1869,751,1105,2409,1242,1244,910,1496
116151,899,1595,736,996,2426,1226,1270,889,1368
116154,5103,5165,3967,4669,8098,4577,3807,2232,4261
116159,265,270,147,194,611,267,188,161,181
116173,107,112,59,122,446,130,131,44,137
116179,0,0,2,0,0,1,0,0,0
116211,0,4,0,1,0,0,0,1,0
116224,379,855,395,451,1371,607,646,448,753
116225,307,508,407,333,736,326,405,172,389
116228,17,23,34,19,48,28,18,22,45
116236,112,147,77,113,251,109,99,70,91
116238,131,160,40,79,231,50,104,33,83
116254,709,1002,477,640,1892,877,837,530,730
116255,15,29,50,24,41,44,23,24,36
116285,5,17,7,3,17,11,17,5,10
1163,32,60,38,67,56,23,43,23,35
116328,720,1119,650,704,1524,651,610,460,774
116337,8,14,18,8,30,18,14,5,2
116349,91,109,73,53,126,140,94,43,90
116362,35,43,27,41,105,76,44,27,39
116369,243,407,327,185,556,260,269,111,189
116372,152,274,75,136,436,139,170,129,184
116379,0,0,0,0,0,0,0,0,0
1164,36,71,24,52,125,47,80,28,61
116412,19,18,23,12,17,14,18,5,14
116437,81,73,41,98,64,27,36,33,48
116441,158,217,95,201,762,229,299,162,151
116442,794,1956,1100,1241,2517,1387,1566,996,2023
116443,1843,2614,1903,1526,3274,1149,1333,1211,1593
116444,8,0,4,2,2,10,5,2,1
116447,389,348,301,323,481,347,223,148,253
116448,903,582,453,632,930,493,410,201,325
116449,2,2,4,0,2,1,2,0,0
116461,561,1165,581,708,1958,907,1039,650,1430
116496,113,218,124,157,737,186,188,109,179
116511,0,0,0,0,0,0,0,0,0
116512,2,0,0,2,2,0,0,2,0
116519,0,0,0,0,0,0,0,0,0
116534,2,3,1,2,1,0,1,4,4
116535,6,10,3,8,24,11,0,8,2
116540,166,352,215,240,677,289,359,169,396
116541,224,432,291,245,674,273,325,172,474
116729,0,2,1,0,8,3,3,1,3
116828,1138,1469,660,759,2353,866,984,893,958
116832,63,161,96,102,191,97,108,59,101
116835,132,204,127,177,275,129,95,75,135
116840,713,464,427,562,1062,552,503,248,512
116841,1265,1938,1576,1370,2413,1497,1544,772,2017
116842,41,29,19,21,78,28,21,25,35
116843,1310,2153,570,1084,3179,1247,1545,997,1400
116844,1,5,1,3,6,0,5,1,3
116931,4562,6449,5004,4217,9694,5577,5270,3972,5655
116933,1,5,4,2,10,2,6,12,8
116936,4,3,4,0,1,2,1,2,1
116937,2,1,7,1,20,6,3,1,4
116938,13,30,13,7,33,12,17,7,40
116966,5998,10008,5832,5666,13947,6695,7422,5024,9194
116969,0,0,0,0,4,0,0,4,0
116983,3837,3265,2763,2495,3424,2248,2158,1248,1653
116984,11580,15297,7748,11441,24345,13900,13271,7789,15253
116985,2179,1686,1285,1655,2527,1673,1218,673,1197
116986,10599,7301,7248,5698,8834,4852,4555,2968,3783
116987,11171,9489,7795,8603,13912,8727,7586,4929,7316
116988,4516,3534,3008,2539,4082,2587,2078,1360,2178
117,7301,7712,3616,4941,10430,6203,5198,3231,5566
117143,546,1226,754,697,1880,818,979,543,1237
117144,1,5,4,5,1,4,4,1,3
117145,413,797,596,565,1222,545,586,375,684
117153,4,4,2,0,7,5,7,4,4
