Geneid,featureCounts on data 314: Counts_HISAT2 on data 22 and data 21: aligned reads (BAM),featureCounts on data 322: Counts_HISAT2 on data 30 and data 29: aligned reads (BAM),featureCounts on data 324: Counts_HISAT2 on data 32 and data 31: aligned reads (BAM),featureCounts on data 332: Counts_HISAT2 on data 40 and data 39: aligned reads (BAM),featureCounts on data 336: Counts_HISAT2 on data 44 and data 43: aligned reads (BAM),featureCounts on data 340: Counts_HISAT2 on data 48 and data 47: aligned reads (BAM),featureCounts on data 346: Counts_HISAT2 on data 54 and data 53: aligned reads (BAM),featureCounts on data 348: Counts_HISAT2 on data 56 and data 55: aligned reads (BAM),featureCounts on data 360: Counts_HISAT2 on data 68 and data 67: aligned reads (BAM)
100652856,0,0,0,0,0,1,0,0,1
100652857,7,0,0,2,0,7,2,10,8
100652865,57,32,27,43,29,25,27,74,32
100652871,0,0,0,0,0,0,0,0,0
100652883,50,36,28,63,29,33,25,32,47
100652901,104,33,70,38,36,37,18,38,30
100652909,0,2,2,0,2,1,1,1,0
100652929,3,0,2,1,1,2,1,3,1
100652931,0,0,0,0,0,0,0,0,0
100652988,0,1,6,7,7,3,0,2,11
100652997,10,17,8,8,14,18,23,17,2
100652999,1,3,1,0,1,2,2,5,0
100653133,0,0,0,0,0,0,0,0,0
100653233,66,57,117,26,17,0,38,18,10
100653515,151,119,193,163,163,97,76,145,65
10066,331,232,174,407,434,206,278,573,260
10067,2,0,1,2,0,0,2,5,0
10068,202,224,217,286,147,154,214,257,136
100689074,124,80,57,90,40,52,89,79,79
10069,1262,937,632,2043,1028,763,1152,1127,1184
1007,4114,2946,2856,4276,4973,2880,3556,4542,3764
10071,117,60,125,72,61,24,24,78,42
10072,448,228,241,442,391,244,373,496,285
10073,911,606,742,1225,932,578,1044,1108,859
10075,47724,18971,28804,36262,32952,22560,34458,43439,27278
100750225,7,4,5,9,5,5,5,1,9
100750246,7,10,2,27,21,10,12,15,10
100750247,40,29,12,13,28,11,16,25,19
100750325,0,0,1,0,0,0,0,1,2
100750326,19,14,7,19,8,12,8,18,12
10076,1240,576,730,1595,817,839,1295,1238,965
10077,25,10,26,34,7,18,7,21,12
100775104,88,17,23,21,87,11,47,50,54
100775107,901,606,459,613,565,505,781,980,576
10078,275,212,269,398,292,233,349,451,266
10079,53011,21867,29290,48926,38780,29503,46411,54278,40169
1008,5631,3163,3454,5503,4182,3483,5660,5367,4797
10081,2055,1308,1367,1754,1320,1106,1416,1840,1214
10082,820,623,535,860,832,482,759,907,607
100820709,22,8,5,22,10,5,12,21,3
100820829,15,16,5,24,18,13,19,25,16
10083,190,134,100,160,281,156,174,522,68
10084,1319,614,872,1635,1218,831,1204,1288,1121
100846978,179,135,94,119,84,84,107,137,96
100846991,5,0,1,0,0,0,1,3,3
100846992,0,0,0,0,1,1,1,0,0
100846993,1,1,0,2,0,3,0,3,2
100846994,0,0,0,0,0,0,0,0,0
100846995,2,0,1,0,3,2,1,3,0
100846996,0,0,0,0,0,0,0,0,0
100846997,0,0,0,0,0,0,0,0,0
100846998,0,0,0,0,0,0,0,0,0
100846999,2,1,2,2,0,0,0,0,1
100847000,21,5,6,13,10,2,6,12,6
100847001,0,0,4,0,0,0,0,0,0
100847002,0,0,0,0,0,0,0,0,0
100847003,2,0,1,0,1,0,2,1,2
100847004,0,1,1,0,0,0,0,1,0
100847005,0,0,0,0,0,0,0,0,0
100847006,0,0,0,0,0,0,0,0,0
100847007,0,0,0,0,0,0,1,0,0
100847008,3,1,5,1,0,2,0,3,2
100847009,0,0,0,0,0,0,0,0,0
100847010,4,3,0,1,5,2,3,4,0
100847012,0,0,0,0,0,0,0,0,0
100847013,0,0,0,0,0,0,2,0,0
100847014,0,0,0,0,0,0,0,0,0
100847015,0,0,0,0,1,0,0,0,1
100847016,4,2,3,8,2,0,0,4,0
100847017,0,2,0,2,2,1,1,1,1
100847018,1,4,1,2,0,0,0,0,0
100847019,2,3,6,3,3,2,8,10,6
100847020,2,1,0,0,1,0,2,2,4
100847021,5,7,3,3,1,2,4,12,5
100847022,0,0,1,0,0,1,0,1,1
100847023,0,0,2,0,0,1,0,0,2
100847024,0,0,0,0,0,0,0,0,0
100847025,0,0,0,0,0,0,0,0,0
100847026,0,3,4,2,0,4,2,0,2
100847027,0,0,0,0,0,0,0,0,0
100847028,0,0,0,0,0,0,0,0,0
100847029,1,2,6,2,6,0,0,7,0
100847030,5,3,2,1,0,1,5,5,0
100847031,0,2,0,0,0,2,0,0,0
100847032,1,0,1,1,0,1,0,0,0
100847033,0,0,0,0,0,0,0,0,0
100847034,0,0,0,0,0,0,0,0,0
100847035,15,9,8,6,9,4,6,12,8
100847036,1,0,0,0,0,0,0,0,0
100847037,0,0,0,0,0,0,0,0,0
100847038,0,0,1,0,0,0,0,0,0
100847039,1,0,0,0,0,0,0,0,0
100847040,1,2,0,0,1,2,2,3,1
100847041,0,0,6,0,0,0,0,1,0
100847042,8,3,4,5,4,3,6,3,3
100847043,9,5,6,0,1,1,2,6,3
100847044,16,5,19,12,15,15,12,22,10
100847045,0,0,0,0,0,0,0,0,0
100847046,13,5,9,3,5,2,7,4,5
100847047,3,0,0,0,1,1,6,3,1
100847048,0,0,1,0,2,12,2,2,2
100847049,4,0,4,1,0,1,0,3,0
100847050,0,0,1,0,3,1,1,0,1
100847051,30,11,24,21,8,19,10,23,13
100847052,0,0,0,0,0,0,0,0,0
100847053,0,0,0,0,1,0,0,0,0
100847054,0,0,0,0,0,0,0,0,0
100847055,0,2,1,6,6,0,2,7,1
100847056,0,0,0,0,0,0,0,0,0
100847057,0,0,0,0,0,0,0,0,0
100847058,0,0,0,0,0,0,1,0,0
100847059,2,1,2,2,1,2,3,1,1
100847060,0,0,0,0,0,0,0,0,0
100847061,0,0,0,0,0,0,0,0,0
100847062,0,0,0,0,0,0,0,0,0
100847063,3,0,0,0,0,0,0,0,0
100847064,0,0,0,0,0,0,0,0,0
100847065,0,0,0,0,0,0,0,0,0
100847066,2,2,0,0,1,2,1,1,1
100847067,0,0,0,0,0,0,0,1,0
100847068,0,0,0,0,0,0,0,0,4
100847069,3,0,0,0,0,0,0,0,1
100847070,0,1,0,0,1,0,0,0,0
100847071,0,0,0,0,0,0,0,0,1
100847072,0,0,0,0,0,0,0,0,0
100847073,0,0,0,0,0,0,0,1,0
100847074,0,1,2,2,1,1,2,0,2
100847075,2,0,0,2,0,0,0,0,0
100847076,0,0,0,0,0,0,0,0,0
100847077,28,14,5,5,9,7,18,22,19
100847078,0,0,0,0,0,0,0,0,0
100847079,0,2,0,1,1,0,0,0,0
100847080,3,6,3,5,0,4,1,7,3
100847081,0,0,0,1,0,0,0,0,0
100847082,0,2,0,0,0,0,0,3,0
100847083,11,7,5,3,9,7,11,7,7
100847084,0,0,0,0,0,0,0,0,0
100847085,18,16,0,9,4,9,9,11,10
100847086,13,1,7,4,4,1,1,5,10
100847087,0,5,8,1,0,0,0,2,6
100847088,4,1,0,2,1,2,0,6,2
100847089,1,0,0,0,1,1,0,5,0
100847090,1,2,0,0,1,1,1,0,0
100847091,0,0,0,0,0,0,0,0,0
100847092,10,9,0,0,3,2,3,6,2
100847093,0,0,0,0,0,0,0,0,0
10085,9151,6809,5729,12454,9907,7505,13791,21115,9583
100852406,0,0,0,0,0,0,0,0,0
100852408,0,0,0,0,0,0,0,0,0
100852409,50,33,27,14,27,24,30,52,30
100852410,31,27,33,35,41,28,43,44,45
100856811,180,136,170,176,96,95,151,188,148
100859921,4,4,23,12,10,13,7,11,6
100859930,373,232,225,357,285,234,326,414,264
10086,20,10,12,8,13,6,15,9,9
100861402,2,0,0,0,1,0,0,0,0
100861412,0,0,0,0,0,0,0,0,0
100861437,0,0,0,0,0,0,0,0,0
100861468,0,0,0,0,0,0,0,0,0
100861504,27,10,14,2,17,2,10,21,16
100861510,4,4,4,9,9,2,10,0,0
100861514,10,8,6,8,7,11,6,24,6
100861516,29,16,28,24,19,22,14,24,12
100861518,36,16,13,11,17,14,22,26,32
100861519,105,109,72,62,38,71,80,122,74
100861520,32,6,4,8,7,3,14,8,10
100861522,0,0,0,0,0,0,0,0,0
100861523,21,27,20,30,11,18,17,23,13
100861532,0,0,0,0,0,0,0,0,0
100861540,32,14,7,18,17,6,16,27,14
100861541,10,5,7,4,3,2,11,8,5
100861542,0,0,0,0,0,0,0,0,0
100861544,3,2,2,3,0,7,6,7,2
100861546,0,0,0,0,0,0,0,0,0
100861548,126,83,97,119,128,89,82,152,98
100861549,82,29,27,29,32,44,47,73,29
100861550,1,0,0,0,0,0,0,1,2
100861552,2,7,4,0,0,0,5,5,0
100861554,10,6,6,20,0,5,3,4,2
100861555,25,10,21,22,10,16,15,22,14
100861573,0,0,0,0,1,0,0,0,0
100862662,99,80,39,49,96,41,95,94,76
100862671,156,71,78,95,64,55,76,112,57
100862679,1,0,2,3,1,1,5,3,1
100862680,2030,1822,2053,3031,3210,1421,2132,3181,2208
100862692,23,10,13,16,6,8,9,33,16
100862704,24,9,6,7,6,8,6,13,4
100862728,2,0,1,0,0,0,1,6,2
10087,8023,3746,4013,6425,5633,4301,7345,8053,6079
100873065,43,25,24,22,8,11,27,34,22
100873165,51,28,27,22,20,28,32,30,15
100873740,59,18,28,13,5,6,13,12,15
100873741,23,12,8,10,3,14,19,29,14
100873745,5,4,6,1,5,3,7,8,1
100873746,72,19,10,15,16,10,9,14,16
100873747,8,9,5,12,12,7,11,15,5
100873748,63,32,22,30,37,17,27,24,39
100873749,3,2,0,2,0,3,3,6,1
100873750,2,0,0,1,0,0,1,0,2
100873753,23,20,14,21,17,10,8,25,3
100873754,0,1,0,2,0,1,5,2,0
100873755,1,0,0,0,0,0,1,0,0
100873756,5,6,2,1,1,3,2,11,4
100873757,182,69,55,72,43,39,50,41,69
100873758,162,53,39,50,56,27,37,31,36
100873759,19,9,5,14,14,8,19,11,12
100873760,3,2,0,2,4,2,7,1,0
100873761,0,0,0,0,0,0,0,0,0
100873762,3,1,1,1,1,1,2,4,0
100873763,0,0,0,0,0,0,0,0,0
100873764,0,0,0,0,0,1,0,0,0
100873765,9,10,3,8,3,7,4,16,9
100873766,0,0,0,0,0,0,0,0,1
100873767,12,3,2,0,3,4,10,4,3
100873768,0,0,0,0,0,0,0,0,0
100873769,1,3,1,0,0,0,2,1,0
100873770,0,0,0,0,0,0,0,0,0
100873771,0,0,0,0,0,0,0,0,0
100873772,0,0,0,2,1,0,0,1,0
100873773,0,0,0,0,0,0,1,2,0
100873774,0,0,3,0,0,0,0,0,0
100873775,0,0,0,0,0,0,0,0,0
100873776,0,0,0,0,0,0,0,0,0
100873777,0,0,0,0,0,0,0,0,0
100873778,13,6,8,3,12,5,4,11,10
100873779,6,1,1,0,0,1,0,7,4
100873780,0,0,0,0,0,0,0,0,0
100873781,12,7,2,4,16,9,8,11,9
100873782,6,0,2,1,2,2,5,7,4
100873856,89,34,43,55,41,15,43,55,45
100873857,293,244,257,241,190,200,197,300,192
100873917,26,10,4,8,7,5,8,7,27
100873920,10,11,6,10,13,10,6,10,1
100873921,11,6,5,20,10,0,10,11,7
100873922,6,1,5,3,0,4,0,0,1
100873924,1,1,3,7,6,3,5,13,0
100873930,16,17,19,2,2,9,7,13,6
100873932,60,35,6,32,13,13,39,56,29
100873933,33,14,3,6,14,24,14,52,19
100873935,34,15,16,16,4,11,15,6,12
100873937,48,37,33,17,18,27,28,44,19
100873939,122,52,46,87,39,29,55,50,38
100873940,32,9,1,11,4,13,13,8,7
100873941,44,33,27,22,28,29,76,73,53
100873942,30,19,21,23,25,20,24,43,34
100873944,2,0,0,1,0,0,0,0,0
100873945,0,0,0,1,0,0,0,0,0
100873946,4,1,5,2,3,2,1,0,2
100873947,6,2,4,1,2,3,2,0,4
100873948,14,23,18,7,0,4,13,7,10
100873949,23,16,19,29,8,23,23,26,13
100873954,46,23,32,47,20,23,21,29,18
100873955,3,0,0,0,3,0,0,2,0
100873962,7,7,6,2,1,2,6,8,0
100873964,0,0,0,0,0,0,0,1,1
100873965,12,17,6,5,5,4,2,7,7
100873969,48,47,11,7,14,10,34,21,12
100873970,92,77,6,29,19,13,66,45,27
100873972,39,23,9,20,21,11,18,38,24
100873973,41,32,26,13,27,12,21,35,35
100873974,11,19,24,24,16,15,4,16,17
100873975,37,21,37,17,21,6,24,39,7
100873976,134,87,54,55,44,48,65,80,78
100873977,16,13,1,18,16,8,17,10,13
100873979,54,22,16,18,35,30,36,37,38
100873980,28,31,8,13,21,6,29,16,32
100873982,33,33,33,35,35,17,26,57,20
100873983,82,47,38,26,25,26,22,52,25
100873984,66,27,24,26,27,30,30,33,11
100873985,15,16,6,13,9,5,12,13,8
100873986,218,98,69,79,60,75,143,159,139
100873989,249,179,120,114,80,112,149,178,176
100873990,11,17,12,14,14,13,11,9,5
100873993,0,0,3,1,0,4,2,4,0
100873995,73,27,31,22,23,23,28,62,31
100873997,162,64,69,59,49,56,76,131,39
100873998,14,5,0,9,6,4,12,8,6
100874002,42,34,23,51,45,27,44,83,32
100874004,5,7,4,6,3,7,3,3,8
100874007,16,14,6,10,10,5,3,11,1
100874010,355,293,154,222,167,180,294,411,299
100874011,0,0,0,0,0,0,0,0,0
100874012,197,141,116,140,126,97,95,145,113
100874014,22,2,12,19,8,5,4,12,10
100874016,38,25,7,8,26,7,21,22,24
100874018,208,120,85,107,72,130,127,206,57
100874019,1,2,0,0,1,0,0,3,0
100874021,39,19,19,17,19,10,10,51,23
100874027,2,4,0,0,0,0,1,0,0
100874028,0,1,0,0,2,0,0,3,2
100874029,10,9,9,10,17,8,13,11,11
100874031,0,0,2,0,0,1,0,0,0
100874032,34,22,22,18,11,21,20,27,9
100874037,85,57,38,43,34,23,45,62,59
100874038,438,275,129,134,139,185,320,470,379
100874039,93,55,33,36,38,39,50,91,44
100874041,0,0,0,0,1,0,0,0,0
100874042,13,6,24,9,3,16,11,16,10
100874043,5,2,2,2,1,2,3,9,7
100874047,37,48,8,52,66,76,92,74,45
100874048,11,9,5,9,9,0,6,12,9
100874051,43,25,38,27,21,9,16,29,14
100874052,8,6,1,2,4,12,10,5,4
100874053,1,1,0,0,0,0,1,0,0
100874054,43,34,47,67,24,21,27,45,17
100874055,6,14,7,11,2,1,6,14,8
100874056,54,29,29,28,24,18,39,42,27
100874058,247,230,221,272,259,167,249,311,239
100874059,0,2,0,2,2,0,0,0,0
100874063,11,6,4,0,7,6,6,11,2
100874064,688,494,182,337,244,346,524,754,427
100874068,0,1,0,1,7,0,6,0,1
100874070,25,30,18,23,16,33,23,36,21
100874071,7,2,2,6,6,8,3,12,5
100874074,45,63,25,85,60,36,92,148,28
100874078,7,1,3,3,4,1,2,4,4
100874081,229,132,88,88,112,98,148,174,172
100874082,40,29,19,28,21,20,28,30,23
100874083,20,9,6,3,6,11,17,14,6
100874084,105,46,20,27,21,20,20,44,23
100874085,9,10,12,9,3,3,2,12,1
100874086,400,319,118,178,178,213,311,479,317
100874087,974,594,213,421,344,415,819,999,442
100874088,2,0,2,1,1,5,3,7,5
100874089,15,2,10,10,8,11,0,17,7
100874090,160,94,125,109,95,75,109,158,104
100874091,0,0,0,1,0,2,0,0,0
100874092,9,4,0,6,10,4,9,8,1
100874093,15,19,23,16,17,16,21,18,21
100874094,18,26,18,19,30,23,30,35,22
100874095,0,0,0,0,0,0,0,0,0
100874096,56,35,21,25,36,26,52,56,30
100874097,9,5,4,12,10,8,17,17,13
100874100,17,4,4,7,15,1,8,22,11
100874101,2,1,1,2,2,4,0,0,2
100874102,2,5,0,3,4,1,4,6,3
100874107,71,37,49,22,24,33,28,27,30
100874110,0,0,0,0,0,0,0,0,0
100874111,25,18,32,25,40,18,24,29,28
100874114,6,3,4,2,2,2,8,11,1
100874115,6,4,5,10,3,0,0,10,10
100874118,0,3,2,0,0,0,0,0,3
100874120,15,9,12,13,4,2,11,16,4
100874122,7,2,0,6,0,0,0,0,0
100874123,92,51,16,35,52,34,41,30,55
100874126,3,0,0,0,0,0,0,1,3
100874127,0,0,2,0,1,1,1,3,0
100874128,7,6,4,15,11,8,4,17,8
100874130,87,48,17,26,37,34,58,62,50
100874131,31,26,18,19,17,11,24,31,16
100874137,0,2,0,0,0,0,0,4,0
100874139,0,0,0,0,0,1,0,0,0
100874143,0,0,0,0,0,0,0,0,0
100874145,1,2,0,0,0,0,0,0,0
100874147,1,1,0,0,0,1,4,1,0
100874150,0,0,0,0,0,0,0,0,0
100874151,6,7,2,7,19,3,2,11,5
100874155,0,0,0,0,0,0,0,0,0
100874157,0,0,0,0,0,0,0,1,0
100874158,22,6,9,26,16,29,39,30,14
100874159,191,112,68,155,131,101,158,214,140
100874161,0,0,0,0,0,0,0,0,0
100874164,0,0,0,0,0,0,0,0,0
100874167,2,0,0,3,0,0,0,6,2
100874168,0,0,2,1,0,0,0,0,1
100874169,0,2,2,1,0,2,0,0,0
100874172,15,3,12,20,17,9,10,2,3
100874173,72,8,45,78,10,89,14,14,71
100874175,4,1,0,0,2,1,1,1,2
100874176,1,0,0,0,0,0,0,0,0
100874179,5,2,3,6,3,4,9,17,3
100874182,0,0,0,0,0,0,0,0,0
100874184,6,1,0,0,1,0,1,3,1
100874185,28,27,16,13,6,9,25,20,11
100874187,0,0,0,0,0,0,2,0,0
100874188,37,24,59,48,80,54,57,60,54
100874190,1,1,0,1,2,2,3,5,5
100874194,0,0,0,0,0,0,0,0,0
100874195,0,0,0,0,0,0,0,0,1
100874196,0,1,0,0,1,0,0,0,0
100874197,42,35,41,38,27,12,14,37,26
100874198,165,91,122,91,80,67,69,175,43
100874200,3,0,0,3,5,1,0,5,0
100874201,9,6,6,2,6,2,10,13,6
100874203,6,3,2,4,2,1,0,2,4
100874204,3,2,2,5,1,2,4,1,13
100874205,56,17,37,16,24,24,42,79,40
100874206,32,5,11,5,5,5,11,15,6
100874207,47,16,21,28,21,14,36,34,19
100874208,2,0,0,0,0,0,0,0,0
100874211,59,28,19,24,37,19,37,57,36
100874212,123,84,58,47,48,45,49,85,79
100874214,24,12,6,8,12,12,8,5,6
100874216,63,39,17,27,23,8,23,22,13
100874218,18,27,24,15,24,19,26,32,28
100874219,18,7,3,2,4,6,7,9,2
100874221,12,18,7,4,6,7,9,3,11
100874222,205,169,18,139,214,70,153,235,144
100874226,51,20,16,26,29,25,23,42,22
100874231,16,10,4,13,2,7,9,25,2
100874234,193,92,89,61,80,42,73,120,70
100874235,37,41,41,24,10,15,22,30,9
100874236,2,2,5,2,13,4,4,5,2
100874237,352,183,189,188,137,152,200,269,131
100874239,50,30,29,18,29,28,19,61,27
100874241,55,44,28,46,37,32,71,93,40
100874242,87,53,44,41,31,34,53,71,50
100874243,254,199,133,141,94,108,125,210,129
100874244,2,0,1,1,1,0,0,3,10
100874245,5,3,0,3,1,3,3,0,3
100874246,22,33,9,17,15,29,22,34,14
100874249,23,13,10,15,13,14,9,18,13
100874251,494,265,181,218,165,149,173,259,154
100874253,16,7,5,12,11,5,15,14,10
100874255,61,19,22,27,24,24,25,31,25
100874259,2,0,2,0,2,0,5,4,4
100874261,12,8,13,12,14,15,11,23,22
100874264,9,11,5,20,7,3,15,14,5
100874270,10,3,10,4,5,9,13,10,7
100874273,2,2,2,0,1,1,0,0,1
100874275,0,0,3,0,0,1,2,7,2
100874278,145,107,103,97,51,48,101,121,64
100874281,42,32,18,18,17,10,23,25,8
100874282,2,0,8,4,0,2,2,6,0
100874284,101,81,23,43,32,59,57,84,68
100874286,23,18,11,10,6,13,25,20,20
100874291,129,104,88,79,64,60,95,165,113
100874295,35,9,21,13,9,14,9,22,14
100874300,5,2,1,2,1,3,9,10,0
100874309,60,38,50,56,34,20,37,81,28
100874313,189,130,77,57,56,72,113,162,80
100874322,12,17,18,17,7,10,17,15,14
100874323,0,0,0,0,0,0,0,0,0
100874325,28,13,20,14,13,5,10,15,10
100874326,243,119,124,117,98,83,96,171,103
100874330,0,0,3,4,2,3,4,5,0
100874342,17,8,13,13,5,8,6,5,7
100874343,7,9,10,10,7,3,2,20,5
100874353,25,32,23,20,19,18,20,36,29
100874355,44,34,4,15,13,14,14,36,13
100874361,164,100,24,73,48,54,131,218,85
100874362,0,0,0,0,4,0,0,1,2
100874363,0,0,0,0,0,0,0,0,0
100874364,0,0,0,0,0,0,0,0,0
100874365,0,0,0,0,0,0,0,0,0
100874366,0,0,0,0,0,0,0,0,0
100874369,11,10,4,8,3,6,8,10,4
100874370,51,30,62,42,16,20,20,42,28
100874372,119,89,46,43,33,54,72,89,64
100874374,0,0,0,0,0,0,0,0,0
100874375,1808,1129,621,647,614,603,830,951,1018
100874377,5,8,3,4,16,5,2,5,7
100874392,0,0,0,0,0,0,0,0,0
100874433,121,56,45,83,38,47,77,130,70
100874528,11,3,6,2,0,5,1,3,3
100874530,0,0,0,0,0,0,0,0,1
100874531,2,5,0,0,4,0,2,5,3
100885775,6,0,0,0,0,0,4,1,0
100885776,141,82,93,133,149,78,136,200,101
100885777,27,20,24,17,28,19,21,40,28
100885778,63,63,42,80,28,37,39,59,56
100885779,4,3,0,0,2,2,2,8,2
100885780,30,8,3,6,7,4,8,15,10
100885781,0,0,0,0,0,1,0,2,0
100885782,23,9,16,6,5,4,3,9,6
100885789,50,34,55,87,19,23,25,38,38
100885795,40,23,10,9,10,10,19,11,22
100885796,22,26,13,21,21,23,24,39,8
100885798,0,3,8,4,6,1,11,4,8
100885848,62,64,78,47,42,49,55,72,56
100885850,0,0,1,0,0,0,1,2,2
100886964,73,61,17,54,24,74,101,201,30
100887744,0,0,0,0,0,0,0,0,0
100887750,514,445,369,503,459,427,614,813,467
100887754,5,6,4,3,2,0,2,6,1
100887755,0,0,0,0,0,0,0,0,0
10089,15,8,8,16,7,6,5,11,11
1009,3732,2629,1806,3724,3505,2069,3164,4130,3085
10090,1539,1258,1125,2025,1037,892,1645,1254,1318
10092,2853,2085,2182,4620,3546,2143,3184,4545,2937
10093,1015,633,761,1322,972,732,1075,1315,1068
10094,3928,3126,2665,6094,5437,3600,5486,5375,4830
10095,77,158,116,219,287,118,128,200,124
10096,7296,4984,4556,9272,7867,5778,8677,9962,7806
10097,26787,12966,14676,25735,21369,14183,21346,27946,16941
10098,8134,3714,3998,8783,7098,5291,8061,8820,7253
10099,11589,8240,5373,13221,12817,7678,13027,16543,12238
100996249,6,1,0,1,2,0,1,0,0
100996251,176,144,73,110,129,96,119,155,63
100996255,0,0,1,0,0,0,17,2,2
100996259,54,44,36,23,30,26,42,66,38
100996263,0,0,0,0,0,0,0,0,0
100996266,4,0,0,1,6,8,0,2,0
100996273,172,111,132,126,72,83,71,147,39
100996274,532,276,159,191,223,164,260,448,142
100996279,32,13,20,32,24,15,34,20,19
100996280,0,0,2,0,0,0,0,6,0
100996286,8,6,7,8,2,6,18,16,1
100996291,7,2,3,4,2,0,0,4,0
100996295,24,7,10,46,14,13,34,49,14
100996301,0,0,0,2,0,1,0,0,0
100996307,170,137,108,121,107,81,133,157,115
100996318,6,2,8,4,6,3,4,5,4
100996324,0,2,4,1,0,2,0,0,0
100996325,2,0,0,0,0,0,0,0,0
100996331,0,0,0,0,0,0,1,0,0
100996335,0,2,0,0,0,0,0,0,0
100996338,0,0,0,0,0,0,0,0,0
100996342,140,96,123,182,91,62,98,106,59
100996348,53,45,24,31,54,17,57,91,50
100996349,0,0,0,0,0,0,0,0,2
100996351,2,0,4,4,4,0,1,4,3
100996365,0,0,0,0,0,0,0,0,0
100996379,0,0,2,2,7,2,1,2,0
100996385,212,124,123,242,129,79,123,221,183
100996401,2,0,2,0,0,2,2,0,2
100996414,0,0,0,0,0,0,0,0,0
100996415,0,0,0,0,0,0,2,0,0
100996425,61,51,59,80,45,59,42,63,62
100996437,33,30,89,53,15,19,29,120,23
100996447,216,201,134,257,239,229,247,299,252
100996455,72,42,71,123,66,47,80,73,45
100996465,13,6,10,7,5,8,8,10,2
100996485,206,156,163,177,90,114,157,196,146
100996490,12,10,5,3,2,12,5,8,12
100996492,1805,1081,533,1224,1793,503,858,1837,1055
100996511,571,434,240,280,376,282,454,467,418
100996539,63,27,23,50,60,30,74,52,33
100996541,3,0,3,3,2,4,2,0,3
100996567,3,0,0,0,2,0,0,0,0
100996569,37,21,24,23,19,19,32,27,25
100996570,29,29,13,27,23,14,13,36,19
100996571,303,365,258,474,333,195,340,263,362
100996573,174,179,324,371,163,160,120,197,62
100996574,4,11,0,0,0,0,6,2,0
100996579,0,0,2,0,2,0,1,4,0
100996582,0,0,0,0,0,0,2,2,0
100996583,0,1,0,0,2,0,0,0,0
100996590,8,3,2,6,2,2,7,5,1
100996597,0,0,0,0,0,0,0,0,0
100996598,16,5,19,14,17,11,9,15,7
100996609,10,6,4,27,4,7,32,8,4
100996624,0,0,0,0,0,0,0,0,0
100996631,0,2,0,11,0,4,0,1,6
100996634,97,76,75,85,103,53,61,92,73
100996635,827,386,429,886,628,418,655,722,617
100996637,0,0,0,0,0,0,0,0,0
100996643,177,29,47,20,19,43,65,11,20
100996645,818,422,427,950,526,476,802,623,659
100996648,6,3,6,4,2,7,10,2,4
100996654,1,5,6,3,2,4,6,4,2
100996664,204,102,52,114,106,102,108,168,108
100996665,0,3,1,2,1,1,2,3,0
100996669,3,6,4,4,0,0,0,4,0
100996671,14,5,2,4,7,3,7,3,1
100996679,0,0,0,0,0,0,0,0,0
100996693,15,8,1,9,4,3,10,13,16
100996694,0,0,0,0,0,0,0,0,0
100996701,2,2,1,0,0,0,2,2,0
100996702,48,20,34,59,30,22,53,33,39
100996712,348,330,438,185,363,308,264,399,438
100996713,6,5,1,0,0,6,0,0,4
100996721,6,0,4,4,1,4,2,11,3
100996724,7233,6478,6601,8176,5948,4514,5217,6992,5231
100996738,0,0,0,0,0,0,0,0,0
100996746,0,0,0,0,0,0,0,0,0
100996758,26,8,9,12,12,10,0,16,12
100996761,208,156,329,311,237,137,162,247,209
100996763,186,188,67,89,185,80,228,199,88
100996792,5,0,0,5,3,2,0,1,0
100996813,48,23,30,34,35,16,43,47,48
100996876,23,18,11,12,7,17,2,17,23
100996928,0,0,0,0,0,0,0,0,0
100996939,0,0,0,0,0,0,0,0,0
100996941,0,0,0,0,0,0,2,2,0
101,38,31,48,51,45,17,16,52,26
1010,3107,1631,1934,2977,2920,1795,3047,3233,2319
10100,120,146,125,221,172,203,233,241,154
10101,272,240,252,387,247,199,285,314,252
10102,1451,935,914,1840,1256,1047,1642,1640,1427
10103,68,45,44,58,38,33,47,41,48
10105,752,457,425,804,723,503,660,1029,659
101054525,0,4,5,0,7,3,2,2,3
101055625,28,11,8,17,19,6,16,24,21
101059906,0,0,0,0,0,2,0,0,0
101059914,0,0,0,0,0,0,0,0,1
101059915,0,2,3,0,3,0,2,3,3
101059918,30,44,9,53,3,9,14,13,1
101059938,25,23,29,40,24,6,23,8,3
101059948,2,0,0,0,0,2,0,0,0
101059953,21,30,115,38,24,26,227,19,23
10106,3412,1773,1540,3233,2607,1588,2198,3532,2059
101060004,0,0,0,0,0,0,0,0,0
101060017,0,0,0,0,0,0,0,0,0
101060019,0,0,0,0,0,0,0,0,0
101060022,2,2,3,2,2,2,2,6,1
101060024,4,0,5,0,0,0,6,6,2
101060026,75,42,84,88,68,54,62,75,45
101060091,52,38,32,36,43,37,44,69,48
101060146,51,3,22,17,19,62,25,19,28
101060171,6,5,3,9,6,0,4,6,1
101060179,0,0,0,0,0,0,0,0,0
101060181,9,8,8,17,7,6,6,11,5
101060200,555,345,342,438,351,265,433,550,396
101060211,0,0,0,0,0,0,0,0,0
101060226,350,234,164,309,295,169,415,303,218
101060233,0,0,0,0,0,0,0,0,0
101060254,123,50,60,58,47,41,38,58,44
101060264,3,2,3,0,7,0,1,1,4
101060301,0,0,0,1,1,0,1,0,0
101060321,0,2,0,0,3,1,0,22,0
101060341,0,4,3,2,0,3,1,1,0
