Geneid,featureCounts on data 326: Counts_HISAT2 on data 22 and data 21: aligned reads (BAM),featureCounts on data 334: Counts_HISAT2 on data 30 and data 29: aligned reads (BAM),featureCounts on data 336: Counts_HISAT2 on data 32 and data 31: aligned reads (BAM),featureCounts on data 344: Counts_HISAT2 on data 40 and data 39: aligned reads (BAM),featureCounts on data 348: Counts_HISAT2 on data 44 and data 43: aligned reads (BAM),featureCounts on data 352: Counts_HISAT2 on data 48 and data 47: aligned reads (BAM),featureCounts on data 358: Counts_HISAT2 on data 54 and data 53: aligned reads (BAM),featureCounts on data 360: Counts_HISAT2 on data 56 and data 55: aligned reads (BAM),featureCounts on data 372: Counts_HISAT2 on data 68 and data 67: aligned reads (BAM)
440400,1,0,0,4,1,4,0,4,4
440416,54,12,20,39,22,18,45,47,40
440419,0,0,0,0,0,0,0,0,0
440423,871,462,739,928,1065,757,1090,826,1131
440434,17,3,45,144,15,16,26,24,119
440435,4,2,6,2,4,2,0,2,0
440446,30,6,7,36,19,17,48,54,66
440452,0,0,0,1,0,0,0,1,0
440456,418,85,200,283,214,331,273,301,415
440461,3,1,11,4,4,14,8,6,4
440465,1890,1072,2199,2327,2154,1710,2865,2146,2873
440482,724,111,338,172,417,469,367,297,514
440498,75,93,164,177,158,152,186,115,130
440503,76,52,93,133,182,114,131,84,126
440508,10,0,7,15,7,4,45,36,10
440515,2527,1506,1758,3229,2724,2269,4146,2790,4144
440518,0,0,2,0,0,1,4,0,0
440519,10,28,35,77,51,58,76,34,48
440533,9,1,11,5,6,8,20,9,27
440556,429,92,370,355,327,240,396,308,316
440560,0,0,0,0,0,0,2,0,0
440561,0,0,1,0,0,0,0,0,0
440563,9,6,6,2,1,8,7,7,6
440567,589,589,897,1134,1072,836,1419,1130,1264
440574,674,707,881,1500,1434,1073,1261,1029,1247
440584,103,40,48,81,89,106,97,106,113
440585,4,9,5,133,8,7,75,4,7
440590,15,10,9,12,19,11,16,6,9
440594,3,0,4,4,1,2,0,2,2
440600,16,2,5,23,9,12,18,2,7
440602,0,0,0,0,0,0,0,0,1
440603,136,65,116,118,137,141,150,124,171
440672,21,8,5,9,7,4,4,2,4
440689,191,170,185,414,324,220,463,347,374
440695,15,11,2,5,20,19,12,6,17
440699,0,1,0,0,0,0,0,2,0
440700,5,1,3,3,5,8,7,9,5
440704,1,0,0,1,0,1,2,0,1
440712,0,0,0,0,0,0,0,0,4
440730,153,72,126,100,96,79,95,96,146
440738,2,2,1,1,3,6,8,5,0
440742,3,0,0,2,0,0,1,0,3
440757,2,0,0,3,1,0,2,0,0
440799,3,2,2,1,3,1,6,6,2
440804,14,9,25,31,24,25,31,28,31
440822,6,1,8,11,0,5,6,11,6
440823,10519,6478,8861,9405,9541,10393,8531,9330,16143
440829,2,0,0,2,1,0,0,0,0
440836,4,2,3,36,7,7,7,12,1
440854,60,22,56,69,45,62,38,47,67
440888,0,0,0,0,0,0,0,0,0
440894,241,139,224,309,171,308,269,257,262
440895,0,0,0,0,0,0,0,0,0
440896,6,0,0,8,2,2,14,1,3
440900,0,0,1,0,0,0,0,1,0
440905,60,28,20,73,36,14,39,86,95
440910,0,1,2,8,0,0,2,0,1
440915,0,2,1,0,0,1,0,4,0
440925,3,5,3,2,3,6,4,0,2
440926,88,94,98,144,181,123,178,62,208
440944,655,406,426,767,607,557,765,542,720
440952,55,30,38,56,54,58,85,57,85
440955,3,3,0,0,2,3,0,0,1
440956,0,0,0,0,0,0,0,0,0
440957,56,42,80,151,78,85,126,92,92
440970,1,0,0,0,0,0,6,0,2
440982,8,7,7,33,16,20,28,22,23
440993,1,0,0,4,0,3,1,1,5
441009,62,33,41,42,77,66,86,89,94
441024,828,1047,1279,1648,1822,1675,2020,1266,1381
441025,0,2,0,1,0,0,0,0,0
441027,481,442,365,771,661,633,925,582,719
441046,15,24,16,35,77,62,37,25,26
441054,401,253,444,619,525,429,679,407,618
441058,0,0,0,0,0,1,1,0,0
441061,72,53,84,116,86,81,104,93,67
441072,39,11,28,22,20,23,56,25,36
441081,5,4,7,2,0,13,5,13,5
441089,79,28,60,63,48,64,76,55,73
441094,742,591,508,1374,1562,1033,1450,956,1149
441098,7,2,9,4,10,9,7,6,10
441108,40,15,23,40,40,40,49,29,36
441116,48,34,62,57,59,54,65,49,48
441123,13,1,6,5,4,9,6,9,5
441124,39,7,20,37,14,32,20,15,28
441150,6,4,8,10,2,8,9,6,10
441151,533,255,474,842,571,554,576,532,679
441155,52,32,45,81,69,75,95,84,59
441161,0,0,0,2,0,0,0,0,2
441168,45,123,56,156,79,116,162,82,70
441172,134,73,74,153,140,125,120,88,96
441177,0,0,0,2,0,2,2,0,0
441178,23,11,6,3,13,38,21,5,36
441191,499,260,456,708,651,614,724,560,684
441194,422,163,375,422,383,373,516,439,491
441204,496,335,390,95,266,387,278,240,419
441208,44,35,40,90,57,59,103,79,67
441212,200,132,180,262,255,186,281,199,327
441234,2,1,1,5,6,1,4,3,1
441239,160,65,128,167,129,149,170,151,201
441242,199,67,108,176,139,169,227,176,223
441250,290,122,253,375,471,353,474,242,536
441251,1,0,1,0,1,1,6,1,5
441263,66,68,146,99,130,80,112,54,121
441272,279,28,80,98,127,157,113,116,195
441273,33,4,11,10,7,18,26,7,15
441282,4,2,6,15,4,11,11,4,6
441294,5,2,1,4,8,4,2,6,3
441295,6,6,5,23,15,18,14,12,10
441307,52,26,15,29,28,51,59,36,51
441308,0,0,0,0,0,0,0,0,0
441317,0,0,0,0,0,0,0,0,0
441328,0,0,0,0,1,2,0,0,1
441355,113,46,80,103,114,76,219,119,105
441369,0,2,0,0,0,0,4,0,0
441374,8,3,10,14,4,14,19,13,7
441376,21,25,64,60,48,33,38,27,42
441381,0,0,0,0,0,0,0,0,0
441389,25,25,24,17,35,23,29,20,25
441394,27,25,18,18,17,12,46,44,47
441425,883,456,776,1034,1116,1057,884,678,1417
441430,103,51,93,105,259,107,111,136,155
441432,6,2,5,2,3,11,3,0,9
441452,5,0,0,0,2,4,4,0,2
441454,273,89,137,289,181,257,298,289,409
441455,670,206,398,578,473,521,443,487,645
441457,50,10,31,27,48,59,31,30,55
441459,239,62,177,190,134,145,151,170,205
441461,23,30,37,64,34,27,56,22,46
441476,0,2,2,2,0,0,1,0,2
441478,188,53,72,164,147,100,183,119,140
441490,0,1,0,0,0,0,0,0,0
441495,6,2,14,14,10,10,2,11,12
441501,1,4,0,13,11,6,11,24,13
441502,5,4,11,11,4,7,18,10,15
441509,37,24,25,14,17,26,63,34,51
441518,188,79,120,183,176,189,232,160,200
441519,0,0,0,0,0,0,0,0,0
441521,0,0,0,0,0,0,0,0,0
441525,0,0,1,2,0,0,0,0,0
441531,40,38,43,72,63,34,62,64,77
441543,0,0,0,0,0,0,0,0,0
441549,86,33,51,62,50,54,137,58,76
441581,2,0,0,0,0,0,3,0,0
441601,60,42,27,80,107,44,148,97,81
441608,0,0,0,0,0,0,0,0,0
441631,301,108,187,213,162,283,198,135,310
441639,0,0,0,0,0,0,0,0,0
441666,1782,600,878,337,1745,1360,2237,1716,926
441669,0,0,0,0,0,0,0,0,0
441670,0,0,0,0,0,0,0,0,0
441687,37,5,18,17,27,35,38,33,26
441733,610,97,189,280,296,416,183,347,336
441818,38,12,28,33,34,35,45,38,30
441864,0,0,0,0,0,0,0,0,0
441869,108,78,76,162,105,137,219,115,152
441871,0,0,0,0,0,0,0,0,0
441873,0,0,0,0,0,0,0,0,0
441897,0,0,0,0,0,0,0,0,0
441908,4,0,0,2,4,0,3,2,8
441911,9,0,0,0,1,2,0,0,4
441925,0,0,0,0,0,0,0,0,0
441932,0,0,7,0,0,2,0,2,0
441933,3,2,0,2,0,0,0,1,0
441951,651,688,697,1377,1402,1009,1193,839,1060
442028,9,20,13,14,24,64,17,6,2
442038,0,1,7,3,4,5,20,9,12
442075,299,95,210,208,193,217,230,194,272
442117,449,385,555,577,512,549,674,538,466
442132,3,0,1,3,1,0,4,1,1
442184,0,0,0,0,0,0,0,0,0
442186,0,0,0,0,0,0,0,0,0
442191,0,0,0,0,0,0,0,0,0
442194,0,0,0,0,0,0,0,0,0
442211,2,0,2,1,5,4,6,6,4
442213,631,354,392,514,458,768,466,454,673
442229,0,0,0,0,0,0,0,0,0
442245,35,21,33,63,25,56,26,70,50
442247,0,0,1,0,0,0,0,0,0
442319,540,659,1201,711,1367,1042,1180,766,569
442361,0,0,1,0,1,5,0,0,0
442388,6,0,4,4,6,8,6,6,3
442421,6,6,15,23,24,17,14,14,19
442425,0,0,0,0,0,0,0,0,0
442444,0,0,0,2,2,0,0,0,2
442454,80,32,62,71,95,74,106,82,93
442459,0,0,0,3,0,0,0,0,0
442497,6,4,2,6,10,4,14,2,2
442523,264,201,244,340,276,250,369,231,287
442524,60,46,54,61,75,61,98,86,83
442578,155,71,132,284,222,320,163,286,262
442582,120,72,151,182,162,180,241,152,267
442590,137,22,51,60,55,80,53,67,130
442720,1,5,3,3,2,0,3,3,5
442721,6,2,7,6,3,6,0,2,8
442862,0,0,0,0,0,0,0,0,0
442867,0,0,0,0,0,0,0,0,0
442868,0,0,0,0,0,0,0,0,0
442890,0,0,0,0,0,0,0,0,0
442891,0,0,0,0,0,0,0,0,0
442892,1,0,0,2,1,2,1,0,2
442893,9,2,3,6,2,5,7,11,3
442894,0,0,1,2,0,1,2,2,3
442895,6,0,1,10,3,1,3,0,3
442896,0,3,0,1,2,4,2,2,1
442897,0,0,1,2,0,0,0,1,2
442898,1,1,1,2,4,1,4,1,0
442899,1,0,0,3,0,1,2,1,2
442900,0,0,1,2,1,2,1,2,4
442901,0,0,0,0,0,0,0,0,0
442902,3,1,0,0,0,0,1,1,0
442903,4,1,0,1,2,5,1,1,7
442904,10,9,16,22,17,13,22,9,15
442905,0,0,1,0,0,0,0,0,0
442906,0,0,0,0,0,0,0,0,0
442907,0,0,0,0,0,0,0,0,0
442908,1,0,0,0,2,1,6,3,1
442909,0,0,0,0,0,0,0,1,3
442910,0,0,2,2,0,0,0,0,0
442911,0,0,0,0,0,1,1,1,0
442912,0,0,0,2,1,0,0,0,0
442913,1,0,0,0,0,0,1,0,3
442914,0,0,1,2,4,1,3,2,1
442915,12,10,12,9,6,16,11,9,9
442916,0,0,0,0,0,0,0,0,0
442917,0,0,0,0,0,0,0,0,0
442918,0,0,0,0,0,0,0,0,0
442919,1,3,1,5,4,3,8,1,5
442920,0,0,0,0,0,0,0,0,0
443,942,341,320,1857,834,711,2300,1761,1837
4430,1215,1366,2096,2108,2106,1868,2042,1371,1506
4435,23,18,54,53,48,42,43,53,52
4436,2948,2345,3639,5988,4059,4022,6979,4788,5831
4437,2925,2551,3027,4734,4230,4079,5566,3934,5777
4438,104,86,85,159,167,119,133,128,98
4439,0,0,0,0,0,0,0,0,0
444,8182,7569,6301,12368,13394,11213,16553,11465,13072
4440,157,36,112,151,127,117,134,127,151
444882,157,42,95,77,74,116,130,127,171
445,364,230,532,553,513,339,492,506,390
445328,10,8,8,14,5,15,17,11,2
445329,0,0,0,0,0,0,0,0,0
445347,12,9,3,12,11,0,6,20,27
445372,0,0,0,0,0,0,0,0,0
445571,164,236,232,214,234,256,465,268,373
445577,57,57,86,88,126,90,144,48,93
445582,16,0,6,18,1,1,6,7,11
445815,11,6,5,5,7,4,2,8,9
4477,2,0,0,0,0,0,0,0,0
4478,2544,1824,2061,4534,4055,3023,4811,3266,4102
4481,66,208,65,322,284,128,336,213,375
4482,1226,466,995,1428,1173,1117,1435,1202,1269
4485,172,43,123,169,131,170,120,104,141
4486,23,3,12,18,8,16,27,12,22
4487,45,17,12,56,23,41,65,38,41
4488,2,0,0,5,4,4,8,0,2
448831,0,0,0,0,0,0,0,0,0
448834,8,2,0,10,3,15,4,21,28
448835,0,0,0,0,0,0,0,0,0
4489,4,7,5,8,7,5,8,4,4
4490,1,0,5,1,0,5,1,14,15
4493,286,379,249,918,907,758,754,607,879
4494,67,70,115,111,207,186,105,149,190
449491,0,0,0,0,0,0,0,0,0
449492,0,0,0,0,0,0,1,0,0
449493,0,0,0,0,0,0,0,0,0
4495,22,42,56,53,146,135,103,115,142
449520,2,0,0,4,6,4,1,0,3
4496,2,9,19,8,29,57,33,17,31
4498,3,3,0,0,1,3,3,4,3
4499,55,67,71,151,174,164,196,147,206
4500,14,24,5,51,35,29,20,15,14
4501,134,112,66,242,287,258,284,233,330
4502,423,389,305,854,1019,773,682,572,859
4504,4402,3182,4180,5447,6597,5551,5867,4940,6180
4507,738,615,658,1517,1318,1099,1750,1194,1363
4508,60271,13801,26232,17189,24603,18754,25080,22345,35919
4509,20735,5371,9569,6218,10544,7049,9845,9370,13755
4511,13,97,79,103,285,138,114,76,88
4512,446700,214546,341823,275323,316001,256415,346636,277891,405043
4513,81532,31585,54511,41954,52920,42010,58824,49653,78837
4514,160766,77246,118956,82291,122603,80212,110177,90875,120771
4515,37,29,51,93,67,57,92,78,69
4519,78216,26093,46225,32724,47598,33226,45612,44749,63397
4520,982,277,556,841,636,731,910,849,1173
4521,73,88,130,220,125,107,252,197,192
4522,4511,2686,4746,7347,5020,4944,7429,5794,7516
4524,823,292,507,868,651,715,832,614,958
4528,1448,1444,1860,3083,2458,2259,3521,2624,2919
4534,1080,1104,1012,1856,2051,1716,2118,1447,1777
4535,48940,12004,24829,15631,23547,19242,26978,20107,30691
4536,56570,13909,26260,19690,27633,21917,30888,22398,37736
4537,54384,17331,31941,18044,38023,22219,24701,19560,34383
4538,86518,31771,58684,42070,55989,41586,58994,53334,81315
4539,10778,3578,5757,3851,6419,4478,5922,4621,7500
4540,71448,28852,53097,37509,54236,36455,55715,44171,62974
4541,12634,5105,9315,6280,8061,5840,11707,7726,11077
4542,100,76,106,207,202,119,193,142,197
4543,39,14,33,40,26,24,40,42,11
4544,94,39,79,155,110,151,198,176,99
4547,70,29,76,136,113,78,237,106,92
4548,6296,3591,5549,7909,7030,7319,9914,7725,9256
4549,3576,3629,3158,2078,5260,997,115763,5297,2917
4550,18620,17785,19357,9662,19365,11685,498923,21644,12556
4552,1236,907,1220,2266,1648,1382,2480,1830,2302
4553,11,16,9,12,46,23,41,20,19
4555,7,7,2,6,3,2,14,7,3
4556,52,45,62,41,94,55,85,55,87
4558,3104,618,676,904,1162,1277,1901,2145,1347
4563,64,19,24,12,41,22,26,30,22
4564,43,13,11,14,24,9,57,51,27
4565,78,37,37,39,66,40,69,59,73
4566,32,25,18,15,31,16,78,25,31
4567,1178,296,425,400,661,520,640,647,613
4568,22,16,12,12,35,5,30,38,23
4569,589,129,241,173,348,206,341,293,324
4570,16,83,61,87,243,122,130,71,76
4571,266,99,117,121,174,99,166,167,180
4572,18,14,14,21,25,12,41,25,26
4573,42,7,5,3,25,6,31,12,19
4574,5,1,5,5,7,7,9,11,8
4575,121,27,31,31,63,24,49,41,40
4576,58,26,24,17,28,26,51,29,52
4577,1551,245,185,193,583,316,392,447,523
4578,8,9,3,3,4,7,32,14,12
4579,136,52,68,73,132,86,131,83,136
4580,79,44,80,98,86,85,144,73,118
4582,54,2,14,11,26,28,23,21,31
4583,2,0,0,0,1,0,0,0,0
4584,1,1,10,0,7,2,4,4,6
4585,0,0,0,0,0,0,0,0,0
4586,0,0,0,2,0,0,0,2,0
4588,0,0,2,0,0,0,0,0,1
4589,0,0,0,0,2,0,1,0,0
4591,5821,5879,8247,11771,9658,9035,15050,10486,12237
4593,212,61,56,572,145,164,607,327,282
4594,2118,1697,2302,3660,3011,2948,3851,3194,3821
4595,143,66,112,187,176,176,210,188,204
4597,252,135,256,353,282,265,372,349,368
4598,109,55,80,176,122,138,187,149,167
4599,1510,1215,1323,2275,1882,2254,3244,2702,2782
460,6451,3557,5060,7834,6454,7472,8110,7246,8340
4600,83,38,36,97,90,88,107,111,180
4601,3274,2220,2391,4745,4683,3596,6068,4531,5510
4602,678,573,912,1049,1075,928,1219,880,832
4603,278,178,155,438,438,278,552,408,520
4604,846,1216,672,1476,1983,2276,1294,868,1345
4605,2,0,2,4,8,0,0,2,1
4606,7,2,0,4,2,2,3,4,5
4607,4,7,2,9,5,3,2,6,11
4608,103,17,58,80,35,41,60,79,91
4609,28,25,28,55,47,40,54,40,44
4610,91,50,81,146,127,80,167,113,157
4613,88,54,59,105,80,93,92,111,114
4615,86,32,32,49,53,72,65,66,108
4616,156,144,125,434,284,186,384,208,306
4617,0,0,0,0,0,0,0,0,0
4618,8,1,16,25,6,16,10,12,13
4619,8,4,5,3,4,6,24,21,17
462,6,3,3,19,24,6,6,4,12
4620,11,0,4,4,5,7,15,17,11
4621,423,228,298,405,402,414,510,354,441
4622,10,2,18,21,14,7,36,13,33
4624,7,0,0,6,1,9,5,3,10
4625,128,86,148,216,177,176,200,180,267
4626,15,1,6,7,3,5,17,8,17
4627,4387,1688,2666,5806,4411,3252,5377,5240,6308
4628,10165,5454,9265,14820,9750,10508,17879,13947,16943
4629,0,2,0,12,4,8,10,10,4
463,3642,1271,1960,2644,2471,2495,2850,2530,3567
4632,21,3,8,13,5,6,10,10,5
4633,0,0,0,0,0,0,0,0,0
4634,7,0,9,22,20,17,32,13,31
4635,4,0,0,3,0,0,2,2,1
4636,124,51,101,111,120,115,149,91,93
4637,2190,2240,3188,5188,4558,3511,4987,3736,5205
4638,3241,1362,1497,5733,4928,3376,7288,4771,6629
4640,11,5,4,16,16,8,20,7,18
4641,261,125,165,392,249,248,304,277,359
4642,1128,413,461,1654,831,805,2014,1756,1848
4643,1445,498,498,2448,1195,996,2896,2248,2522
4644,28974,20265,35935,44690,30741,33221,53806,40198,44760
4645,643,279,431,544,513,603,574,515,576
4646,8381,4177,6195,10150,9018,9035,12255,9488,12204
4647,88,72,110,242,118,155,182,111,215
4648,19,20,12,16,18,10,8,20,24
4649,14517,10036,15934,24866,18091,18074,31750,23096,26542
4650,2541,449,799,1825,992,1374,1846,1749,2360
4651,6320,2914,3529,7903,7041,5357,9044,7230,8698
4653,2,2,2,2,0,6,6,2,2
4654,1,0,0,0,0,1,0,0,1
4656,6,1,6,0,4,4,7,8,2
4659,9268,9262,11085,14381,12401,12383,16380,11475,12897
466,640,470,638,996,947,839,1079,781,900
4660,9495,4840,7718,11440,8654,9566,13780,11087,13161
4661,17,6,17,21,7,38,42,34,10
4664,2224,2386,2804,3472,3731,3311,3924,3129,3470
4665,519,350,567,864,617,615,846,676,875
4666,6753,9757,11714,17324,17966,13438,18100,12805,15116
4668,279,168,207,448,410,361,400,350,473
4669,100,36,58,115,78,107,148,116,160
467,195,87,83,382,114,152,362,208,256
4670,2761,1227,2128,3365,2636,2442,3372,2919,3981
4671,7,1,3,0,4,2,5,1,5
4673,16165,13366,17096,28394,25258,20920,34371,24659,31206
4674,3276,4007,5323,7156,5217,5604,7299,5821,6998
4675,4543,5674,7549,7682,6411,7906,8274,6275,7026
4676,155,701,61,97,654,431,135,99,150
4677,4856,5501,6672,10875,8142,7418,12250,8751,10162
4678,2975,996,1663,2606,2499,2388,2919,2336,3097
468,1460,1148,1362,2739,2033,1638,2715,1944,2494
4680,7,6,12,8,11,17,3,2,6
4681,3,1,0,4,4,4,8,8,5
4682,121,83,101,201,154,125,233,177,206
4683,3864,4349,5039,6878,6330,6288,9196,5691,7307
4684,17804,9506,14350,24259,17163,19608,27008,22850,28084
4685,7297,6529,7251,15736,11361,10401,18315,12355,14052
4686,3293,2894,3662,6579,4797,4551,6680,5110,5732
4688,73,125,88,235,260,135,205,136,186
4689,0,10,4,12,12,2,10,11,14
4690,661,757,772,1247,1117,998,1648,1156,1376
4691,12706,6989,11548,12397,10985,11664,15582,13322,17212
4692,1577,2715,3654,3221,3047,3166,3432,2243,2084
4693,582,674,301,968,1013,639,1181,763,1044
4694,1066,1326,1915,2901,2349,1900,2809,2036,2536
4695,189,234,372,577,426,375,608,373,415
4696,0,0,4,5,0,0,2,0,0
4697,1506,2430,3454,5679,4375,3313,5191,3549,4262
4698,4636,8355,9661,14573,12839,10028,13786,9562,11428
47,2414,1636,2483,4333,2462,2717,5224,3798,5216
4700,0,0,0,3,0,0,0,0,0
4701,161,183,278,503,366,292,488,304,443
4702,816,791,1255,1836,1368,1437,1931,1398,1823
4703,1369,659,1134,2264,1253,1620,2773,2021,3000
4704,835,994,1228,2223,1482,1382,2166,1512,1868
4705,3893,2267,3405,5291,4109,4394,6387,4736,6059
4706,757,1244,1576,2419,1889,1700,2595,1603,2120
4707,551,1192,1547,2592,2088,1578,2188,1369,1882
4708,518,994,1437,2313,1793,1202,2002,1192,1474
4709,356,580,647,1136,1244,762,1162,807,1130
471,1304,373,721,1098,864,1162,1342,1258,1452
4710,332,417,551,650,662,591,966,643,857
4711,1428,2341,2328,4537,3750,3166,4819,3162,3603
4712,439,492,754,1071,929,801,1054,775,1097
4713,340,423,658,1109,870,716,980,748,1040
4714,1503,1512,2322,3613,3240,2498,3686,2681,3627
4715,1224,1486,2250,3209,2615,2270,3606,2517,2960
4716,941,833,1526,2002,1674,1348,2347,1658,2195
4717,482,337,471,838,655,562,833,722,675
4718,416,603,685,960,814,800,1094,690,808
4719,7485,8344,11012,17476,13268,12985,20002,15044,16483
472,9126,7804,9921,18016,13989,12463,19793,14306,16660
4720,2204,1941,2843,4837,3171,3222,4853,3699,4468
4722,894,694,998,1777,1206,1222,2061,1439,2284
4723,2812,1877,3233,4440,3278,3319,4681,4046,4945
4724,977,1284,1933,2835,2366,1989,3077,2256,2676
4725,2861,3328,5313,6999,6516,4547,6463,4855,6865
4726,253,339,553,718,652,560,792,686,636
4728,336,223,341,716,513,352,719,503,677
4729,1129,1692,2044,3333,2405,2234,3641,2229,2858
473,7222,3895,6647,8759,9501,7421,9791,8078,9488
4731,990,610,769,1188,1127,877,1268,924,1185
4733,851,998,1282,2219,1712,1411,2160,1531,1882
4734,664,901,964,1313,1135,726,1049,909,953
4735,8779,5793,6740,13183,15205,10171,19255,11369,13350
4736,1862,2548,3491,3973,4458,3720,4877,3540,3747
4738,236,329,459,592,579,526,651,365,567
4739,711,338,190,731,859,604,626,760,908
474,0,0,0,0,0,0,0,0,0
4741,3751,592,1919,2644,2012,2099,3574,3788,5716
474148,0,0,0,0,0,0,0,2,0
474149,0,0,0,0,0,0,0,0,0
474150,0,0,0,0,0,0,0,0,0
474151,0,0,0,0,0,0,0,0,0
474152,0,0,0,0,0,0,0,0,1
474170,116,39,166,35,100,23,46,31,71
474338,141,117,134,219,173,195,292,236,206
474343,27,18,35,87,48,82,87,61,80
474344,214,285,78,520,571,234,557,433,406
474354,5,18,6,57,44,17,21,24,36
474381,0,0,0,1,0,0,0,0,1
474382,0,0,0,0,0,0,0,0,0
474383,0,0,0,0,0,0,0,0,0
474384,7,0,5,5,1,2,1,4,5
4744,1238,426,776,782,662,1052,1064,999,1223
4745,199,486,402,461,360,431,513,390,425
4747,6856,4529,8760,12409,9293,9316,15720,13160,14311
475,165,138,163,290,276,229,340,232,302
4750,4841,3034,4378,6184,6788,5228,7526,5939,6156
4751,20,9,22,23,18,23,21,30,16
4752,643,269,319,824,519,442,1027,977,861
4753,3131,2748,4500,9050,4701,4792,10522,7209,8522
4756,3991,2223,2821,6256,5054,4456,6681,5502,6848
4758,0,0,0,0,0,2,0,0,0
4759,1,2,2,2,0,0,2,3,4
476,14355,9381,16747,24778,14028,17905,27454,22625,27735
4760,2,0,1,0,6,0,3,8,1
4761,5,1,7,15,9,12,10,10,16
4762,0,0,0,0,0,0,0,0,0
4763,13520,8066,12662,22675,15216,15084,24492,18339,23350
477,32465,14635,15727,46036,38924,36579,39244,32456,37384
4771,2347,1550,2586,4033,3129,2622,4210,3274,4021
4772,103,14,41,100,96,86,94,64,99
4773,720,247,335,818,458,522,976,894,1694
4774,10420,3908,3386,10155,9505,8446,10963,9125,10812
4775,1549,845,1120,1858,1945,1628,2226,1811,2451
4776,349,172,332,462,456,412,383,401,397
4778,13,1,4,6,22,8,10,9,1
4779,5462,3047,5030,7435,5110,6043,8102,7115,8457
478,6450,2158,5528,5664,4071,6431,7027,7408,9275
4780,1807,904,703,2251,2355,1602,2570,2038,2496
4781,5521,3057,2383,7724,6784,5708,8842,6637,8186
4782,1689,148,432,621,617,714,872,940,1305
4783,371,335,313,495,342,446,462,415,488
4784,2252,285,783,1350,858,1051,1551,1593,1849
479,3,2,2,3,2,2,4,0,2
4790,939,624,703,1553,1277,1044,1665,1121,1509
4791,86,20,66,94,68,60,108,83,83
4792,522,245,298,512,662,552,996,659,830
4793,216,78,142,231,189,163,227,221,306
4794,44,27,52,107,82,78,120,65,60
4795,4,0,0,0,0,2,0,0,6
4796,29,27,30,59,50,26,59,35,68
4798,1459,495,1002,1370,1021,1178,1867,1455,2031
4799,2901,1485,2894,3256,3499,3335,4297,3274,4515
48,1684,1138,1416,2301,2291,2287,2674,2035,2408
480,158,18,46,45,187,44,43,20,370
4800,2412,1205,1623,3361,2369,2376,3567,2882,3499
4801,2330,1854,2358,3295,3395,2580,3797,2774,3352
4802,703,458,643,1060,949,883,1134,934,1168
4803,5,5,6,12,9,16,14,5,19
4804,23,1,0,14,10,25,41,40,50
4807,53,22,28,39,31,29,47,41,75
4808,20,14,8,45,26,20,46,38,49
4809,1266,1224,1559,2465,2145,1929,2389,1994,2353
481,9425,11859,16117,20847,14601,15747,22540,17218,18483
4810,1074,647,678,1319,1424,779,1504,982,1329
4811,570,201,328,637,697,540,524,565,618
4814,132,88,102,175,184,155,233,168,166
4815,89,60,49,145,46,55,144,137,194
4817,294,208,289,504,352,315,506,400,419
4818,5,0,1,6,2,0,2,4,6
482,6214,805,1599,3473,2744,3841,3054,2899,3941
4820,14807,8020,12955,15619,17040,15781,20601,14702,19440
4821,318,43,50,170,100,124,175,163,234
4824,63,28,40,119,83,100,134,124,116
4825,13,8,2,13,14,0,15,5,5
4826,7571,7352,10412,9204,9454,7637,6805,5536,5656
4828,17,8,7,35,12,7,54,24,30
4829,14,45,34,64,52,63,64,72,91
483,1376,762,1205,2036,1568,1456,1885,1473,1887
4830,172,217,340,582,402,378,519,306,415
4831,12,3,5,23,7,11,3,10,22
4832,82,50,56,108,82,42,76,108,126
4833,215,148,235,368,378,323,345,244,354
4835,380,230,465,325,543,516,613,474,636
4836,2783,1811,3023,4707,3451,3644,5392,3818,4764
4837,3,0,0,13,16,0,10,3,11
4838,31,7,9,55,32,25,24,25,35
4839,323,205,309,445,475,377,419,314,454
4841,3225,3293,4219,6204,5427,5100,7282,5611,6051
4842,2903,774,1097,3595,1319,2127,5805,4328,6699
4843,97,8,55,29,62,83,57,90,135
4846,56,19,17,119,54,63,60,63,89
4848,2055,1783,2357,3810,3243,2729,4605,3296,4006
4849,25,3,12,12,26,39,35,17,25
4850,2782,1367,2011,2981,2918,2575,3143,2691,3456
4851,1069,208,518,925,654,788,910,957,1235
4852,421,218,194,325,359,394,628,670,862
4853,4330,2201,1685,7105,5950,4260,6501,4411,5969
4854,546,106,245,314,304,329,288,310,471
4855,0,0,0,0,0,0,0,0,0
4856,228,217,261,369,209,191,411,322,246
4857,2800,1219,1927,3437,2395,2628,3822,3433,4107
4858,1682,229,582,765,704,776,927,1139,1653
486,0,0,0,1,1,0,1,0,1
4860,141,239,248,838,549,268,544,365,432
4861,19,0,11,17,5,11,9,12,17
4862,2340,663,1321,1980,1573,1631,1833,1425,2609
4863,1962,1476,1983,2680,2599,2646,3734,2518,3121
4864,1663,687,757,2713,1591,1548,3237,2920,3505
4867,709,515,818,1228,1014,1051,1344,761,1045
4868,17,8,12,33,24,5,29,10,45
4869,4262,5077,5975,8713,8879,7155,10112,7324,9046
487,50,6,37,38,34,29,37,18,20
4878,11,1,1,4,10,8,1,3,7
4879,27,56,85,67,67,52,37,51,23
488,21015,6885,12840,24947,12855,17170,31156,24307,34038
4880,10,1,1,8,4,4,14,12,23
4881,30,12,16,99,22,20,27,22,60
