Geneid,featureCounts on data 230: Counts_HISAT2 on data 2 and data 1: aligned reads (BAM),featureCounts on data 232: Counts_HISAT2 on data 4 and data 3: aligned reads (BAM),featureCounts on data 234: Counts_HISAT2 on data 6 and data 5: aligned reads (BAM),featureCounts on data 236: Counts_HISAT2 on data 8 and data 7: aligned reads (BAM),featureCounts on data 240: Counts_HISAT2 on data 12 and data 11: aligned reads (BAM),featureCounts on data 246: Counts_HISAT2 on data 18 and data 17: aligned reads (BAM),featureCounts on data 248: Counts_HISAT2 on data 20 and data 19: aligned reads (BAM),featureCounts on data 250: Counts_HISAT2 on data 22 and data 21: aligned reads (BAM),featureCounts on data 254: Counts_HISAT2 on data 26 and data 25: aligned reads (BAM),featureCounts on data 262: Counts_HISAT2 on data 34 and data 33: aligned reads (BAM),featureCounts on data 282: Counts_HISAT2 on data 54 and data 53: aligned reads (BAM)
51773,14670,13134,8800,8746,12694,9612,10437,12488,11191,9791,10181
51776,2854,2565,1389,829,3321,1109,1173,1454,992,745,1734
51778,98,67,86,54,92,77,63,89,61,59,58
5178,46433,49128,31318,22605,22944,30976,32883,33806,22338,21273,42360
51780,8085,7141,4790,4588,9180,5561,4908,6554,5755,4727,5165
5179,407,622,3482,148,1953,213,204,441,89,117,6175
518,2529,1982,1367,1284,1422,1924,2002,2008,1274,1246,1354
51802,0,0,0,0,0,0,0,0,0,0,0
51804,136,164,95,63,273,104,91,120,116,118,83
51805,472,505,337,263,276,423,393,459,314,367,371
51806,0,0,0,0,0,0,0,0,0,0,0
51807,1191,973,710,772,708,1178,1222,1162,741,966,565
51808,5469,3497,2446,2320,3731,3291,3169,3394,2664,2518,2691
51809,2000,1644,839,747,1565,945,1046,1309,1008,719,1247
51816,531,461,285,304,1057,331,357,518,391,277,379
5184,1094,733,535,300,1104,499,605,598,459,381,517
5187,533,1369,792,632,1885,1147,789,1083,1082,409,547
5188,1726,1215,1184,799,1343,1253,1766,1135,1151,877,826
5189,4010,3478,2308,2057,4137,2906,2758,3294,2627,2188,3000
5190,820,693,444,470,1076,562,651,791,744,373,494
5191,410,324,175,171,375,259,274,264,176,187,256
5192,566,446,283,239,504,366,348,376,346,256,248
5193,692,439,354,233,624,341,429,394,321,229,403
5194,2010,1502,1181,920,1647,1257,1433,1441,1183,1125,1295
5195,495,415,344,289,467,446,404,461,340,321,284
5196,0,0,0,0,0,0,0,0,0,0,0
5197,2,0,0,0,2,3,0,0,0,0,0
5198,723,650,365,376,672,621,518,666,573,436,402
5199,16,49,29,50,50,36,31,41,56,22,35
52,5092,3746,2980,2753,2961,3489,3922,3250,2072,3001,2752
5201,2280,1725,1186,1040,1490,1556,1633,1387,965,1316,1059
5202,1611,1349,1015,1183,1648,1094,1368,1475,1171,1062,934
5203,2044,1431,1065,928,872,1099,1335,1333,839,1154,806
5204,5739,4759,2815,3576,6008,4006,4517,5234,3674,4218,3787
5205,533,369,357,401,548,631,440,692,530,546,281
5207,67,97,55,46,110,69,61,71,66,46,80
5208,8782,6511,4175,2044,11979,4198,3989,5173,3273,2369,4944
5209,7151,8978,3047,2936,8779,3772,3937,5430,5151,2684,4752
521,1667,1503,813,1009,2220,1509,1550,1774,1264,1135,948
5210,297,258,155,178,336,193,205,295,199,124,157
5211,2700,2406,1544,1704,3293,2206,2302,2537,2256,1780,1476
5212,74,33,51,64,18,27,74,29,54,39,27
5213,8231,7712,4912,4670,5736,7721,7474,6503,5063,4741,4728
5214,6280,5402,3534,2710,3487,6203,5585,5196,3774,2673,2449
5216,1378,982,605,570,1492,1013,1065,1049,726,635,712
5217,13797,9988,10114,7249,8634,12681,13734,11691,9900,9285,7497
5218,10935,7634,7325,5086,4886,11702,9651,7977,6289,6967,3751
522,1954,1563,1285,1120,1410,1176,1336,1415,931,1280,1142
5222,6,7,6,12,19,3,15,7,14,6,6
5223,1614,1463,978,802,1046,1539,1553,1270,910,935,791
5224,402,367,129,158,674,166,164,190,201,150,175
5225,0,0,1,2,2,1,0,2,10,0,0
5226,3564,2820,1614,1476,2260,2039,2411,2012,1617,1395,1751
5228,22,30,12,12,23,37,22,20,14,18,11
5229,5097,3841,2425,1875,4186,2283,2613,3203,2497,1679,2927
523,29767,19588,15829,10771,10092,20143,25538,16380,12902,11941,12058
5230,10690,7500,5675,4361,5108,8532,8033,6559,4464,5149,5062
5232,0,0,0,0,0,1,0,0,0,0,0
5236,2177,2193,1203,1283,2167,1557,1565,1910,1664,1240,1410
5238,3328,2597,1606,1428,2852,1863,2134,2648,1913,1384,1857
5239,416,267,362,220,734,303,230,376,167,165,287
5241,437,329,412,68,1306,120,142,202,119,81,226
5243,1462,1747,1112,796,1187,1404,1344,1134,948,1038,1011
5244,107,93,62,64,57,65,64,120,50,86,68
5245,1861,1427,866,705,1524,1120,1293,1272,701,836,1002
525,4,9,6,16,26,24,8,5,27,9,0
5250,9463,6983,5000,3581,5672,6265,6517,5484,3847,4124,4753
5251,524,382,287,123,763,191,158,269,216,130,283
5252,0,3,3,1,2,159,2,0,4,1,39
5253,2128,2052,1068,1233,3149,1568,1481,2113,1878,1226,1603
5255,1082,1610,760,506,1705,764,795,1330,898,816,1297
5256,808,1153,601,563,1489,737,536,907,663,474,879
5257,6483,5965,3796,3434,5340,5179,5041,6052,4363,4213,4537
526,17578,11691,10537,6092,6729,13591,14953,9162,5566,6505,7689
5260,613,457,210,148,678,233,165,241,230,126,295
5261,525,596,378,443,683,595,494,483,475,349,321
5264,984,734,465,381,946,717,568,666,584,456,559
5265,22,14,18,2,45,7,10,18,4,3,2
5266,0,0,2,0,0,0,2,0,0,0,0
5267,0,0,0,0,0,0,0,2,0,0,2
5268,0,0,0,0,2,0,3,4,4,0,0
5269,3162,2486,1481,1064,3708,1372,1288,1951,1350,1085,1786
527,886,1175,923,591,1118,1292,1332,1047,938,700,651
5270,6034,5685,3814,3577,4380,3981,4652,5663,4805,3172,4324
5271,264,245,142,165,250,192,139,198,170,99,179
5272,742,789,443,407,1017,723,637,672,521,623,580
5273,2,0,0,0,0,1,0,2,0,0,0
5274,16713,6911,10136,5158,3880,12781,12081,6258,5656,6947,3701
5275,7,18,7,3,22,6,22,11,3,9,0
5276,690,466,587,130,1381,98,111,176,153,89,416
5277,982,786,416,305,808,374,445,599,445,273,577
5279,565,379,312,254,545,353,411,401,271,229,403
528,16291,10789,10016,6794,6987,13271,14431,9955,8273,8570,6715
5281,458,328,240,147,348,195,235,274,197,149,327
5283,453,388,237,181,297,256,323,323,205,186,275
5284,0,15,2,0,16,3,10,2,3,0,10
5286,13443,14144,8783,7546,14346,8948,9595,15320,12303,7925,14832
5287,2317,2212,1080,985,3365,1276,1387,1888,1626,921,1404
5288,87,58,115,69,77,59,122,78,140,112,21
5289,9662,7226,5070,4253,6932,6212,5901,7051,4907,5410,5616
529,14248,8148,6989,6009,6310,9579,10898,8058,5091,6389,6001
5290,6169,5413,3607,3047,4339,4480,4452,4893,3841,3427,3849
5291,4998,4178,3276,2458,3351,3933,3905,3318,3209,2728,3064
5292,507,402,193,160,351,285,310,247,199,154,159
5293,590,527,378,427,655,561,484,746,654,433,306
5294,496,220,280,223,613,289,261,338,169,185,282
5295,29611,17296,18451,14324,17548,27102,22921,20824,18761,17504,11411
5296,2035,1664,1492,1735,2125,2213,2226,2323,2811,2177,1346
5297,14498,10768,11563,10890,10866,18358,17161,14203,16124,11529,7460
5298,3267,2473,1637,1594,3150,2228,2439,2292,2040,1455,1768
53,616,596,394,335,597,558,576,617,431,293,369
5300,2898,2216,1734,2311,1861,3132,2959,2573,1904,2441,1218
5301,24,59,33,44,72,70,80,71,59,47,43
5303,1029,716,485,501,795,605,674,750,478,652,587
5304,10,30,4,3,36,15,6,44,12,2,12
5305,23130,12249,4547,3067,21556,5337,5848,9028,5173,2828,8244
5306,6689,5980,4381,3545,6530,6091,6316,5404,4961,3947,3805
5307,2,0,2,3,8,0,0,0,0,0,4
5308,0,1,0,0,0,0,0,0,0,0,0
5309,4,0,1,2,1,1,2,0,4,6,0
5310,2251,2845,2050,3396,4262,5190,3108,6581,5184,3232,1801
5311,3016,3013,1900,1840,4492,2500,2115,3177,2788,1929,2167
5313,0,0,1,1,0,0,0,1,1,0,0
5314,21,18,8,29,9,25,56,20,24,24,8
5315,33967,27711,19843,14581,25298,25654,25945,21654,16842,14327,18671
5316,1292,1431,753,690,1283,779,950,1247,861,649,854
5317,55,14,30,26,33,79,65,77,46,67,18
5318,212,287,382,294,378,427,372,339,362,356,581
5319,0,0,4,0,2,2,6,5,0,0,4
5320,0,4,0,0,0,0,0,0,1,0,0
5321,348,300,265,191,572,358,186,239,136,253,201
5322,80,120,34,49,55,132,75,194,135,151,66
5324,597,357,399,179,510,335,335,345,225,184,355
5325,243,326,274,339,366,396,341,366,306,237,210
5326,306,368,259,280,529,338,285,403,354,169,274
5327,483,505,198,219,625,359,366,370,353,350,287
5328,25,31,12,3,47,16,25,15,15,20,14
5329,70,147,30,52,117,65,32,40,60,44,39
533,1078,837,548,414,736,994,923,612,422,385,600
5330,1034,979,638,622,1469,481,628,766,518,575,974
5331,462,438,220,328,662,337,353,393,344,296,322
5332,1969,3865,1383,1242,1978,1483,1503,2132,1329,1484,1425
5333,844,735,301,303,1056,454,336,531,403,290,522
53335,2150,1742,1509,1578,1076,2099,2059,2158,2329,1429,1166
53336,2,2,16,0,40,0,0,0,2,0,6
53339,10296,6183,5287,3639,5698,5712,6390,5177,3962,4540,4373
5334,9220,5550,2931,2121,6746,3465,3360,4033,3327,2670,3115
53340,714,587,669,235,1881,223,304,270,225,168,495
53342,2493,2171,1016,810,2206,1234,1169,1790,1657,1058,1480
53343,1518,1224,1021,676,1167,962,1007,1065,706,739,893
53344,5213,4164,3097,2178,2815,3712,4096,3334,2393,2686,2914
53345,8,4,6,10,23,12,11,18,8,12,0
53346,3448,2528,2276,1881,2464,2663,2890,2995,2262,2133,1517
53347,5,6,2,0,4,1,5,3,5,4,4
53349,1196,1149,756,650,1137,1083,1003,1246,981,698,752
5335,3504,3935,2577,2665,4708,3469,2679,4813,3830,3021,2501
53353,34920,28613,21827,23313,19098,27183,31225,33648,28520,23954,18371
53354,1163,793,755,687,667,1104,1070,941,827,759,605
53358,22650,14992,15764,22782,15041,25484,27382,31582,30986,32464,11022
5336,874,656,422,454,1062,368,424,649,284,375,401
5337,5215,3096,996,746,4348,1101,1164,1818,894,524,1520
53371,2542,1930,1199,1050,2100,1463,1158,1658,1222,994,1347
53373,1837,2287,971,1037,2460,1563,1059,2217,1621,1138,1427
5338,820,713,370,277,1264,345,338,635,484,296,526
5339,12200,11667,7259,8677,20464,10161,8337,15374,13062,8112,7236
534,0,0,0,0,0,0,0,0,0,0,0
5340,37,67,51,93,30,36,71,67,109,47,70
53405,896,1619,535,445,517,327,564,607,311,303,460
53407,1682,1480,853,796,1336,1012,976,1298,881,846,916
5341,432,264,158,175,507,203,183,314,61,158,224
5342,36,78,40,33,76,39,51,57,44,36,58
5343,90,135,103,116,113,108,117,150,121,99,143
5345,2,2,0,1,0,0,0,0,1,0,0
5346,402,447,135,113,674,166,195,229,172,56,276
5347,38,74,56,71,101,56,56,91,99,63,57
5348,333,355,179,190,463,319,321,401,279,272,257
5349,70,40,27,18,71,41,36,67,38,20,46
535,13725,12012,8736,7154,8030,12705,12465,10747,9529,7960,7505
5350,174,272,142,109,161,202,155,228,176,94,184
5351,1182,950,466,415,1102,607,773,878,708,376,555
5352,3604,2382,1688,1177,3831,1470,1564,2155,1858,1170,2153
5354,419391,168927,50394,23359,194928,41479,52679,71905,34644,14430,76278
5355,90,72,44,25,245,35,34,35,30,21,39
5356,6467,4051,2846,1835,3727,2747,3229,3015,2317,1993,3320
5357,466,387,317,250,243,375,440,418,302,310,163
5358,6483,3462,2654,2056,4079,3363,3498,2487,2370,2180,2115
5359,690,527,324,289,866,377,400,672,303,261,601
5360,1993,1548,1394,764,5743,791,787,1132,951,518,1337
5361,3139,2994,2538,3205,2962,3892,3587,4544,4470,3198,1436
53615,794,688,524,565,1129,1143,986,1011,989,1011,529
53616,15710,13180,10708,6963,9151,13970,12670,9090,7846,8002,9285
5362,4656,4065,3748,4135,4386,5469,4966,5082,5495,3453,3417
53630,196,296,103,237,298,194,133,318,300,115,195
53632,2,4,0,1,6,5,3,3,11,0,2
53635,1170,1281,692,722,1726,1028,949,1260,900,658,738
53637,1628,738,203,87,1216,192,240,388,249,74,294
5364,5772,5756,2814,2343,9790,3113,2533,4147,3589,1978,3754
5365,1742,1876,600,457,3566,725,549,1260,999,373,991
5366,55,132,82,44,80,63,64,50,60,41,34
5367,22,20,2,15,8,7,4,8,5,0,10
5368,148,150,87,108,77,155,151,166,106,141,41
5369,5,3,19,1,9,18,11,5,2,7,8
537,2850,2109,1777,1148,1888,2461,2622,1658,1412,1154,1412
5370,0,0,0,0,0,0,3,0,0,0,0
5371,269,337,170,189,427,267,271,358,247,243,241
5372,754,629,560,466,981,748,641,581,539,372,463
5373,319,379,236,320,501,355,249,463,403,339,391
5375,48783,38113,14693,12624,32143,15594,19444,26521,20764,17957,26451
5376,6707,3155,1226,956,4654,1350,1706,2140,1488,791,1987
5378,2094,2000,1260,1237,2015,1481,1568,2058,1469,1437,1531
5379,557,570,353,483,562,560,504,736,589,454,389
538,1553,1434,782,612,1368,754,917,1148,697,571,1123
5380,51,53,45,64,24,26,36,65,45,59,55
5382,191,281,196,275,360,263,239,385,270,314,182
53820,0,1,1,0,4,4,1,3,1,2,2
53822,279,138,244,317,301,550,389,347,379,281,102
53826,5006,3772,3190,3869,5046,5026,6965,5265,5827,3011,1475
53827,184,149,76,191,565,150,109,206,179,110,124
53828,13,2,2,2,20,2,1,1,2,3,1
53829,805,465,740,512,991,580,578,927,289,484,655
5383,182,345,120,278,133,377,119,152,151,30,128
53831,19,31,17,8,50,15,16,32,23,7,12
53832,503,350,264,146,743,129,146,297,216,85,294
53833,22,37,11,35,31,30,19,24,38,27,18
53834,696,543,376,293,1103,546,357,581,365,325,462
53836,65,115,118,64,114,95,119,87,126,53,84
53838,536,363,227,217,457,364,263,293,265,182,242
53840,4,2,9,7,13,6,4,16,3,6,8
53841,2,0,4,0,8,2,0,8,3,0,1
53842,0,0,0,0,0,0,0,0,0,0,0
53844,16381,25210,11275,9784,9686,13818,23059,20192,12968,10694,11398
5387,417,559,405,529,486,526,362,803,644,524,423
539,3450,2857,1857,1933,2717,2754,2799,2674,1827,2268,2090
53904,238,361,424,84,1118,29,56,59,121,41,444
53905,268,288,176,305,617,250,154,366,502,181,174
53916,0,0,0,0,0,0,0,0,0,0,0
53917,457,462,353,383,425,532,534,489,432,315,244
53918,976,702,560,468,663,635,676,565,443,401,561
53919,2183,2026,1521,2118,2355,1785,2226,3602,2139,1887,1578
5393,1442,996,734,566,1068,844,904,891,753,616,790
53938,731,541,489,392,692,439,468,573,424,419,616
5394,3656,4072,2449,3456,4956,3939,2849,4879,4551,3806,2587
53940,0,0,0,0,0,0,0,0,0,0,0
53942,1467,1260,1163,1498,826,1525,2040,1282,1355,2004,514
53944,2031,2007,1368,1083,2006,1394,1556,1607,1474,993,1692
53947,40,38,24,12,89,67,24,47,18,20,31
5395,2885,2346,1546,1402,1652,2196,2422,2365,1735,1570,1548
5396,2084,1521,716,637,1316,686,867,1207,1039,652,1100
53981,5326,3559,2479,1762,4665,2506,2832,3121,2328,1966,2647
54,23,31,20,7,63,19,8,9,17,5,26
540,494,848,445,694,703,742,513,751,680,486,500
54014,26715,20719,15587,14157,19695,17086,20446,22364,17806,15504,19150
54020,613,804,507,869,977,733,843,950,1005,567,542
54033,445,376,362,242,241,326,352,318,201,253,199
54039,217,224,103,78,212,171,202,270,135,96,197
54055,4,20,14,29,54,6,4,8,38,17,17
54058,109,98,136,47,685,78,60,107,64,46,97
54059,287,296,195,130,411,228,167,300,151,253,260
5406,0,0,0,0,0,0,0,0,1,0,0
54064,0,0,0,0,2,0,0,0,0,0,0
54065,4,0,2,4,0,4,7,2,5,0,6
54067,1,0,1,0,0,0,0,2,0,0,0
54069,220,156,112,89,241,141,176,151,122,128,150
5407,0,13,1,2,1,3,3,1,0,0,8
54072,71,153,99,95,120,89,136,205,157,110,115
54075,3,6,2,0,6,0,0,4,0,0,2
5408,0,0,0,0,2,0,2,4,4,0,0
54082,2,17,0,4,11,16,6,4,3,3,0
54084,4,15,5,15,20,25,1,19,18,2,0
54088,2,0,1,1,4,9,1,0,4,2,1
54089,0,0,0,0,0,0,0,0,0,0,0
5409,23,27,22,27,29,25,24,37,44,29,21
54090,0,0,0,0,0,1,0,0,2,0,0
54093,1022,884,652,532,1134,797,786,926,821,531,788
54097,11,29,5,4,2,4,5,13,0,9,0
54101,8,2,4,0,26,2,0,0,0,0,10
54102,192,184,322,35,1010,5,22,72,12,4,107
54103,981,940,563,600,1275,963,682,775,586,576,766
54106,15,24,5,12,28,15,15,23,17,17,13
54107,1947,1276,991,895,1604,1263,1311,1256,821,1051,959
54108,421,369,192,128,634,192,183,238,216,128,277
5411,7699,7096,3880,4861,10073,4746,4888,7259,6244,4860,4766
54112,408,302,739,187,539,273,448,346,248,244,2209
5412,8081,6468,4530,2813,7689,4370,4347,5153,3833,3354,5565
5413,13,8,18,8,18,29,14,23,14,13,11
5414,23988,15220,3956,3450,20445,6215,6058,9770,6541,3560,6812
54143,0,0,0,0,1,0,0,0,0,0,0
541465,0,0,0,0,0,0,0,0,0,0,0
541466,8,4,1,0,10,0,10,7,0,1,22
541468,176,216,164,179,312,246,207,262,242,143,196
541471,69,54,56,75,60,106,89,112,106,84,45
541473,6,13,3,12,24,17,5,5,20,1,8
54148,1658,1414,980,775,1477,1084,988,1252,1061,706,1166
54149,5525,2885,1075,433,3704,695,985,1359,822,391,1827
541565,113,93,67,62,183,94,96,126,96,91,89
541578,463,388,270,318,452,350,334,398,336,250,244
54165,4806,3351,2529,2132,3156,2832,2856,3508,2638,2319,2575
54187,1145,1021,581,518,610,639,702,743,507,476,501
5420,1655,2054,1541,1656,2133,1792,1968,2312,2516,1807,1397
54205,12682,11446,8011,7754,5872,9561,9244,10202,7485,10417,6084
54206,1760,1614,954,732,1431,1351,1172,1442,1168,860,1103
54207,1234,840,529,633,988,770,853,821,905,462,473
54209,263,143,115,97,324,117,101,224,20,55,128
54210,6,14,14,2,39,11,4,6,0,2,8
54212,2873,3483,2328,2135,1923,3516,2478,3588,2583,2691,2609
5422,2467,2121,1152,1174,2600,1252,1271,2052,1521,1225,1400
54221,55,123,53,48,40,37,52,69,33,47,61
5423,1007,760,552,572,826,726,741,811,540,681,682
5424,129,104,69,87,223,103,116,117,80,56,107
5425,768,419,371,355,1168,541,609,496,437,368,467
5426,523,707,458,756,1094,679,749,1846,822,1190,411
5427,144,176,135,94,186,96,92,117,172,79,135
542767,13,7,0,3,23,6,1,2,2,2,4
5428,1394,985,785,803,1322,1178,1098,1334,1043,784,785
5429,831,752,502,516,990,673,621,794,825,507,602
5430,5788,6239,3549,3563,5751,5258,5346,5696,5266,3432,4182
5431,11799,7240,5836,3958,6457,6049,7261,5263,3796,3792,5204
5432,1874,1446,971,803,1556,1229,1302,1137,856,776,976
54328,612,574,320,416,674,498,530,509,568,309,478
54329,1962,1370,1153,823,724,1138,1524,989,984,915,1178
5433,1344,1050,745,671,1082,901,899,1098,804,777,750
54331,9569,7479,5564,6766,3557,6154,9103,7294,6170,6250,3364
54332,12276,9059,7384,5333,5979,8627,10799,8511,5953,6666,6726
5434,1229,1115,625,749,1056,1114,1116,894,813,688,640
54344,161,144,124,69,185,78,99,116,104,66,97
54345,12,15,11,24,6,21,10,21,12,2,0
54346,2,2,0,2,0,1,1,0,2,1,0
5435,1447,1084,666,703,1433,1005,956,1172,818,784,724
5436,760,469,289,342,573,367,448,387,345,295,390
54360,61,47,7,19,88,15,30,56,7,7,40
54361,116,162,62,93,123,85,128,130,144,35,124
54363,2,4,0,3,0,2,0,0,0,3,1
5437,505,418,360,242,563,456,366,426,298,300,307
5438,1186,744,547,593,1176,664,787,741,509,574,632
54386,18421,13997,10053,8328,10307,11051,13205,11616,7970,8527,11143
5439,387,344,237,229,297,220,256,269,143,163,209
5440,3248,2287,1643,1788,1940,2427,2678,2559,1994,2594,1885
54407,12931,6833,4257,2725,6937,5272,5530,4951,3618,2573,3897
5441,496,390,206,244,478,406,464,415,254,268,231
54413,4326,4141,2651,2534,4853,2990,3256,3692,3572,2343,3130
54414,2203,1772,1122,801,1660,1233,1373,1178,936,889,1196
5442,781,740,460,570,934,758,675,844,675,568,440
54429,85,121,55,56,133,71,56,78,80,47,83
5443,14,15,13,13,5,17,9,26,6,13,20
54431,9243,6697,5249,3583,8196,4636,5621,5088,3970,3260,5292
54432,840,678,414,277,650,616,574,516,362,296,337
54433,112,93,136,70,195,101,86,127,111,74,67
54434,2786,2678,1922,1970,2670,2345,2775,2807,3107,1862,1943
54435,0,1,0,0,0,0,0,0,0,0,0
54436,144,92,61,79,270,94,133,130,44,81,90
54437,389,348,418,419,516,445,380,664,658,297,490
54438,7118,4850,4376,4757,4042,7719,7680,6821,7312,5618,3545
54439,5162,4173,3145,2733,4622,3699,3619,3880,3147,3051,3324
5444,73,59,30,40,85,34,35,60,43,28,51
54440,178,122,99,106,251,92,96,162,35,53,110
54441,100,172,114,94,319,213,178,437,267,191,176
54442,613,423,286,300,669,322,371,412,370,269,244
54443,30125,15767,3603,2596,18841,3133,3883,8222,4191,1466,6646
5445,9163,6818,3589,4216,7579,3395,4453,6328,4974,2640,5197
54453,4555,3641,1654,1912,4413,1931,1945,3050,2293,1893,2973
54454,4311,4580,2648,2771,5249,2852,2758,3980,3428,2657,3196
54455,1284,1248,758,724,1157,969,1132,1241,1031,708,841
54456,99,107,115,54,143,64,141,190,145,136,69
54457,68,108,110,143,82,111,109,155,149,104,107
54458,1436,1176,810,732,1471,1131,1262,1164,842,899,779
5446,127,137,44,59,162,60,32,80,73,55,79
54460,3178,2421,1825,1713,2700,2868,3057,2647,2079,2231,1831
54461,941,844,508,788,1088,1196,929,1141,805,913,497
54462,15304,13591,9001,8102,9949,11509,12261,12276,9489,9069,8596
54463,9907,4451,3565,1796,4792,3556,3897,3021,2278,1923,2430
54464,6075,5846,4298,3689,7215,5122,4775,5536,5028,4007,4677
54465,1368,894,758,667,1266,941,762,870,718,600,873
54466,46,55,17,30,45,36,27,67,40,26,16
54467,14726,11715,5771,5992,12791,7309,7799,10456,7430,6657,7971
54468,2339,1834,1357,1081,1802,1513,1468,1833,1246,1061,1508
54469,2194,1817,985,1065,2030,1309,1385,1724,1089,1214,1322
5447,1189,1056,638,619,1181,725,1046,843,740,498,741
54470,714,502,252,252,486,248,271,397,227,232,297
54471,2506,1968,1446,1218,1855,1842,1837,1802,1615,1183,1452
54472,3642,2476,2997,2674,2654,4290,3899,3521,3645,2322,1520
54474,0,0,0,0,0,0,0,0,0,0,0
54475,358,254,199,254,285,300,314,304,359,265,163
54476,3952,3671,2301,2273,3894,2775,2754,3748,2851,2785,2716
54477,6669,6474,6484,5538,10184,7238,5903,7045,6023,7015,5432
54478,3,8,11,19,12,15,7,27,23,6,4
54480,771,946,605,675,838,938,882,1101,933,564,619
54482,1510,1215,635,538,1403,592,545,973,738,487,801
54487,1393,1362,899,1072,1946,1446,1089,1800,1531,1065,944
5449,4,1,5,4,2,0,0,8,1,5,2
54490,0,0,0,2,0,0,0,0,0,0,0
54491,1537,816,721,775,1474,684,975,1072,508,675,921
54492,1103,1122,800,1391,1306,915,1395,1448,1868,1614,595
54494,1065,772,510,412,1046,649,716,605,443,378,729
54495,6676,4665,4265,2773,4638,4608,5541,4482,3328,3131,4234
54496,1068,1115,685,889,1296,1151,777,1357,907,652,728
54497,7331,5744,4190,3396,4770,4941,5445,4566,3773,3696,4468
54498,1350,1030,430,429,1655,601,588,743,628,443,732
54499,6192,4417,2977,2245,4258,3105,3328,3477,2565,2578,2999
545,5348,4622,3736,2789,4516,4159,4035,4032,3077,2921,3458
5450,18,47,5,2,46,4,7,21,5,4,13
54502,183,167,106,95,328,80,97,232,27,73,133
54503,796,655,538,405,719,535,576,536,419,373,422
54504,598,343,363,217,810,113,163,255,95,91,569
54505,4109,3347,2185,2067,3482,2501,2565,2860,2208,2224,2432
54507,73,166,119,139,277,191,107,189,164,161,100
54508,13,14,13,7,35,14,13,20,10,4,8
54509,12,19,13,13,10,18,14,14,10,13,14
5451,4038,4275,2931,2557,5224,3169,3239,4241,3948,2243,3801
54510,732,738,412,514,635,755,500,459,597,616,351
54511,3150,2338,1703,1298,1392,2033,2611,2210,1518,1730,1955
54512,265,182,131,106,228,171,248,193,172,125,141
54514,31,54,43,26,55,48,53,45,42,50,41
54516,1397,1380,831,657,1044,1034,1182,1000,1027,869,822
54517,1064,912,711,757,1089,1076,1070,1188,955,834,575
54518,1341,571,710,561,1325,409,479,895,146,530,514
5452,215,236,218,316,368,341,279,447,300,287,175
54520,4097,4004,2653,3207,4687,2950,2854,3904,3907,2638,2906
54521,5574,4197,2716,2794,3401,2743,3119,3722,2861,2725,3106
54522,359,380,247,303,363,334,295,343,377,250,313
54529,3615,2503,1756,1454,2224,1777,2108,2342,1459,1899,1822
5453,83,109,107,98,113,84,144,89,97,59,106
54531,423,570,300,406,484,416,366,535,540,410,347
54532,4651,4515,3120,2703,5495,2382,3254,4119,2703,2994,3428
54534,1528,1010,708,625,1005,839,894,931,667,692,909
54535,76,47,0,2,61,1,3,14,0,16,18
54536,3451,2297,2109,2069,1668,2276,2825,2849,2036,2326,1941
54537,1095,1078,735,674,1112,742,736,1037,672,565,743
54538,82,139,72,76,157,91,110,103,75,73,63
54539,928,743,576,513,699,688,815,612,560,564,457
5454,3279,2744,1853,1107,3366,1415,998,1719,1721,1161,2093
54540,1017,1136,640,983,1903,1309,1009,1858,1383,1090,846
54541,859,1477,466,392,1487,689,607,844,907,382,540
54542,5751,4143,3650,3037,4175,4084,3972,4074,3566,3405,3564
54543,2574,2243,1497,1846,2415,1941,1721,2644,1479,1661,1752
54544,0,0,0,0,0,0,0,0,0,0,0
54545,2905,2098,2011,1743,2468,2438,2499,2400,2669,1942,1633
54546,0,0,0,0,0,0,0,0,0,0,0
54549,1519,1507,971,1247,1616,784,1225,1707,1832,691,762
5455,474,360,237,169,779,329,290,320,396,318,323
54550,799,921,849,1034,1023,916,1475,1176,1531,951,617
54551,194,490,145,140,147,137,150,263,162,130,339
54552,2487,2650,1396,1545,2723,1960,2330,2378,1848,1682,1608
54553,311,361,229,208,461,289,270,315,283,178,300
54554,891,648,508,320,792,512,616,530,349,321,652
54555,769,539,359,418,674,590,621,658,545,461,383
54556,1441,1177,794,827,1200,1032,987,1238,841,815,888
54557,10273,6880,6477,5504,4240,10473,8836,6544,6650,6684,3512
54558,1745,1996,1059,658,2870,906,775,1451,1080,815,1225
5456,78,99,139,41,220,64,47,75,87,60,307
54566,3455,2761,3176,3609,2803,3822,4476,3997,4928,4436,3426
54567,72,153,21,101,63,99,59,51,130,49,54
5457,37,103,40,28,87,19,18,69,71,15,67
54575,0,0,0,0,0,0,0,0,0,0,0
54576,0,0,0,0,0,0,0,0,0,0,0
54577,0,0,0,0,0,0,0,0,0,0,0
54578,0,0,0,0,0,0,0,0,2,0,0
54579,0,0,0,0,0,0,0,0,0,0,0
5458,0,0,0,0,2,0,0,0,2,0,1
54581,909,1127,568,718,1277,741,578,1345,901,761,804
54583,7423,5346,4171,3652,5504,4193,5024,5526,4368,3884,4858
54584,38,37,24,30,35,56,45,60,42,18,21
54585,2965,1783,2089,1071,3549,2541,2171,1649,1393,1770,1652
54586,55,55,31,36,130,34,26,61,46,21,56
54587,248,379,253,259,599,380,235,478,345,261,253
5459,0,0,0,1,4,2,2,4,4,0,0
54596,37,32,4,20,6,14,23,37,25,11,22
