Geneid,featureCounts on data 410: Counts_HISAT2 on data 22 and data 21: aligned reads (BAM),featureCounts on data 418: Counts_HISAT2 on data 30 and data 29: aligned reads (BAM),featureCounts on data 420: Counts_HISAT2 on data 32 and data 31: aligned reads (BAM),featureCounts on data 428: Counts_HISAT2 on data 40 and data 39: aligned reads (BAM),featureCounts on data 432: Counts_HISAT2 on data 44 and data 43: aligned reads (BAM),featureCounts on data 436: Counts_HISAT2 on data 48 and data 47: aligned reads (BAM),featureCounts on data 442: Counts_HISAT2 on data 54 and data 53: aligned reads (BAM),featureCounts on data 444: Counts_HISAT2 on data 56 and data 55: aligned reads (BAM),featureCounts on data 456: Counts_HISAT2 on data 68 and data 67: aligned reads (BAM)
101927980,35,20,18,23,19,2,13,9,24
101927983,36,27,20,31,24,3,16,16,14
101927987,74,53,48,118,105,13,44,66,70
101927989,59,45,23,105,32,20,14,25,34
101927990,4,1,0,2,0,0,2,0,0
101927992,0,0,0,1,0,0,1,0,0
101927994,19,8,1,9,3,2,2,2,4
101928000,25,51,24,82,38,10,22,19,44
101928001,120,75,33,82,86,37,35,31,58
101928002,21,24,8,16,9,0,3,11,7
101928008,15,15,5,13,13,0,12,9,10
101928009,8,11,4,4,6,4,0,0,4
101928012,3,2,0,2,3,1,4,2,3
101928017,1,14,8,9,7,9,5,3,7
101928020,411,286,161,422,326,87,166,180,247
101928021,24,10,10,22,17,5,6,8,14
101928022,0,0,0,0,1,1,1,0,2
101928030,0,0,0,2,0,0,0,1,0
101928031,0,0,0,0,0,0,0,0,0
101928033,6,0,5,20,14,0,1,12,13
101928034,0,0,3,1,0,0,0,0,2
101928035,13,10,9,9,13,13,10,3,8
101928036,0,1,0,0,3,0,0,0,0
101928039,0,0,4,0,0,0,0,0,1
101928042,0,0,0,0,0,0,0,0,0
101928043,3,6,1,6,10,5,0,8,8
101928048,1,7,3,20,12,0,1,5,4
101928052,32,27,13,12,23,5,2,10,6
101928053,122,95,80,156,101,58,37,48,54
101928058,4,0,0,0,0,0,0,0,1
101928062,129,100,71,239,179,16,107,72,107
101928063,27,76,39,82,60,12,37,33,48
101928067,19,27,70,56,90,2,38,44,69
101928068,102,123,61,145,77,17,59,28,78
101928069,23,18,21,26,9,15,6,6,12
101928075,7,10,13,11,17,3,16,8,13
101928079,36,27,23,69,33,13,15,19,36
101928085,61,54,49,93,59,7,28,32,40
101928093,0,0,3,2,4,3,0,0,0
101928098,18,15,3,26,16,0,2,9,7
101928099,12,6,3,9,1,5,2,12,0
101928100,58,30,31,87,35,20,15,31,48
101928103,67,29,25,22,37,8,10,24,47
101928104,2,3,0,12,2,6,2,6,7
101928105,9,14,9,13,0,5,4,7,3
101928107,0,2,0,0,5,0,2,2,0
101928108,0,0,0,0,0,0,0,0,0
101928113,112,38,48,243,102,97,16,54,72
101928118,97,79,46,83,80,47,30,48,72
101928120,1,0,3,4,0,0,0,0,3
101928122,2,1,0,5,6,0,0,1,2
101928123,20,18,16,32,23,21,9,5,28
101928128,9,8,7,40,10,6,12,7,22
101928131,8,1,4,5,1,0,0,6,3
101928132,2,0,0,0,0,0,1,0,0
101928134,8,12,4,18,40,0,7,8,6
101928135,13,13,10,17,26,2,2,8,7
101928136,13,14,3,17,10,3,7,3,9
101928137,7,5,1,2,12,0,3,7,5
101928138,0,0,0,0,0,0,0,0,0
101928140,0,0,0,0,1,0,0,2,0
101928141,0,1,0,4,2,0,0,2,0
101928142,0,0,0,0,0,4,0,0,0
101928143,11,11,14,12,8,6,7,5,15
101928147,2,0,0,2,2,0,0,2,0
101928150,22,15,28,56,14,21,5,13,17
101928151,2,0,1,2,3,2,1,1,3
101928153,207,208,106,224,195,49,94,76,190
101928154,15,8,4,20,17,10,4,10,7
101928158,0,2,1,1,2,7,0,0,0
101928161,27,34,32,56,24,5,12,16,28
101928162,8,8,6,4,8,0,1,5,10
101928163,0,0,0,0,1,0,0,0,0
101928165,17,8,1,21,11,1,9,10,10
101928167,5,3,0,1,4,0,4,2,2
101928168,0,0,0,2,1,0,0,1,2
101928174,91,99,46,90,60,40,28,56,100
101928176,14,14,14,26,33,4,11,12,19
101928177,60,46,33,57,36,8,16,24,53
101928182,0,0,0,0,0,0,0,2,0
101928185,70,38,12,73,58,22,32,27,28
101928190,0,0,0,0,0,0,0,0,0
101928191,43,30,13,36,23,8,20,19,31
101928193,3,11,14,39,12,2,4,0,2
101928195,13,7,2,1,3,0,0,1,5
101928200,0,0,0,0,0,0,0,0,1
101928201,0,0,0,0,0,0,0,0,1
101928203,44,28,31,54,50,11,20,34,41
101928205,71,39,15,63,76,22,14,23,30
101928208,34,40,25,43,43,0,17,15,23
101928211,10,12,1,14,14,1,4,7,16
101928222,9,11,2,6,13,1,2,0,8
101928223,3,6,8,0,8,7,2,0,0
101928226,22,31,28,41,27,4,14,10,19
101928227,7,2,2,7,10,0,3,8,6
101928231,4,2,5,6,3,8,0,9,6
101928232,7,3,4,8,1,3,1,0,3
101928238,35,49,31,80,77,44,30,25,58
101928241,4,1,0,5,2,1,0,0,0
101928242,0,0,0,0,0,0,0,0,0
101928243,4,6,2,8,5,5,2,1,6
101928244,0,1,2,1,0,0,0,1,3
101928248,10,8,4,7,11,0,0,2,2
101928253,0,0,0,0,0,0,0,0,0
101928254,39,11,9,35,19,14,10,13,16
101928259,0,1,2,2,2,0,1,0,1
101928266,35,22,47,50,21,29,13,13,28
101928268,24,33,17,42,23,10,7,18,12
101928269,4,6,1,3,0,4,0,0,0
101928270,0,0,0,0,0,0,1,2,0
101928271,0,0,0,2,1,0,0,0,2
101928272,6,5,6,3,9,2,2,4,0
101928273,0,0,0,1,0,0,0,0,0
101928276,2,0,0,0,0,0,0,0,4
101928279,158,113,89,171,129,64,43,66,95
101928280,1,5,0,0,2,0,2,0,0
101928283,67,55,23,78,90,0,23,38,41
101928287,54,37,19,58,49,25,27,20,30
101928290,9,7,10,15,12,7,4,2,13
101928292,0,0,0,0,0,0,0,0,0
101928295,18,29,27,26,18,10,14,29,55
101928298,4,0,0,7,10,0,0,1,2
101928303,29,30,22,46,37,29,8,11,23
101928304,13,5,14,24,27,16,0,14,4
101928306,1,2,0,5,0,0,0,0,0
101928307,781,692,451,1000,679,119,304,361,569
101928314,150,139,48,64,119,12,42,49,81
101928318,0,0,0,0,0,0,0,0,0
101928322,88,88,99,176,80,43,51,56,99
101928323,77,52,28,86,85,26,42,50,73
101928324,57,42,26,78,40,31,21,24,24
101928327,67,55,26,63,44,59,21,22,26
101928333,30,34,28,48,40,3,22,24,22
101928334,8,8,2,8,8,2,8,0,7
101928335,126,141,94,152,98,30,68,72,109
101928336,2,2,1,8,7,3,1,1,3
101928340,3,0,0,0,1,2,1,0,1
101928344,11,11,13,18,4,8,5,6,4
101928345,36,27,46,29,28,14,20,6,11
101928353,3,0,2,1,3,0,2,0,0
101928358,21,13,13,49,14,4,9,16,24
101928363,8,3,3,12,7,6,7,1,0
101928364,0,0,0,0,0,0,0,0,0
101928370,35,27,8,50,45,17,14,14,39
101928371,10,5,4,6,6,9,5,3,5
101928372,3,2,3,4,1,4,3,1,3
101928376,111,54,22,91,48,80,39,31,107
101928377,196,155,139,286,141,101,80,97,148
101928378,104,85,37,128,61,107,36,26,77
101928381,2,4,0,8,0,3,2,0,0
101928386,85,83,59,142,96,18,46,53,118
101928388,0,2,2,0,0,1,2,2,3
101928398,0,1,0,0,2,0,0,0,0
101928401,0,11,0,1,1,1,3,0,0
101928402,6,11,4,11,7,3,4,10,11
101928403,27,20,15,32,45,7,10,16,31
101928404,10,23,9,18,26,1,8,18,6
101928406,14,8,1,4,22,4,2,3,4
101928414,77,26,15,82,29,10,16,4,11
101928416,70,48,37,105,50,48,28,27,56
101928417,142,118,25,73,129,37,27,41,52
101928418,0,3,0,1,0,0,2,0,0
101928419,28,24,3,28,26,2,4,5,9
101928420,0,2,1,4,1,0,0,2,0
101928422,1,0,3,1,3,4,0,0,5
101928429,98,98,44,137,129,82,43,48,52
101928433,492,381,195,586,347,123,186,251,317
101928435,11,25,11,55,36,15,6,10,16
101928436,47,29,32,63,24,19,14,20,44
101928437,4,11,0,6,7,0,0,0,12
101928438,100,107,50,93,134,40,65,76,73
101928440,1,0,0,1,0,0,0,2,1
101928441,48,45,57,27,38,8,14,42,79
101928442,2,3,2,4,0,0,0,0,0
101928443,10,0,6,5,1,2,6,6,0
101928445,47,39,33,55,45,66,18,15,41
101928446,145,109,41,100,148,25,29,40,72
101928448,1,0,8,6,2,0,0,3,0
101928449,21,18,17,20,20,2,11,20,10
101928453,261,161,68,149,123,46,50,69,115
101928455,6,4,6,7,24,1,5,3,7
101928460,13,6,6,17,5,7,2,9,11
101928461,198,164,61,197,212,234,45,79,93
101928465,70,50,7,64,54,58,24,24,41
101928468,0,0,0,0,0,0,0,0,0
101928469,69,58,30,86,100,25,28,46,56
101928470,20,35,13,52,25,8,16,24,23
101928471,36,41,9,43,45,2,20,21,39
101928476,1,0,0,1,0,0,0,0,0
101928483,2,5,0,5,0,2,0,2,0
101928484,0,0,2,0,0,0,2,0,0
101928489,56,65,34,71,46,30,22,34,68
101928491,157,95,34,124,64,59,31,51,68
101928492,3,10,1,17,7,0,3,3,6
101928495,0,0,0,0,0,0,0,0,0
101928496,2,0,1,4,4,3,0,0,0
101928505,45,25,26,54,31,6,16,18,48
101928509,11,10,9,101,21,14,24,5,10
101928513,2,0,3,3,0,7,1,5,2
101928514,18,40,7,109,17,14,9,7,13
101928516,0,0,0,0,0,0,0,0,0
101928517,1,0,0,2,0,0,0,0,3
101928519,16,10,10,22,20,5,7,1,13
101928523,19,18,11,11,13,2,6,0,9
101928525,0,0,1,2,0,0,0,1,1
101928526,0,0,0,1,1,1,0,1,0
101928530,6,0,7,9,5,2,2,2,1
101928535,4,2,0,0,2,2,0,2,0
101928536,2,2,0,0,4,0,0,1,0
101928537,28,25,29,33,15,8,24,11,23
101928539,46,8,7,22,14,8,6,8,10
101928540,3,3,7,3,0,0,3,4,2
101928545,90,80,40,123,142,34,55,61,85
101928548,6,0,5,5,2,0,2,0,3
101928550,15,6,3,11,15,2,2,10,13
101928551,28,25,11,14,20,1,9,9,20
101928555,111,102,48,89,77,45,27,54,65
101928559,0,2,0,0,0,0,0,1,0
101928565,1,6,1,4,2,0,1,0,0
101928566,0,0,0,0,0,0,0,0,0
101928567,0,0,0,0,2,1,0,0,0
101928569,0,8,0,8,2,2,0,0,1
101928571,7,4,2,7,7,9,4,7,4
101928578,147,138,65,182,124,27,95,79,128
101928580,0,0,1,0,1,4,0,2,1
101928583,9,15,4,73,29,11,13,25,19
101928587,0,0,0,0,0,0,0,0,0
101928589,0,0,0,0,0,0,0,0,0
101928590,897,661,285,863,966,85,349,391,704
101928592,153,145,72,218,133,70,50,57,88
101928596,32,31,19,37,11,11,4,10,23
101928597,3,4,1,7,3,1,1,1,5
101928600,6,0,2,2,3,2,0,3,0
101928601,47,61,25,80,86,10,34,51,62
101928602,0,1,2,1,0,0,0,0,0
101928603,4,5,1,5,3,3,5,6,2
101928604,30,30,14,46,24,22,12,15,13
101928605,1,11,0,11,4,2,4,4,1
101928607,15,5,10,13,14,12,4,4,6
101928611,1,0,0,1,0,0,0,0,0
101928616,15,5,5,11,7,3,4,1,3
101928618,0,0,0,0,0,0,0,1,0
101928621,124,50,30,112,19,159,24,28,43
101928622,68,12,21,24,41,8,29,39,44
101928626,1,2,2,3,0,0,0,1,1
101928627,2,4,1,0,7,4,2,0,4
101928630,20,23,16,25,35,3,20,11,13
101928632,2,2,0,5,0,2,0,0,0
101928635,40,45,37,58,61,34,29,38,71
101928638,5,5,1,13,3,6,0,0,12
101928639,0,0,0,0,0,0,0,0,0
101928646,64,39,35,34,53,2,16,32,34
101928649,35,32,12,40,14,23,19,17,10
101928650,6,2,2,4,0,4,1,2,6
101928651,48,26,17,82,46,16,13,39,31
101928656,5,0,1,27,4,0,2,5,6
101928661,0,2,0,0,0,2,0,2,0
101928663,8,6,1,8,6,2,2,5,3
101928668,12,8,4,15,7,0,3,2,3
101928673,128,118,47,146,114,49,59,85,94
101928674,0,1,0,0,1,4,2,0,1
101928675,0,0,1,0,0,0,0,0,0
101928682,8,13,1,3,4,5,3,1,3
101928684,5,3,2,3,4,4,0,2,6
101928687,6,2,4,17,12,9,1,0,2
101928689,11,17,13,40,38,2,3,9,36
101928694,9,10,10,12,16,2,2,7,7
101928696,57,51,23,57,46,13,29,28,29
101928697,0,0,0,0,0,0,0,0,0
101928698,0,0,0,0,0,0,0,0,0
101928700,92,70,21,68,66,14,5,35,28
101928701,37,26,8,20,16,4,12,9,32
101928708,18,9,10,19,18,0,0,7,4
101928710,2,3,0,4,4,0,0,2,2
101928718,22,28,4,19,16,4,4,4,23
101928720,3,5,2,6,4,0,0,1,5
101928722,0,0,2,4,1,2,2,1,1
101928726,0,2,0,0,0,0,0,1,0
101928727,176,133,57,116,149,21,55,46,70
101928728,30,31,21,51,16,22,16,21,42
101928730,0,0,0,0,0,0,0,0,0
101928731,241,179,42,224,150,77,66,110,122
101928733,15,17,17,8,7,25,11,8,9
101928734,12,17,2,21,25,6,1,5,6
101928736,90,114,106,169,115,35,61,83,110
101928737,64,47,36,53,32,37,21,12,33
101928738,17,13,2,19,11,10,4,2,7
101928739,1,7,0,15,5,0,4,8,7
101928741,28,28,14,28,17,25,18,11,24
101928744,2,8,0,4,5,0,3,3,0
101928747,120,96,48,123,117,0,58,55,84
101928748,2,0,0,0,2,0,1,0,0
101928751,10,23,4,20,10,12,2,8,12
101928764,8,14,4,31,27,8,17,14,9
101928766,12,4,5,18,2,11,0,6,4
101928767,26,33,7,49,55,12,10,11,30
101928769,5,1,2,4,8,1,0,1,0
101928770,0,0,0,0,0,0,0,0,0
101928773,1,0,4,4,0,0,0,2,0
101928775,0,0,0,0,0,0,0,0,0
101928776,0,3,0,5,2,0,0,2,2
101928778,15,12,14,15,11,0,5,9,3
101928781,15,11,9,18,19,11,9,10,12
101928782,0,0,0,2,0,0,0,1,1
101928784,192,147,59,153,142,32,58,69,96
101928786,405,225,142,323,239,350,91,146,159
101928790,288,238,108,295,160,76,73,122,123
101928791,7,3,3,2,3,0,0,2,1
101928793,0,2,0,0,0,4,0,0,0
101928794,75,57,16,84,48,26,38,56,29
101928795,1,0,0,2,1,1,0,0,0
101928796,2,0,2,0,0,7,1,2,2
101928797,32,26,11,47,11,8,22,4,1
101928804,0,0,0,0,0,0,0,0,0
101928808,8,6,8,15,14,0,1,3,2
101928809,23,20,6,8,20,5,7,4,14
101928812,33,34,21,44,24,24,15,17,34
101928823,4,3,2,7,3,0,6,0,11
101928834,12,6,5,15,10,4,4,6,7
101928837,7,0,0,7,4,0,2,0,2
101928840,44,60,26,155,25,32,1,28,64
101928841,136,73,45,99,48,106,39,29,119
101928844,1,0,0,0,1,0,0,0,0
101928846,62,57,30,79,61,33,21,30,52
101928847,50,34,15,51,52,8,9,25,30
101928850,0,1,1,0,4,0,0,0,0
101928851,0,0,0,0,4,0,1,0,1
101928855,124,49,38,97,63,102,26,40,38
101928857,2,0,2,4,3,0,0,2,2
101928858,5,0,5,7,12,4,3,1,7
101928861,45,34,14,41,31,8,22,20,15
101928865,24,22,17,34,29,9,20,9,12
101928868,9,3,0,1,1,3,0,0,0
101928869,125,51,24,99,53,62,26,27,36
101928870,68,53,21,77,47,37,33,35,67
101928879,0,0,0,0,2,0,0,0,0
101928880,0,4,2,7,8,2,1,0,4
101928882,2,2,0,2,4,0,1,0,2
101928885,138,127,53,111,108,40,42,28,124
101928886,0,1,2,6,4,2,3,0,7
101928887,99,74,59,99,111,50,32,61,89
101928891,35,22,12,35,23,10,6,9,26
101928893,1,1,2,1,4,0,0,0,1
101928894,0,0,0,0,0,0,0,0,0
101928896,12,9,16,25,11,5,15,10,7
101928909,131,69,41,133,74,89,45,25,76
101928911,0,2,0,1,2,0,0,1,0
101928913,5,10,2,106,28,0,1,1,14
101928917,0,3,0,7,1,0,1,0,2
101928922,11,14,4,12,7,3,10,9,13
101928924,0,0,0,0,0,0,0,0,0
101928927,2,7,6,15,8,3,4,0,11
101928931,3,3,1,25,4,6,2,10,8
101928932,2,2,0,1,4,6,2,0,1
101928936,8,11,2,15,1,1,5,9,2
101928937,261,97,61,105,124,26,47,69,64
101928940,2,2,2,1,3,5,0,0,1
101928942,25,16,8,12,41,0,8,11,8
101928943,93,68,42,107,77,52,59,51,56
101928944,106,69,35,109,106,13,26,53,42
101928948,127,102,51,143,95,49,29,47,59
101928961,1181,911,469,1249,1162,124,454,648,831
101928971,2,3,3,2,0,0,6,0,0
101928973,1,0,0,0,3,0,0,0,1
101928977,52,28,25,87,36,9,21,26,35
101928978,1,0,0,0,0,0,0,0,0
101928979,52,65,73,82,42,13,43,19,40
101928984,23,18,5,34,20,14,4,9,4
101928988,42,13,20,74,13,5,5,15,28
101928989,20,69,14,37,26,11,9,13,16
101928991,37,9,14,21,13,32,3,4,10
101928992,4,8,8,4,5,10,5,10,2
101928994,9,2,0,2,1,0,0,4,7
101928995,54,51,20,58,37,10,30,19,41
101928999,4,0,0,3,7,4,0,0,2
101929005,490,401,140,449,390,227,149,184,287
101929006,0,0,0,0,0,0,0,0,0
101929010,2,1,2,4,3,4,5,2,6
101929019,10,2,2,3,1,0,0,9,5
101929023,0,3,0,7,3,0,1,0,4
101929025,25,7,11,5,9,4,16,8,22
101929034,0,0,2,0,0,0,0,0,0
101929052,14,21,13,16,21,7,10,20,11
101929057,150,85,60,162,141,36,43,78,73
101929058,12,0,3,2,2,2,2,0,3
101929059,265,273,249,421,269,42,128,145,246
101929060,12,23,8,18,6,5,0,4,7
101929064,252,270,94,196,233,44,116,125,161
101929066,119,105,58,126,99,17,65,63,118
101929069,0,2,0,2,0,0,0,0,2
101929071,43,8,11,8,9,2,20,16,14
101929073,0,0,0,0,0,0,0,0,1
101929074,2,5,4,4,9,3,0,2,2
101929076,3,0,1,2,0,3,0,0,1
101929080,0,0,0,6,0,4,0,2,0
101929081,1,0,0,0,0,0,0,0,0
101929082,37,45,26,34,48,18,13,19,21
101929083,4,6,0,14,4,3,0,1,2
101929084,4,0,0,3,2,2,0,0,2
101929086,8,3,2,11,19,0,0,0,2
101929087,5,0,0,0,0,0,2,1,0
101929089,31,14,4,27,16,2,15,8,11
101929093,2,0,0,0,2,0,0,2,0
101929095,69,49,15,90,74,5,43,46,58
101929097,0,0,0,0,0,0,0,0,0
101929098,0,0,0,1,0,0,0,0,0
101929099,8,14,13,25,17,20,11,7,17
101929106,9,6,0,4,0,1,1,3,6
101929110,143,111,81,221,72,79,64,59,77
101929116,10,0,6,7,3,6,1,2,1
101929120,234,286,136,371,355,61,153,187,261
101929121,8,6,0,9,29,2,27,5,16
101929122,0,0,0,2,0,2,0,0,0
101929123,8,1,2,7,7,0,0,0,1
101929124,171,94,16,124,26,28,28,40,78
101929125,16,22,14,55,12,16,12,10,7
101929127,2,6,0,1,0,0,0,3,3
101929128,1,1,0,2,0,1,1,0,0
101929130,32,42,11,49,28,4,12,12,42
101929138,244,148,87,168,157,40,59,105,96
101929140,25,21,26,38,14,19,14,12,23
101929141,91,88,69,59,42,10,33,34,16
101929144,2,2,6,8,4,6,0,0,3
101929147,389,211,186,437,214,162,96,119,185
101929148,0,0,0,2,0,0,0,2,0
101929152,12,20,6,19,13,17,8,2,16
101929153,0,0,0,0,0,0,0,0,0
101929154,0,0,0,1,0,0,0,2,0
101929162,56,40,23,65,47,23,31,41,53
101929163,0,0,0,0,0,0,0,0,0
101929164,0,0,1,2,0,0,0,0,0
101929172,0,0,0,0,0,2,0,2,0
101929173,21,4,6,8,16,2,3,6,5
101929176,35,34,17,48,26,60,17,21,43
101929180,0,0,0,0,0,0,0,0,0
101929181,0,2,2,0,2,0,0,0,4
101929184,8,0,3,29,14,7,9,6,13
101929185,132,126,93,193,160,55,72,47,76
101929191,976,713,426,963,784,449,282,214,427
101929194,1,1,0,3,0,0,0,0,0
101929196,199,144,181,290,172,21,85,106,170
101929198,27,48,11,75,71,9,23,30,55
101929199,0,2,5,3,2,2,3,8,5
101929202,4,6,3,5,3,10,4,4,4
101929206,253,236,160,431,422,31,161,177,231
101929207,1,2,0,0,0,0,2,0,0
101929210,0,0,0,0,0,0,0,0,0
101929212,20,52,17,54,48,20,18,11,27
101929215,65,44,19,50,74,32,26,28,44
101929217,0,0,0,0,1,0,0,0,0
101929218,0,0,0,0,0,0,0,0,0
101929221,2,8,3,12,9,8,5,6,1
101929222,10,21,12,4,10,10,2,6,7
101929224,11,6,5,5,9,12,0,7,7
101929225,16,15,10,15,9,8,5,11,13
101929227,164,66,36,152,70,90,30,21,78
101929229,4,6,1,0,3,0,0,2,3
101929231,50,52,32,63,66,31,23,36,40
101929234,20,6,6,13,3,14,2,5,5
101929237,226,338,80,341,197,61,103,90,287
101929238,96,140,87,184,94,21,48,53,75
101929239,30,20,13,28,11,13,5,10,11
101929241,3,2,5,0,0,6,2,0,1
101929244,0,0,1,0,0,4,0,0,2
101929247,15,29,14,33,19,11,10,6,26
101929256,161,152,129,225,172,64,71,79,129
101929259,2,0,2,5,2,4,0,1,2
101929260,0,0,0,1,0,1,0,0,0
101929261,7,13,2,18,7,0,2,0,5
101929265,0,0,0,0,0,0,0,0,2
101929268,5,4,0,2,5,2,2,0,2
101929279,38,16,14,21,30,11,9,31,31
101929282,0,0,0,0,0,0,0,1,0
101929284,12,6,6,25,13,34,5,12,11
101929286,284,185,73,221,203,49,61,90,114
101929294,43,48,56,82,90,24,41,48,43
101929295,26,15,14,42,14,33,2,16,17
101929297,0,0,0,0,0,0,0,0,0
101929301,1,0,0,0,0,4,0,0,0
101929302,196,90,98,213,167,32,101,89,98
101929304,0,0,0,0,0,0,0,0,0
101929310,69,19,11,40,22,26,9,21,17
101929312,0,0,0,0,0,0,0,0,2
101929315,14,19,3,11,11,6,6,12,9
101929319,0,2,2,5,1,1,0,0,0
101929322,242,192,74,369,602,280,119,98,226
101929328,530,306,143,375,257,244,118,138,215
101929329,6,10,6,16,13,5,1,1,5
101929331,0,17,4,26,11,17,4,6,9
101929335,148,311,77,214,202,22,30,80,162
101929337,3,0,0,1,0,0,0,1,1
101929338,75,63,18,63,59,15,32,41,48
101929340,22,32,35,62,49,14,21,29,30
101929344,1,0,1,0,1,0,1,1,1
101929351,25,23,7,65,49,14,17,12,28
101929353,1,0,0,5,5,0,0,3,0
101929355,19,14,18,31,14,33,15,22,26
101929357,75,61,29,88,58,19,17,43,46
101929369,544,581,437,753,644,399,255,398,669
101929371,25,9,8,11,15,4,7,18,15
101929372,109,167,35,185,82,83,75,50,108
101929373,0,0,0,0,0,0,0,0,0
101929374,0,0,0,0,0,0,0,0,0
101929378,10,14,6,47,18,0,3,4,6
101929380,15,11,8,36,13,6,5,14,6
101929384,13,4,3,9,10,4,2,7,3
101929387,33,10,16,37,8,34,4,10,16
101929390,1,2,0,0,0,0,1,0,0
101929395,5,4,8,4,7,0,1,0,3
101929397,1,1,0,2,0,2,0,0,2
101929400,3,4,4,13,3,13,1,2,2
101929402,25,26,8,26,11,6,3,6,21
101929406,17,12,3,12,2,0,2,6,8
101929407,264,221,155,274,192,95,79,140,123
101929410,34,52,38,45,24,20,27,18,48
101929412,13,0,4,7,3,1,1,0,2
101929413,5,8,1,6,1,0,2,1,2
101929415,13,8,6,25,4,5,1,4,2
101929420,0,0,0,0,0,0,0,1,0
101929423,453,464,274,667,757,168,289,283,459
101929427,34,20,12,20,9,4,2,5,8
101929428,83,99,48,55,58,26,35,27,50
101929431,9,15,11,10,23,9,5,4,10
101929433,108,54,31,119,67,21,22,35,30
101929439,55,25,24,38,27,21,14,30,27
101929441,12,12,6,12,10,10,5,3,0
101929445,0,2,0,0,0,0,0,2,1
101929448,2,0,0,0,0,0,0,0,0
101929450,2,0,2,1,0,1,0,2,0
101929452,37,37,19,39,38,16,15,22,24
101929454,1,0,0,0,2,0,0,0,0
101929460,0,0,0,0,4,2,1,0,0
101929464,12,15,4,6,3,4,4,4,5
101929467,22,15,29,80,51,16,17,36,36
101929468,110,84,68,120,111,27,53,78,95
101929469,62,34,9,57,9,60,4,9,11
101929470,0,2,0,2,8,0,0,0,0
101929472,16,16,4,15,18,0,8,5,12
101929473,238,297,173,371,293,58,131,94,263
101929478,18,15,16,40,2,12,2,6,10
101929479,4,2,0,7,7,0,2,0,4
101929486,4,11,4,8,2,2,3,1,3
101929488,0,2,0,0,1,1,2,0,0
101929490,0,0,0,0,0,0,0,0,0
101929495,2,1,0,1,0,2,0,0,0
101929497,6,23,13,69,43,11,13,13,21
101929504,5,2,4,7,0,2,0,0,3
101929505,57,27,13,42,35,23,19,16,69
101929512,11,13,3,18,14,0,9,2,13
101929516,22,25,8,34,15,1,8,6,15
101929517,5,5,1,11,4,2,3,2,2
101929519,56,18,17,59,19,54,8,16,11
101929520,0,0,0,2,4,4,4,2,2
101929523,43,27,22,31,10,41,8,33,26
101929524,41,25,19,43,12,33,12,12,27
101929526,56,48,23,60,63,45,29,31,30
101929528,0,0,0,0,2,0,0,2,0
101929529,29,13,6,14,21,3,7,10,8
101929530,1,0,0,2,0,0,0,0,0
101929532,46,21,47,109,20,8,33,27,66
101929535,0,4,0,0,0,0,0,0,2
101929536,0,0,0,3,0,0,0,0,0
101929539,16,8,2,16,5,11,2,12,6
101929541,10,1,0,3,8,0,3,1,0
101929544,257,272,227,310,196,149,112,206,237
101929548,21,17,20,44,23,23,18,10,22
101929549,68,55,48,90,82,32,37,40,28
101929550,523,415,248,330,442,188,202,294,224
101929551,3,5,0,5,8,0,5,2,1
101929555,79,59,78,108,68,11,33,38,59
101929557,0,0,0,0,1,0,0,0,0
101929559,2,1,0,1,0,2,0,2,0
101929563,361,333,192,450,337,151,207,173,239
101929565,1,0,4,6,2,0,1,0,6
101929567,149,46,26,137,41,54,26,24,75
101929570,724,588,289,488,572,47,230,387,495
101929572,0,0,0,0,0,0,0,0,0
101929574,23,15,15,29,13,21,1,6,10
101929577,36,30,16,40,39,13,16,17,9
101929578,14,11,11,21,15,16,4,8,11
101929579,32,10,13,104,49,7,6,27,17
101929582,25,15,3,12,25,6,5,17,9
101929583,0,0,0,0,0,1,0,0,0
101929584,0,0,0,2,0,0,0,0,1
101929586,312,238,106,219,167,149,71,77,120
101929590,159,137,60,122,155,27,58,71,101
101929591,158,92,52,123,96,45,47,59,82
101929592,21,16,11,19,17,11,8,8,13
101929595,56,54,26,124,72,25,28,41,68
101929596,67,54,45,95,44,69,5,25,52
101929599,4,2,0,0,0,6,0,0,0
101929601,0,0,0,0,0,0,0,0,0
101929602,0,2,2,2,2,0,3,0,2
101929605,0,0,0,0,0,0,0,0,0
101929607,36,43,30,46,43,16,40,32,50
101929608,62,46,4,51,56,18,18,18,20
101929612,0,0,1,0,1,0,0,1,2
101929613,4,3,6,3,1,3,3,2,0
101929620,0,2,0,0,2,0,1,0,1
101929621,6,2,1,9,4,0,6,2,2
101929622,2,5,2,6,2,1,4,0,0
101929623,2,4,4,7,6,0,3,2,2
101929624,0,0,0,1,0,1,0,0,1
101929625,104,85,27,142,191,66,72,43,79
101929626,0,2,2,2,2,0,0,2,0
101929627,0,0,0,0,0,0,0,0,0
101929631,0,2,0,0,0,0,0,0,0
101929633,65,40,36,50,45,5,17,18,58
101929637,174,131,97,406,260,130,51,179,133
101929639,13,16,24,70,29,8,18,27,43
101929643,32,33,12,38,76,12,16,29,51
101929645,1,1,0,1,0,1,0,0,0
101929646,2,0,0,0,0,0,0,0,0
101929651,3,0,2,5,2,2,0,4,1
101929653,612,455,144,675,358,108,155,162,240
101929655,19,22,26,50,23,18,9,9,33
101929657,5,8,2,28,16,7,2,9,9
101929660,0,0,0,0,0,0,0,0,0
101929662,0,0,0,0,0,2,2,0,1
