signatureid,compound,concentration,time,cellline,similarity,pValue,sig_direction
LINCSCP_61985,BRD-K36513323,5uM,24h,VCAP,0.45155508,0.001275056428,Down
LINCSCP_5408,KUC103882,10uM,24h,A549,0.45152018,0.001276301612,Down
LINCSCP_40861,CID 75060880,10uM,24h,NEU,-0.45148873,0.001277424903,Down
LINCSCP_26749,vinorelbine,10uM,6h,HT29,0.45147473,0.001277925102,Down
LINCSCP_87746,Pelitinib,0.04uM,24h,HA1E,0.45146895,0.001278131565,Down
LINCSCP_73962,Acifran,10uM,24h,A375,-0.45145217,0.001278731314,Down
LINCSCP_40038,QS-11,10uM,6h,NCIH2073,-0.45143816,0.001279232308,Down
LINCSCP_212339,4354-76-1,20uM,6h,HA1E,0.45135588,0.001282178254,Down
LINCSCP_1397,MLS002473639,10uM,24h,A375,0.45135209,0.001282314086,Down
LINCSCP_2304,MLS-0091943.0001,10uM,6h,A375,-0.45128529,0.001284710496,Down
LINCSCP_2906,CCT 018159,10uM,6h,A375,0.45119343,0.00128801242,Down
LINCSCP_244112,Troglitazone,10uM,6h,MCF7,-0.45117988,0.001288500248,Down
LINCSCP_51654,Tivozanib,10uM,6h,SKBR3,-0.45117949,0.001288514123,Down
LINCSCP_113094,BRD-A24396574-001-01-5,1.11uM,24h,HME1,-0.45117935,0.001288519226,Down
LINCSCP_50060,"7-[4-(2-Hydroxyphenyl)-2-(trifluoromethyl)-1,3-dioxan-5-yl]hept-5-enoic acid",10uM,24h,PHH,-0.45113478,0.00129012486,Down
LINCSCP_136995,PI-103,0.37uM,24h,MCF7,-0.45113148,0.001290243638,Down
LINCSCP_25692,NSC23766,100uM,6h,HT29,-0.45110654,0.001291142968,Down
LINCSCP_3331,BRD-K19981693,5uM,24h,A375,0.4510926,0.001291645622,Down
LINCSCP_4118,TP7,10uM,6h,A375,0.45108669,0.001291858825,Down
LINCSCP_79273,IMD-0354,10uM,24h,A375,0.45106794,0.001292535592,Down
LINCSCP_11248,vincristine,10uM,24h,ASC,-0.45103728,0.00129364272,Down
LINCSCP_84774,SCHEMBL16980224,10uM,24h,ASC,0.4510194,0.001294288872,Down
LINCSCP_50299,D-64131,3uM,24h,PHH,0.45100626,0.001294763923,Down
LINCSCP_220391,1228746-78-8,10uM,6h,HEPG2,-0.45100103,0.001294952843,Down
LINCSCP_151283,PD-173074,0.12uM,24h,PC3,-0.45100063,0.001294967291,Down
LINCSCP_7601,Betamethasone,10uM,24h,A549,0.45098809,0.001295420961,Down
LINCSCP_33646,PD-98059,10uM,24h,MCF7,0.45098327,0.001295595291,Down
LINCSCP_33459,SB-222200,10uM,6h,MCF7,-0.45092319,0.001297770277,Down
LINCSCP_157236,Apilimod,3.33uM,24h,PC3,0.45090168,0.001298549867,Down
LINCSCP_42561,"L-161,982",10uM,24h,NPC,-0.45085239,0.001300337679,Down
LINCSCP_195680,BRD-K55943540,5uM,24h,A549,0.45084491,0.001300609112,Down
LINCSCP_38958,Lapatinib,0.5uM,24h,MDAMB231,0.45081701,0.001301622452,Down
LINCSCP_47103,CHEMBL2131985,10uM,24h,PC3,-0.45079939,0.001302262379,Down
LINCSCP_25922,"2-(2,5-Dimethoxyphenylcarbamoyl)phenyl acetate",10uM,24h,HT29,0.45077984,0.001302973162,Down
LINCSCP_16986,MLS001032825,10uM,6h,HA1E,-0.45077667,0.001303088422,Down
LINCSCP_5715,Prednisolone 21-hemisuccinate,10uM,24h,A549,0.45076936,0.001303354447,Down
LINCSCP_65192,BRD-K85413794,0.01uM,6h,VCAP,-0.45076228,0.001303611658,Down
LINCSCP_92498,CO-1686 (AVL-301),0.04uM,24h,HA1E,0.450741,0.001304385948,Down
LINCSCP_43861,"2-(2-Bromo-4-methyl-phenylamino)-pyrido[3,2-e][1,3]thiazin-4-one",10uM,6h,PC3,-0.45068393,0.00130646445,Down
LINCSCP_132042,SU 11274,10uM,24h,MCF7,0.45067452,0.001306807738,Down
LINCSCP_86931,N-[4-Chloro-3-(trifluoromethyl)phenyl]-2-ethoxybenzamide,0.37uM,24h,CD34,-0.45066328,0.001307217339,Down
LINCSCP_270664,GNF-PF-5186,10uM,24h,PC3,0.45065265,0.001307604903,Down
LINCSCP_168594,Camostat Mesilate,0.04uM,24h,YAPC,-0.45064842,0.001307759285,Down
LINCSCP_159514,Meclofenamic acid,1.11uM,24h,PC3,-0.45062897,0.001308469043,Down
LINCSCP_68028,Vorinostat,0.5uM,24h,PC3,-0.4506107,0.001309136101,Down
LINCSCP_55729,SKF 81297,10uM,6h,VCAP,0.45056126,0.001310942144,Down
LINCSCP_47778,Methiazole,10uM,24h,PC3,-0.45055969,0.001310999743,Down
LINCSCP_12658,"(1Ar,7as,10as,10br)-1a,5-Dimethyl-8-methylidene-2,3,6,7,7a,8,10a,10b-octahydrooxireno[9,10]cyclodeca[1,2-b]furan-9(1ah)-one",20uM,6h,CORL23,-0.45055218,0.001311274323,Down
LINCSCP_69048,GSK 1059615,0.37uM,24h,A375,-0.45054054,0.001311699724,Down
LINCSCP_5766,Linezolid,10uM,24h,A549,0.45052901,0.001312121787,Down
LINCSCP_56764,BDBM50127227,10uM,6h,VCAP,0.45051209,0.001312740987,Down
LINCSCP_145522,SCHEMBL1564574,1.11uM,24h,MDAMB231,-0.45048267,0.00131381819,Down
LINCSCP_116758,THZ-2-98-01,3.33uM,24h,HT29,0.45045297,0.001314906418,Down
LINCSCP_46185,CHEMBL41721,10uM,24h,PC3,-0.45044778,0.001315096751,Down
LINCSCP_5788,Perospirone,10uM,24h,A549,-0.45044288,0.001315276428,Down
LINCSCP_138471,Colchicine,0.37uM,24h,MCF7,0.45044215,0.001315303032,Down
LINCSCP_219777,MLS-0437151.0001,10uM,6h,HEPG2,-0.45044157,0.001315324428,Down
LINCSCP_7915,BRD-K83509924,10uM,24h,A549,-0.45041662,0.00131623956,Down
LINCSCP_305599,BRD-K60203832,5uM,24h,VCAP,-0.45038663,0.001317340193,Down
LINCSCP_128436,AZD4547,1.11uM,24h,HUVEC,-0.45035946,0.001318337951,Down
LINCSCP_6633,Ruxolitinib,10uM,6h,A549,-0.45035255,0.001318591908,Down
LINCSCP_25119,Triacsin C,10uM,6h,HT115,-0.45034517,0.001318863387,Down
LINCSCP_117415,Epigalocatechin Gallate,1.11uM,24h,HT29,-0.45029905,0.001320559226,Down
LINCSCP_82993,Tivantinib,10uM,24h,ASC.C,0.45029631,0.001320659956,Down
LINCSCP_272218,SMR000543856,10uM,6h,PC3,0.45028865,0.001320942144,Down
LINCSCP_42294,CHEMBL461194,10uM,24h,NPC,-0.45027185,0.001321560632,Down
LINCSCP_34911,BRD-K69075782,5uM,24h,MCF7,0.4502604,0.001321982304,Down
LINCSCP_12037,SB 239063,0.1uM,6h,BT20,-0.45025282,0.001322261364,Down
LINCSCP_280023,Oxetane,3uM,6h,PC3,-0.4502294,0.001323124373,Down
LINCSCP_126439,Fluspirilene,0.37uM,24h,HT29,0.45017469,0.00132514239,Down
LINCSCP_13857,RO 08-2750,10uM,6h,HA1E,0.45017275,0.001325214117,Down
LINCSCP_32116,2-Bromo-n-phenylbenzamide,10uM,24h,MCF7,-0.45015934,0.001325709247,Down
LINCSCP_39808,Sepantronium,0.5uM,6h,MDST8,-0.45015035,0.001326040958,Down
LINCSCP_2700,Ouabain,10uM,6h,A375,-0.45011814,0.001327231253,Down
LINCSCP_271344,Tyrphostin AG 126,10uM,6h,PC3,-0.45010825,0.001327596874,Down
LINCSCP_48086,AC1NX97Q,5uM,24h,PC3,-0.45008152,0.00132858522,Down
LINCSCP_61561,BRD-K15651660,5uM,24h,VCAP,0.45008,0.001328641398,Down
LINCSCP_76713,Apocynin,0.04uM,24h,A375,-0.45003884,0.001330165339,Down
LINCSCP_54595,CHEMBL1617726,80uM,6h,SW948,-0.45002879,0.00133053757,Down
LINCSCP_252726,BRD-K75693278,3uM,24h,MCF7,-0.45002633,0.001330628592,Down
LINCSCP_272136,Norethindrone,10uM,24h,PC3,-0.45002371,0.001330725426,Down
LINCSCP_52870,IN1152,10uM,24h,SKB,-0.45001872,0.001330910408,Down
LINCSCP_17243,SCHEMBL17497626,0.5uM,24h,HA1E,-0.4499926,0.001331878496,Down
LINCSCP_161094,Procainamide,0.12uM,24h,PC3,-0.44996815,0.001332785587,Down
LINCSCP_272069,Medrysone,10uM,24h,PC3,-0.4499542,0.001333303143,Down
LINCSCP_18451,Anisomycin,10uM,6h,HCC515,-0.44995148,0.001333404176,Down
LINCSCP_30396,Hydroxyfasudil,10uM,6h,MCF7,-0.44993453,0.001334033298,Down
LINCSCP_67375,"13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate",10uM,24h,MCF7,-0.44991628,0.001334711018,Down
LINCSCP_243377,Fludrocortisone,10uM,24h,MCF7,-0.44990464,0.001335143518,Down
LINCSCP_29809,Crizotinib,10uM,6h,MCF10A,-0.44990271,0.001335215336,Down
LINCSCP_11176,Tebuthiuron,10uM,24h,ASC,-0.44990166,0.001335254431,Down
LINCSCP_283572,BRD-K69406317-001-01-8,10uM,24h,SKB,-0.44989219,0.001335606439,Down
LINCSCP_50501,Omacetaxine Mepesuccinate,3uM,6h,PHH,-0.44987905,0.001336094802,Down
LINCSCP_252400,CHEMBL2143415,0.5uM,6h,MCF7,-0.44987485,0.001336251086,Down
LINCSCP_157513,Maribavir,1.11uM,24h,PC3,0.44982315,0.001338174603,Down
LINCSCP_86346,A-443654,10uM,3h,BT20,-0.44974483,0.001341093556,Down
LINCSCP_66425,"13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate",10uM,24h,A375,0.4497337,0.001341509011,Down
LINCSCP_12704,Penfluridol,30uM,6h,COV644,-0.44969707,0.001342876466,Down
LINCSCP_32276,HG-5-88-01,10uM,24h,MCF7,-0.44968138,0.00134346262,Down
LINCSCP_239517,CHEMDIV3_007230,10uM,24h,MCF7,-0.44966545,0.001344058173,Down
LINCSCP_172416,Scopolamine,0.04uM,24h,YAPC,-0.44966201,0.001344186648,Down
LINCSCP_67090,"Trichostatin A, Streptomyces Sp.",10uM,6h,HT29,0.44958624,0.001347021718,Down
LINCSCP_46654,PK04_098276,10uM,6h,PC3,-0.44956943,0.001347651613,Down
LINCSCP_47132,CHEMBL2140299,10uM,24h,PC3,-0.4495625,0.001347911098,Down
LINCSCP_217129,PD-173074,10uM,6h,HCC515,0.44955816,0.001348073829,Down
LINCSCP_49345,Panobinostat,1uM,6h,PC3,-0.44953405,0.001348977642,Down
LINCSCP_44057,Purmorphamine,10uM,24h,PC3,-0.44950323,0.001350133918,Down
LINCSCP_23505,AEG 3482,10uM,24h,HEPG2,-0.44949069,0.001350604774,Down
LINCSCP_59446,SCHEMBL10015911,10uM,24h,VCAP,0.44946527,0.001351559465,Down
LINCSCP_50500,Omacetaxine Mepesuccinate,10uM,6h,PHH,-0.44945671,0.001351881056,Down
LINCSCP_251279,SCHEMBL618594,10uM,24h,MCF7,-0.44940704,0.001353748559,Down
LINCSCP_43285,BRD-A70541707,10uM,6h,NPC,-0.44938753,0.001354482405,Down
LINCSCP_46016,CHEMBL1550983,10uM,6h,PC3,0.44938377,0.001354624121,Down
LINCSCP_89949,Indigo Red,10uM,24h,HA1E,-0.44932805,0.001356723065,Down
LINCSCP_193098,AM-580,10uM,24h,A549,-0.44930096,0.001357744258,Down
LINCSCP_37050,SA-427137,0.5uM,24h,MCF7,0.44928527,0.001358336338,Down
LINCSCP_163039,TWS 119,3.33uM,24h,SKBR3,-0.44928062,0.001358511919,Down
LINCSCP_34634,Itopride,10uM,6h,MCF7,-0.4492789,0.001358576586,Down
LINCSCP_132538,C19H19FN4O3,0.04uM,3h,MCF7,-0.44926957,0.001358928973,Down
LINCSCP_6433,BRD-K60460488-066-01-0,10uM,24h,A549,0.44923862,0.001360097604,Down
LINCSCP_25513,Fcodpguefhccia-Uhfffaoysa-N,10uM,24h,HT29,-0.4492385,0.00136010236,Down
LINCSCP_23180,BRD-K34639619-001-01-1,10uM,6h,HEPG2,-0.44923635,0.001360183524,Down
LINCSCP_18091,CHEMBL81330,10uM,6h,HCC515,0.44919372,0.001361794613,Down
LINCSCP_250335,Tacedinaline,0.1uM,6h,MCF7,-0.44918777,0.001362019895,Down
LINCSCP_17920,Saquinavir,10uM,24h,HCC515,0.44918131,0.001362264083,Down
LINCSCP_25562,SB-216763,10uM,24h,HT29,0.44916861,0.001362744559,Down
LINCSCP_81860,Dasatinib,3.33uM,24h,A549,-0.44914106,0.001363787672,Down
LINCSCP_50438,Mitoxantrone,10uM,6h,PHH,-0.4491407,0.001363801315,Down
LINCSCP_2038,BRD-K56596360,10uM,6h,A375,-0.44911129,0.001364915406,Down
LINCSCP_42441,Retinyl Acetate,10uM,24h,NPC,-0.44907623,0.001366244735,Down
LINCSCP_50300,Ichthynone,3uM,24h,PHH,-0.44906552,0.001366651087,Down
LINCSCP_18845,SCHEMBL12187882,10uM,24h,HCC515,-0.44904534,0.001367416928,Down
LINCSCP_10734,BRD-K32485462,10uM,24h,ASC,-0.44903233,0.001367910651,Down
LINCSCP_53658,LDN 193189,10uM,6h,SNU1040,-0.4490151,0.001368565093,Down
LINCSCP_30956,ZINC00704339,10uM,24h,MCF7,-0.44901046,0.001368741382,Down
LINCSCP_162787,Neratinib,0.04uM,24h,SKBR3,-0.44900701,0.001368872318,Down
LINCSCP_115103,Crizotinib,0.04uM,3h,HS578T,-0.44894998,0.001371040665,Down
LINCSCP_137713,AMG-517,3.33uM,24h,MCF7,-0.44893697,0.001371535892,Down
LINCSCP_67758,"Trichostatin A, Streptomyces Sp.",10uM,24h,NPC,-0.44893389,0.001371653201,Down
LINCSCP_21189,Cytochalasin B,10uM,6h,HCT116,0.44892526,0.001371981762,Down
LINCSCP_262809,Tiotidine,10uM,24h,NPC,-0.44889431,0.001373160577,Down
LINCSCP_144546,Piperidolate,3.33uM,24h,MCF7,0.44883451,0.001375440633,Down
LINCSCP_170057,Dicloxacillin,0.04uM,24h,YAPC,-0.44882506,0.001375801103,Down
LINCSCP_69594,ZSTK 474,0.12uM,24h,A375,-0.44881547,0.001376167016,Down
LINCSCP_136426,CEP-32496,0.37uM,24h,MCF7,-0.44880307,0.001376640496,Down
LINCSCP_3464,BRD-K74152472,5uM,24h,A375,0.44876942,0.001377926163,Down
LINCSCP_52534,"AKT Inhibitor V, Triciribine",10uM,24h,SKB,0.44874372,0.001378908602,Down
LINCSCP_45670,SMR000208762,10uM,24h,PC3,-0.44872713,0.001379543347,Down
LINCSCP_13912,WHI-P154,10uM,6h,HA1E,-0.44869152,0.001380906184,Down
LINCSCP_136719,Genistein,1.11uM,24h,MCF7,-0.44867766,0.001381437105,Down
LINCSCP_39851,Narciclasine,10uM,6h,NCIH1694,-0.44867028,0.001381719828,Down
LINCSCP_23035,Quinelorane,10uM,6h,HEPG2,-0.44863612,0.001383029144,Down
LINCSCP_3579,BRD-K47512679,10uM,24h,A375,-0.4486308,0.001383233064,Down
LINCSCP_51337,CHEMBL552425,10uM,24h,SKBR3,-0.44860905,0.00138406748,Down
LINCSCP_87836,Erlotinib,10uM,24h,HA1E,0.44860521,0.001384214858,Down
LINCSCP_48534,CHEMBL2354516,10uM,24h,PC3,-0.44855441,0.001386165433,Down
LINCSCP_86847,AT 7867,0.37uM,24h,CD34,0.44854174,0.001386652336,Down
LINCSCP_38490,BG-51,0.04uM,24h,MCF7,-0.4485294,0.0013871266,Down
LINCSCP_67085,Vorinostat,10uM,6h,HT29,0.4485222,0.001387403606,Down
LINCSCP_53423,CT-200783,10uM,6h,SKMEL28,-0.44851905,0.001387524793,Down
LINCSCP_82413,GSK-J2,0.04uM,24h,A549,-0.44848297,0.00138891269,Down
LINCSCP_17500,Alisertib,0.04uM,24h,HA1E,-0.44845398,0.001390029088,Down
LINCSCP_102904,Iniparib,3.33uM,24h,HELA,-0.44845272,0.001390077446,Down
LINCSCP_67816,Vorinostat,10uM,6h,NPC,-0.44844688,0.001390302491,Down
LINCSCP_129355,WHI-P97,1.11uM,24h,HUVEC,-0.44844189,0.001390494688,Down
LINCSCP_272080,Raloxifene,10uM,24h,PC3,0.44842546,0.001391127959,Down
LINCSCP_26799,SPECTRUM2_001084,10uM,6h,HT29,-0.44840366,0.00139196847,Down
LINCSCP_4136,Triamcinolone Diacetate,10uM,24h,A549,0.44838249,0.001392784917,Down
LINCSCP_61400,BRD-K01727336,5uM,24h,VCAP,0.44835062,0.00139401511,Down
LINCSCP_145971,LRRK2-IN-1,1.11uM,3h,MDAMB231,-0.44833781,0.00139450995,Down
LINCSCP_18482,Bicalutamide,10uM,24h,HCC515,0.44832444,0.001395026734,Down
LINCSCP_91510,Chenodeoxycholic Acid,10uM,24h,HA1E,-0.44825026,0.001397895647,Down
LINCSCP_40237,IMD-0354,10uM,6h,NCIH508,0.44823979,0.001398300782,Down
LINCSCP_141879,Palovarotene,0.12uM,24h,MCF7,-0.44823024,0.001398670768,Down
LINCSCP_46245,ST056792,10uM,24h,PC3,-0.44820497,0.001399649723,Down
LINCSCP_482,MK-212,10uM,6h,A375,-0.44820171,0.001399776178,Down
LINCSCP_204120,131780-47-7,10uM,24h,ASC,-0.44820027,0.001399832104,Down
LINCSCP_12163,COT Inhibitor-2,1uM,24h,BT20,-0.448172,0.001400928114,Down
LINCSCP_26967,CHEMBL323994,10uM,6h,HT29,0.44812008,0.001402943312,Down
LINCSCP_294812,SCHEMBL6463646,10uM,24h,VCAP,-0.44807669,0.001404629377,Down
LINCSCP_57973,VU0165202-4,10uM,24h,VCAP,-0.4480728,0.001404780465,Down
LINCSCP_53178,BX-795,10uM,6h,SKM1,-0.4480648,0.001405091417,Down
LINCSCP_87,AC1NWALC,10uM,6h,A375,-0.44804131,0.001406005357,Down
LINCSCP_62265,BRD-K24077273,5uM,24h,VCAP,0.44803502,0.001406250012,Down
LINCSCP_242,Liquiritigenin Dimethyl Ether,10uM,24h,A375,0.44802644,0.001406584125,Down
LINCSCP_190104,Mevastatin,10uM,24h,A549,-0.44802434,0.001406665893,Down
LINCSCP_241836,Flavoxate,10uM,6h,MCF7,-0.44801823,0.001406903685,Down
LINCSCP_188802,MLS002264438,10uM,24h,A549,0.44794223,0.001409865429,Down
LINCSCP_2466,VX-745,10uM,6h,A375,-0.44789804,0.001411590078,Down
LINCSCP_102905,Iniparib,1.11uM,24h,HELA,-0.44789406,0.00141174555,Down
LINCSCP_106905,Palomid 529 (P529),10uM,24h,HELA,-0.44788986,0.001411909641,Down
LINCSCP_221153,Tiotidine,10uM,6h,HEPG2,-0.44788526,0.001412089348,Down
LINCSCP_49498,Genistein,10uM,24h,PC3,-0.44787788,0.001412377674,Down
LINCSCP_21002,Broad-Sai-296,1.11uM,24h,HCC515,-0.44785369,0.001413322808,Down
LINCSCP_6008,MLS000583951,10uM,6h,A549,-0.44783958,0.001413874605,Down
LINCSCP_50323,ST004815,5uM,24h,PHH,0.44783184,0.001414177435,Down
LINCSCP_130587,Foretinib,0.12uM,24h,MCF10A,-0.44783126,0.001414199877,Down
LINCSCP_145293,SCHEMBL3958507,3.33uM,24h,MDAMB231,-0.44780635,0.001415174727,Down
LINCSCP_8705,BRD-K05001416,5uM,24h,A549,0.44779736,0.001415526444,Down
LINCSCP_159241,BRD-A98888159,0.04uM,24h,PC3,0.44775923,0.001417019748,Down
LINCSCP_52929,AC1O7M2R,10uM,24h,SKB,-0.44769132,0.001419683091,Down
LINCSCP_116991,Dacomitinib,1.11uM,24h,HT29,-0.44768804,0.001419811816,Down
LINCSCP_19351,HSCI1_000314,80uM,24h,HCC515,0.44768671,0.001419864125,Down
LINCSCP_36382,RO-281675,0.1uM,6h,MCF7,-0.44766304,0.001420793493,Down
LINCSCP_42436,ALD1-H_001117,10uM,24h,NPC,-0.44766054,0.001420891678,Down
LINCSCP_38183,SA-1460008,0.5uM,24h,MCF7,0.44765554,0.001421087961,Down
LINCSCP_84471,ABT737,3.33uM,24h,ASC,-0.44764925,0.001421335044,Down
LINCSCP_65360,BRD-K89161054,10uM,24h,VCAP,-0.44762801,0.001422169938,Down
LINCSCP_128203,GSK 1059615,0.37uM,24h,HUES3,-0.44761476,0.00142269069,Down
LINCSCP_67001,Vorinostat,10uM,6h,HEPG2,-0.44754783,0.001425324967,Down
LINCSCP_45776,CHEMBL1705313,10uM,6h,PC3,0.44753996,0.001425635042,Down
LINCSCP_67561,Wortmannin,10uM,6h,MCF7,-0.44753427,0.001425858952,Down
LINCSCP_84567,Mocetinostat,3.33uM,24h,ASC,-0.44749791,0.00142729239,Down
LINCSCP_168257,BRD-A31180007,0.12uM,24h,YAPC,-0.44746934,0.001428419406,Down
LINCSCP_133268,TPCA-1,1.11uM,24h,MCF7,-0.44740166,0.001431092724,Down
LINCSCP_447,Cimaterol,10uM,6h,A375,-0.44733217,0.001433841974,Down
LINCSCP_98648,Imatinib,10uM,24h,HA1E,-0.44732762,0.001434022204,Down
LINCSCP_130163,PD-0325901,0.04uM,3h,LNCAP,0.4473226,0.001434220885,Down
LINCSCP_21280,Clonidine,10uM,6h,HCT116,0.44727045,0.001436287808,Down
LINCSCP_220463,NSC 663284,10uM,6h,HEPG2,-0.44726305,0.001436581412,Down
LINCSCP_262356,SB-202190,10uM,24h,NPC,-0.44723141,0.001437836652,Down
LINCSCP_42812,Sirolimus,10uM,24h,NPC,-0.44722688,0.001438016605,Down
LINCSCP_33959,ST014366,10uM,6h,MCF7,-0.44722608,0.001438048473,Down
LINCSCP_42348,AC1MFZU7,10uM,24h,NPC,-0.44720898,0.001438727393,Down
LINCSCP_14863,Sappanone A Trimethyl Ether,10uM,6h,HA1E,0.44718293,0.001439762458,Down
LINCSCP_45567,AC1MCK56,10uM,6h,PC3,-0.4471741,0.001440113513,Down
LINCSCP_104300,Adapalene,0.37uM,24h,HELA,-0.44717366,0.001440131112,Down
LINCSCP_129583,Doramapimod,10uM,24h,JURKAT,0.44716949,0.001440296644,Down
LINCSCP_224834,MLS003429133,10uM,6h,HT29,0.4471635,0.001440535046,Down
LINCSCP_49410,Avicin-D,10uM,6h,PC3,-0.44716248,0.001440575492,Down
LINCSCP_10544,4-Iodo-6-phenylpyrimidine,40uM,6h,AGS,-0.44716171,0.001440605993,Down
LINCSCP_114065,GSK-1070916,10uM,24h,HME1,0.4471546,0.001440888619,Down
LINCSCP_62590,BRD-K85200143,5uM,6h,VCAP,-0.44714055,0.001441447791,Down
LINCSCP_48085,AC1NX97Q,20uM,24h,PC3,-0.4471324,0.001441771889,Down
LINCSCP_143320,Etravirine (TMC125),0.04uM,24h,MCF7,0.44712766,0.001441960369,Down
LINCSCP_132134,YM 201636,1.11uM,24h,MCF7,0.44711491,0.001442467989,Down
LINCSCP_69333,Sorafenib,3.33uM,24h,A375,-0.4471019,0.001442986067,Down
LINCSCP_11879,LRRK2-IN-1,0.1uM,6h,BT20,-0.44708798,0.001443540457,Down
LINCSCP_261390,AB00540134,10uM,24h,NPC,-0.44703182,0.001445779142,Down
LINCSCP_59299,SMR000173514,10uM,24h,VCAP,-0.44701928,0.001446279574,Down
LINCSCP_42894,Iobenguane,10uM,24h,NPC,-0.44701839,0.001446315276,Down
LINCSCP_78945,Simeprevir,1.11uM,24h,A375,-0.44696038,0.001448631515,Down
LINCSCP_65002,BRD-K03391109,10uM,6h,VCAP,-0.44695613,0.001448801501,Down
LINCSCP_2085,Sirolimus,10uM,6h,A375,-0.4469392,0.001449478135,Down
LINCSCP_255667,Melatonin,0.1uM,6h,MCF7,0.44693875,0.001449496118,Down
LINCSCP_50683,MLS000038106,10uM,6h,PL21,-0.44693544,0.001449628667,Down
LINCSCP_44802,Indirubin-3'monoxime,10uM,6h,PC3,-0.4469249,0.001450050036,Down
LINCSCP_2898,Ilomastat,10uM,6h,A375,-0.44692044,0.001450228259,Down
LINCSCP_139736,Selamectin,1.11uM,24h,MCF7,-0.44689703,0.001451165225,Down
LINCSCP_37892,CHEMBL1434137,3uM,24h,MCF7,-0.44682877,0.001453899453,Down
LINCSCP_16026,"Triazolothiadiazine, 8",10uM,6h,HA1E,0.4468248,0.001454058573,Down
LINCSCP_20488,MLS006011051,10uM,6h,HCC515,-0.44680561,0.001454828057,Down
LINCSCP_234290,STK178014,50uM,6h,JHUEM2,-0.44677145,0.001456199144,Down
LINCSCP_261579,ST019386,10uM,24h,NPC,-0.44673389,0.001457707716,Down
LINCSCP_38193,BRD-K48945537,3uM,24h,MCF7,-0.44673319,0.001457735717,Down
LINCSCP_49417,L-Sulforaphane,10uM,6h,PC3,0.44672774,0.001457955029,Down
LINCSCP_34910,BRD-K69040870-001-01-4,5uM,24h,MCF7,-0.44668332,0.001459741104,Down
LINCSCP_39909,Sirolimus,10uM,6h,NCIH1836,0.4466408,0.001461452679,Down
LINCSCP_11283,SU 1498,10uM,24h,ASC,-0.44663621,0.001461637534,Down
LINCSCP_100221,SCHEMBL17378613,0.04uM,24h,HCC515,0.44656373,0.001464559884,Down
LINCSCP_151871,CGP 60474,1.11uM,24h,PC3,-0.44648845,0.001467600561,Down
LINCSCP_3021,CHEMBL1982510,10uM,6h,A375,-0.44640597,0.001470938378,Down
LINCSCP_94276,AC1NWAOX,0.04uM,24h,HA1E,0.44640513,0.001470972219,Down
LINCSCP_241838,Danazol,10uM,6h,MCF7,-0.44639971,0.001471192018,Down
LINCSCP_7592,Methyl beta-carboline-3 carboxylate,10uM,24h,A549,0.44636463,0.00147261374,Down
LINCSCP_40313,PJ34,10uM,6h,NCIH596,-0.44632297,0.001474303881,Down
LINCSCP_13560,STK219801,20uM,6h,H1299,-0.44629092,0.001475605438,Down
LINCSCP_53507,PF750,80uM,6h,SKMEL28,-0.44626716,0.001476570846,Down
LINCSCP_28416,COL-3,10uM,24h,HT29,0.44625724,0.001476974217,Down
LINCSCP_45408,"Triazine Scaffold, 39",10uM,6h,PC3,-0.44620203,0.001479220481,Down
LINCSCP_6753,Altrenogest,10uM,24h,A549,0.44619781,0.00147939226,Down
LINCSCP_49516,Broad-Sai-424,3.33uM,24h,PC3,-0.4461628,0.001480818124,Down
LINCSCP_28145,BRD-K19888970,5uM,24h,HT29,-0.44615188,0.00148126343,Down
LINCSCP_42864,Palmitoyl Dopamine,10uM,24h,NPC,-0.44612492,0.001482362816,Down
LINCSCP_164450,WZ 4002,0.12uM,24h,SKL.C,-0.44611042,0.001482954048,Down
LINCSCP_28653,Alisertib,0.04uM,24h,HT29,0.44610978,0.001482980486,Down
LINCSCP_39607,C28H30CIN5O4S,10uM,6h,MDAMB231,-0.44610369,0.0014832290200000001,Down
LINCSCP_10585,Alimta,90uM,6h,AGS,-0.44600143,0.001487407522,Down
LINCSCP_39165,GSK-3 Inhibitor II,1uM,6h,MDAMB231,-0.44597759,0.001488382943,Down
LINCSCP_43924,Vorinostat,1uM,24h,PC3,-0.44591579,0.001490914707,Down
LINCSCP_65022,BRD-K34462187,10uM,6h,VCAP,-0.44590965,0.001491166486,Down
LINCSCP_135661,Tamatinib,0.04uM,24h,MCF7,0.44590557,0.001491334089,Down
LINCSCP_3327,BRD-K87182158,5uM,24h,A375,-0.4458337,0.001494283722,Down
LINCSCP_23990,Estriol,3.33uM,24h,HEPG2,-0.44581282,0.001495141974,Down
LINCSCP_3067,DL-Norepinephrine,10uM,6h,A375,-0.44580168,0.00149559969,Down
LINCSCP_292631,MLS003529999,10uM,6h,VCAP,-0.44579302,0.001495955727,Down
LINCSCP_48668,BRD-K51916742,10uM,6h,PC3,-0.44577307,0.001496776513,Down
LINCSCP_203921,NU-7026,10uM,24h,ASC,-0.44574897,0.001497768144,Down
