signatureid,compound,concentration,time,cellline,similarity,pValue,sig_direction
LINCSCP_151815,Veliparib,1.11uM,24h,PC3,-0.61594653,3.160344498e-6,Up
LINCSCP_119660,cucurbitacin-i,10uM,24h,HT29,0.61579461,3.183044655e-6,Up
LINCSCP_60559,MLS003129366,5uM,24h,VCAP,0.6155915,3.213630496e-6,Up
LINCSCP_86586,CHEMBL3182395,1.11uM,24h,CD34,0.6154627,3.233166049e-6,Up
LINCSCP_24511,A-443654,0.5uM,6h,HS578T,-0.61534999,3.250350987e-6,Up
LINCSCP_86378,Radicicol,1.11uM,3h,BT20,0.61512507,3.28489954e-6,Up
LINCSCP_242942,BRD-K38144109,10uM,24h,MCF7,0.61504941,3.296598811e-6,Up
LINCSCP_218460,Manumycin-A,10uM,6h,HCT116,0.6145296,3.378016456e-6,Up
LINCSCP_36038,"13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate",0.5uM,6h,MCF7,0.61442269,3.39499013e-6,Up
LINCSCP_24523,SCHEMBL1564574,10uM,6h,HS578T,-0.61437893,3.401961006e-6,Up
LINCSCP_3427,BRD-K53808186,5uM,24h,A375,-0.61388217,3.482028839e-6,Up
LINCSCP_68356,Vorinostat,10uM,24h,VCAP,0.61388144,3.482147689e-6,Up
LINCSCP_58614,AC1O9EM7,10uM,24h,VCAP,0.61383859,3.489135405e-6,Up
LINCSCP_1688,SMR000208762,10uM,6h,A375,0.61383243,3.490141016e-6,Up
LINCSCP_102778,Argatroban,3.33uM,24h,HELA,0.61380684,3.494321749e-6,Up
LINCSCP_57105,AKT Inhibitor IV,10uM,6h,VCAP,0.61379107,3.496899182e-6,Up
LINCSCP_103514,Elvitegravir,1.11uM,24h,HELA,0.61377751,3.499119072e-6,Up
LINCSCP_20788,"13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate",10uM,24h,HCC515,0.61349423,3.545765243e-6,Up
LINCSCP_58560,Belinostat,10uM,24h,VCAP,0.61348819,3.546767052e-6,Up
LINCSCP_20395,Apigenin,10uM,6h,HCC515,-0.6132889,3.579936629e-6,Up
LINCSCP_52422,BI 78D3,10uM,24h,SKB,0.61318416,3.597484417e-6,Up
LINCSCP_145561,ZSTK 474,0.04uM,24h,MDAMB231,-0.61302194,3.624820566e-6,Up
LINCSCP_24564,AZD-1152-HQPA,10uM,6h,HS578T,-0.61296906,3.633771966e-6,Up
LINCSCP_146609,761437-28-9,10uM,24h,NEU,0.61224715,3.758053189e-6,Up
LINCSCP_136760,Perampanel,3.33uM,24h,MCF7,0.61221284,3.764056951e-6,Up
LINCSCP_66146,BRD-K72539944,0.5uM,24h,VCAP,0.61216561,3.772336362e-6,Up
LINCSCP_70695,ITK Inhibitor,0.37uM,24h,A375,0.61213849,3.7770969e-6,Up
LINCSCP_9284,Cucurbitacin-I,1uM,6h,A549,-0.61205592,3.791628013e-6,Up
LINCSCP_12974,NSC95397,10uM,6h,EFO27,0.61204856,3.79292492e-6,Up
LINCSCP_116828,QL47,0.04uM,24h,HT29,0.61204836,3.792961252e-6,Up
LINCSCP_151974,JW 55,0.37uM,24h,PC3,-0.6119535,3.809724931e-6,Up
LINCSCP_66723,"13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate",10uM,24h,ASC,0.61191922,3.815798905e-6,Up
LINCSCP_24583,SCHEMBL15556278,10uM,6h,HS578T,-0.61149427,3.891851092e-6,Up
LINCSCP_29394,DC-45-A2,10uM,6h,LOVO,0.61136709,3.91488266e-6,Up
LINCSCP_136797,179324-69-7,20uM,24h,MCF7,0.61135053,3.917891462e-6,Up
LINCSCP_104728,XL888,0.04uM,24h,HELA,0.6112996,3.927157367e-6,Up
LINCSCP_152,Wortmannin,10uM,6h,A375,-0.61125528,3.935236549e-6,Up
LINCSCP_68879,"13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate",1uM,6h,VCAP,0.61125174,3.935882895e-6,Up
LINCSCP_37554,BRD-K31830150,3uM,6h,MCF7,0.61122588,3.940603783e-6,Up
LINCSCP_145767,BRD-A24396574-001-01-5,1.11uM,3h,MDAMB231,0.61116785,3.95122031e-6,Up
LINCSCP_68363,"13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate",10uM,6h,VCAP,0.61084204,4.011314182e-6,Up
LINCSCP_122814,L-Sulforaphane,1.11uM,24h,HT29,0.61073956,4.030389876e-6,Up
LINCSCP_145857,Radicicol,1.11uM,3h,MDAMB231,0.6105123,4.072992848e-6,Up
LINCSCP_19608,179324-69-7,0.01uM,6h,HCC515,0.61049569,4.07612323e-6,Up
LINCSCP_257526,Rosiglitazone,80uM,6h,NCIH596,0.61035695,4.102354094e-6,Up
LINCSCP_74487,Alaproclate,0.04uM,24h,A375,-0.61025201,4.122299618e-6,Up
LINCSCP_86294,Withaferin A,1.11uM,3h,BT20,0.61024495,4.123645317e-6,Up
LINCSCP_136711,179324-69-7,20uM,24h,MCF7,0.6102245,4.127543631e-6,Up
LINCSCP_111484,YM 201636,0.37uM,24h,HEPG2,0.61007194,4.156732514e-6,Up
LINCSCP_40161,IN1541,10uM,6h,NCIH508,0.60967974,4.232654767e-6,Up
LINCSCP_86287,BRD-A24396574-001-01-5,3.33uM,3h,BT20,0.60950478,4.266936504e-6,Up
LINCSCP_68939,"13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate",0.1uM,6h,VCAP,0.60935219,4.29704311e-6,Up
LINCSCP_60913,BRD-K69589246,5uM,24h,VCAP,-0.60933121,4.301199418e-6,Up
LINCSCP_252787,BRD-K95545045,0.5uM,24h,MCF7,-0.60932636,4.30216015e-6,Up
LINCSCP_78833,Elesclomol,0.37uM,24h,A375,0.60931489,4.304432872e-6,Up
LINCSCP_115395,"13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate",0.37uM,3h,HS578T,0.60929274,4.308827413e-6,Up
LINCSCP_1836,Brucine,10uM,6h,A375,-0.60927507,4.312334428e-6,Up
LINCSCP_36326,SCHEMBL16226502,0.01uM,6h,MCF7,0.60906847,4.35354746e-6,Up
LINCSCP_68396,Withaferin A,10uM,6h,VCAP,0.60897912,4.371484763e-6,Up
LINCSCP_231756,BRD-K38620156,5uM,24h,HT29,0.60897131,4.373054959e-6,Up
LINCSCP_235448,CHEMBL214378,0.1uM,6h,MCF10A,0.60888772,4.389902412e-6,Up
LINCSCP_104237,BRD-A82197375,10uM,24h,HELA,-0.60880774,4.406078274e-6,Up
LINCSCP_163093,Ruxolitinib,3.33uM,24h,SKBR3,0.60878229,4.411238436e-6,Up
LINCSCP_62924,CHEMBL2140651,5uM,24h,VCAP,0.60852837,4.463016234e-6,Up
LINCSCP_25835,179324-69-7,0.01uM,6h,HT29,0.60844218,4.480719974e-6,Up
LINCSCP_27589,BRD-K75353513,5uM,24h,HT29,0.60826876,4.516536664e-6,Up
LINCSCP_13605,16Beta-bromoandrosterone,10uM,6h,H1299,-0.60812789,4.545826311e-6,Up
LINCSCP_58003,SMR000206948,10uM,6h,VCAP,0.60792501,4.588316831e-6,Up
LINCSCP_56101,Puromycin Hydrochloride,10uM,6h,VCAP,0.607892,4.595266054e-6,Up
LINCSCP_200896,CHEMBL3400875,10uM,24h,A549,-0.60785813,4.60240472e-6,Up
LINCSCP_145771,Withaferin A,10uM,3h,MDAMB231,0.60749354,4.679909109e-6,Up
LINCSCP_57634,TL_HRAS27,10uM,6h,VCAP,0.60748325,4.682114615e-6,Up
LINCSCP_53339,Cerulenin,40uM,6h,SKMEL1,0.60726049,4.730082388e-6,Up
LINCSCP_53556,Arachidonyl Trifluoromethylketone,80uM,6h,SNGM,0.6072447,4.733498745e-6,Up
LINCSCP_251216,MG-132,1uM,6h,MCF7,0.60716066,4.751726622e-6,Up
LINCSCP_29710,PLX-4720,1uM,6h,MCF10A,0.60644803,4.908913169e-6,Up
LINCSCP_112399,Dasatinib,0.12uM,24h,HEPG2,0.60634397,4.932262651e-6,Up
LINCSCP_48908,BRD-K05225561,10uM,24h,PC3,0.60627845,4.947019657e-6,Up
LINCSCP_62123,MLS003649996,5uM,24h,VCAP,0.60562868,5.095578879e-6,Up
LINCSCP_24531,Dasatinib,1uM,6h,HS578T,0.60559601,5.103155921e-6,Up
LINCSCP_10173,CHEMBL2333346,10uM,24h,A549,-0.60551696,5.121532494e-6,Up
LINCSCP_149974,AGK 2,10uM,24h,NPC.TAK,0.60538617,5.152074621e-6,Up
LINCSCP_9012,BRD-K25990552,10uM,24h,A549,-0.60521319,5.192725635e-6,Up
LINCSCP_70007,AT 7867,10uM,24h,A375,0.60506575,5.227607618e-6,Up
LINCSCP_271168,59826-53-8,10uM,24h,PC3,0.60503553,5.234783933e-6,Up
LINCSCP_58401,AC1O9BJ3,10uM,24h,VCAP,0.60494351,5.256692901e-6,Up
LINCSCP_28892,"2-(3,4-Dichlorophenyl)-2,3-dihydro-1,3-benzoxazole",3uM,6h,HUH7,0.60488112,5.271596486e-6,Up
LINCSCP_9281,Cucurbitacin-I,0.1uM,6h,A549,-0.60476381,5.299721948e-6,Up
LINCSCP_133209,"13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate",0.12uM,3h,MCF7,0.60474538,5.304153328e-6,Up
LINCSCP_23245,CHEMBL2360495,10uM,6h,HEPG2,0.60472873,5.308161211e-6,Up
LINCSCP_9000,BRD-K13559922,10uM,24h,A549,-0.6046503,5.327071066e-6,Up
LINCSCP_88336,CHEMBL3182395,3.33uM,24h,HA1E,-0.60452285,5.357933413e-6,Up
LINCSCP_14098,STO609,10uM,24h,HA1E,-0.60451415,5.360044822e-6,Up
LINCSCP_146870,BIX01294,0.37uM,24h,NEU,0.6043708,5.394967475e-6,Up
LINCSCP_43711,PX 12,30uM,6h,OV7,0.60432866,5.405272508e-6,Up
LINCSCP_126217,Atenolol,0.37uM,24h,HT29,0.60427713,5.417900335e-6,Up
LINCSCP_29765,Pictilisib,10uM,6h,MCF10A,-0.60411587,5.457593327e-6,Up
LINCSCP_286007,Auranofin,10uM,6h,SKMEL1,0.60399648,5.487151656e-6,Up
LINCSCP_24516,TORIN1,1uM,6h,HS578T,-0.60396305,5.495455204e-6,Up
LINCSCP_163291,NVP-AUY922,1.11uM,3h,SKBR3,0.60396277,5.495523954e-6,Up
LINCSCP_12561,BML-259,80uM,6h,CL34,0.60377749,5.541756256e-6,Up
LINCSCP_58517,SPB02303,10uM,6h,VCAP,0.6033709,5.644472101e-6,Up
LINCSCP_19196,PAC-1,10uM,6h,HCC515,0.6032803,5.667600832e-6,Up
LINCSCP_14287,CHEMBL34095,10uM,6h,HA1E,0.60299237000000006,5.741681609e-6,Up
LINCSCP_19656,ML175,10uM,6h,HCC515,0.60291183,5.7625621729999996e-06,Up
LINCSCP_36103,COT-10B,0.001uM,6h,MCF7,0.60262373,5.837835222e-6,Up
LINCSCP_53838,79966-13-5,10uM,6h,SNUC4,0.60261102,5.841176013e-6,Up
LINCSCP_55002,PF-04217903,40uM,6h,THP1,0.60253764,5.860503384e-6,Up
LINCSCP_167367,Dolutegravir (GSK1349572),3.33uM,24h,YAPC,-0.60246756,5.879016037e-6,Up
LINCSCP_46915,MLS000038113,10uM,6h,PC3,0.60230176,5.923032661e-6,Up
LINCSCP_145093,NVP-AUY922,0.12uM,3h,MDAMB231,0.60223471,5.940917228e-6,Up
LINCSCP_155203,PI-103,0.12uM,24h,PC3,-0.60216842,5.95865208e-6,Up
LINCSCP_51658,Vemurafenib,10uM,6h,SKBR3,-0.60216363,5.959934095e-6,Up
LINCSCP_70378,SCHEMBL16226502,10uM,24h,A375,0.60190642,6.029215571e-6,Up
LINCSCP_64561,AC1O44XP,20uM,6h,VCAP,0.60182672,6.050834975e-6,Up
LINCSCP_50158,PD 102807,10uM,24h,PHH,0.60178844,6.061242889e-6,Up
LINCSCP_146959,Decitabine,1.11uM,24h,NEU,0.60161744,6.107944286e-6,Up
LINCSCP_150461,CHIR-265,1.11uM,24h,NPC.TAK,0.60147682,6.146595562e-6,Up
LINCSCP_115698,THZ-2-98-01,1.11uM,24h,HS578T,-0.60143926,6.156958547e-6,Up
LINCSCP_58442,MLS000583956,10uM,6h,VCAP,0.60125682,6.207521049e-6,Up
LINCSCP_221905,CHEMBL3183436,0.37uM,24h,HEPG2,-0.6011939,6.225047108e-6,Up
LINCSCP_251123,SCHEMBL16226502,0.1uM,6h,MCF7,0.60119362,6.225124556e-6,Up
LINCSCP_39700,Evodiamine,10uM,6h,MDST8,0.60075107,6.349701457e-6,Up
LINCSCP_7696,NCGC00025322-01,10uM,6h,A549,0.60069781,6.364848816e-6,Up
LINCSCP_92129,Fingolimod (FTY720) HCl,3.33uM,24h,HA1E,0.60061449,6.388611121e-6,Up
LINCSCP_48426,CHEMBL2357936,10uM,24h,PC3,-0.6005717,6.400846954e-6,Up
LINCSCP_116647,C24H25CLFN5O3,0.12uM,24h,HT29,0.60043092,6.441256996e-6,Up
LINCSCP_259391,CHEMBL2360586,10uM,24h,NEU,0.60003995,6.554716042e-6,Up
LINCSCP_264172,4-Iodo-6-phenylpyrimidine,40uM,6h,OV7,0.59972682,6.646916611e-6,Up
LINCSCP_16434,CHEMBL3184547,10uM,6h,HA1E,0.59962562,6.676971044e-6,Up
LINCSCP_63666,BRD-K13448237,5uM,24h,VCAP,0.59957255,6.692780999e-6,Up
LINCSCP_36064,Wortmannin,1uM,6h,MCF7,-0.59954386,6.701343377e-6,Up
LINCSCP_180997,BRD-K27475558,5uM,24h,A375,0.5994265,6.736473077e-6,Up
LINCSCP_133782,STK219801,3.33uM,24h,MCF7,-0.59941756,6.739155409e-6,Up
LINCSCP_59571,BRD-K09186736-001-01-2,10uM,6h,VCAP,0.5991075,6.83281611e-6,Up
LINCSCP_40263,(3-Isopropoxyphenyl)(1-((5-methyl-1-propyl-1H-pyrazol-4-yl)methyl)piperidin-3-yl)methanone,10uM,6h,NCIH596,0.59874926,6.942529488e-6,Up
LINCSCP_15582,PNU-74654,80uM,6h,HA1E,0.59851062,7.016513555e-6,Up
LINCSCP_58551,CHEMBL3184547,10uM,24h,VCAP,0.59850219,7.019142531e-6,Up
LINCSCP_40404,STK178014,50uM,6h,NCIH596,0.59831071,7.07905163e-6,Up
LINCSCP_10607,AZD-2014,10uM,6h,AGS,-0.59811537,7.140659447e-6,Up
LINCSCP_6640,BRD-K60460488-066-01-0,10uM,6h,A549,0.5979456,7.194603767e-6,Up
LINCSCP_125850,Avasimibe,1.11uM,24h,HT29,0.59792578,7.200923631e-6,Up
LINCSCP_15976,KUC103867,10uM,6h,HA1E,0.59748935,7.341443955e-6,Up
LINCSCP_26436,SCHEMBL15422156,10uM,6h,HT29,0.59737536,7.378563215e-6,Up
LINCSCP_307,ZM-39923,10uM,24h,A375,0.59736379,7.382339158e-6,Up
LINCSCP_21144,Auranofin,10uM,6h,HCT116,0.59731526,7.398200353e-6,Up
LINCSCP_49165,BRD-K70804088,10uM,6h,PC3,0.59727838,7.410276387e-6,Up
LINCSCP_58009,SMR000206939,10uM,6h,VCAP,0.5972661,7.414301567e-6,Up
LINCSCP_99532,AZD-6482,0.12uM,24h,HCC515,-0.59721649,7.430582061e-6,Up
LINCSCP_51401,Tivozanib,10uM,24h,SKBR3,-0.59710851,7.466132979e-6,Up
LINCSCP_5134,MLS-0004183.0001,10uM,6h,A549,-0.59708532,7.473788432e-6,Up
LINCSCP_13584,Tanespimycin,0.5uM,6h,H1299,0.59708198,7.474891214e-6,Up
LINCSCP_126533,Cyclizine,3.33uM,24h,HT29,0.59707717,7.476480859e-6,Up
LINCSCP_43096,BRD-K11088254,10uM,24h,NPC,0.59698116,7.508263426e-6,Up
LINCSCP_18164,SB-203580,10uM,24h,HCC515,-0.59689299,7.53755706e-6,Up
LINCSCP_136777,Buparlisib,3.33uM,24h,MCF7,0.59645448,7.684837185e-6,Up
LINCSCP_60461,BRD-K13166308,5uM,6h,VCAP,-0.59613045,7.795369914e-6,Up
LINCSCP_16923,CVF-SUMO-7,10uM,6h,HA1E,0.59607602,7.814080954e-6,Up
LINCSCP_190673,CID755673,10uM,6h,A549,-0.59605972,7.819691504e-6,Up
LINCSCP_33983,BRD-K14636731,10uM,6h,MCF7,0.59601572,7.834858731e-6,Up
LINCSCP_59690,BRD-K64523453,5uM,24h,VCAP,0.59593341,7.86330259e-6,Up
LINCSCP_14189,AC1NWAOX,10uM,6h,HA1E,0.59584975,7.892309981e-6,Up
LINCSCP_17861,CHEMBL198368,10uM,24h,HCC515,0.59574583,7.928478503e-6,Up
LINCSCP_163678,AZD-5438,3.33uM,24h,SKBR3,0.59552213,8.006858342e-6,Up
LINCSCP_53844,Cytosporone B,10uM,6h,SNUC4,0.59544911,8.032596224e-6,Up
LINCSCP_52500,GW3965,10uM,24h,SKB,-0.59532441,8.07672846e-6,Up
LINCSCP_29988,Tivantinib,0.5uM,6h,MCF10A,0.5953226,8.07736942e-6,Up
LINCSCP_57320,MLS002703102,10uM,24h,VCAP,0.59502836,8.182401853e-6,Up
LINCSCP_26841,SPECTRUM_001028,10uM,6h,HT29,0.59471706,8.294894022e-6,Up
LINCSCP_66716,Wortmannin,10uM,6h,AGS,-0.59468728,8.305732552e-6,Up
LINCSCP_64180,BRD-K27411973,5uM,24h,VCAP,0.59457532,8.346586604e-6,Up
LINCSCP_2305,8-Epi-15-d2c-isop,10uM,6h,A375,0.59454356,8.358209924e-6,Up
LINCSCP_50858,179324-69-7,0.01uM,6h,RKO,0.59452149,8.366296989e-6,Up
LINCSCP_10382,BX-795,10uM,6h,A673,-0.59452047,8.366670596e-6,Up
LINCSCP_38088,CHEMBL3187421,1uM,6h,MCF7,0.59425608,8.464105497e-6,Up
LINCSCP_26430,AC1O9BJ3,10uM,6h,HT29,0.59425079,8.466064067e-6,Up
LINCSCP_20751,RO-3306,10uM,6h,HCC515,-0.59385074,8.615515479e-6,Up
LINCSCP_26538,BRN 1088760,10uM,6h,HT29,0.59379226,8.63756538e-6,Up
LINCSCP_42479,OSI-027,10uM,24h,NPC,0.59347487,8.758149755e-6,Up
LINCSCP_35202,BRD-K32885145,10uM,24h,MCF7,0.59339694,8.787996662e-6,Up
LINCSCP_9068,BRD-K64062072,10uM,24h,A549,0.59339007,8.790630353e-6,Up
LINCSCP_249700,BRD-K07516181,10uM,24h,MCF7,0.59321443,8.858257774e-6,Up
LINCSCP_50460,ST004815,20uM,6h,PHH,0.5931561,8.880823664e-6,Up
LINCSCP_68407,"13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate",10uM,6h,VCAP,0.59314926,8.883474322e-6,Up
LINCSCP_5274,KUC103672,10uM,6h,A549,-0.59293416,8.967166602e-6,Up
LINCSCP_9841,MG-132,0.5uM,6h,A549,0.59270468,9.057259434e-6,Up
LINCSCP_4880,MLS000680027,10uM,24h,A549,-0.59261052,9.094468295e-6,Up
LINCSCP_65131,BRD-K16128171,10uM,6h,VCAP,0.59240286,9.177021112e-6,Up
LINCSCP_47595,Methixene,10uM,24h,PC3,0.59213725,9.283625219e-6,Up
LINCSCP_32600,QL-XI-92,10uM,24h,MCF7,0.59209326,9.301391279e-6,Up
LINCSCP_279492,BRD-K54577741,10uM,6h,PC3,0.59208226,9.305839498e-6,Up
LINCSCP_279682,CHEMBL2381524,0.1uM,24h,PC3,0.59174903,9.441496179e-6,Up
LINCSCP_50757,Dactolisib,0.5uM,6h,RKO,0.59173271,9.448187156e-6,Up
LINCSCP_116999,Dasatinib,0.12uM,24h,HT29,0.59169363,9.464228224e-6,Up
LINCSCP_24586,AZD-8055,0.1uM,6h,HS578T,-0.59136231,9.601216373e-6,Up
LINCSCP_123039,"1-(2,6-Dichlorobenzylideneamino)guanidine",10uM,24h,HT29,0.59134423,9.60874769e-6,Up
LINCSCP_299355,BRD-K19357327,5uM,24h,VCAP,-0.59130556,9.62486418e-6,Up
LINCSCP_82162,ABT737,10uM,24h,A549,-0.59116674,9.682937258e-6,Up
LINCSCP_86777,FR-180204,0.37uM,24h,CD34,0.5908546,9.81469905e-6,Up
LINCSCP_15813,CHEMBL566722,10uM,24h,HA1E,0.59080321,9.836549615e-6,Up
LINCSCP_129583,Doramapimod,10uM,24h,JURKAT,0.59080177,9.837160711e-6,Up
LINCSCP_145150,Radicicol,3.33uM,3h,MDAMB231,0.59068018,9.889043608e-6,Up
LINCSCP_38556,Sirolimus,0.12uM,24h,MCF7,0.59066717,9.894609908e-6,Up
LINCSCP_283015,UNC-0321,10uM,6h,RKO,0.5906326,9.909412806e-6,Up
LINCSCP_14923,AC1L2X6Z,10uM,6h,HA1E,0.59063038,9.910364246e-6,Up
LINCSCP_88494,HG-9-91-01,0.37uM,24h,HA1E,-0.5906301,9.910484915e-6,Up
LINCSCP_174586,SPECTRUM1505012,0.04uM,24h,YAPC,-0.59055343,9.94339112e-6,Up
LINCSCP_43178,BRD-K81408913,10uM,24h,NPC,0.59052216,9.956844249e-6,Up
LINCSCP_25722,MLS000709026,40uM,6h,HT29,0.59050393,9.964695791e-6,Up
LINCSCP_67910,"13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate",10uM,6h,PC3,0.59035562,1.002876777e-5,Up
LINCSCP_27171,AMBCB17415880,10uM,6h,HT29,-0.59005296,1.016070465e-5,Up
LINCSCP_148471,SAR245409,0.04uM,24h,NPC,0.5900414,1.016577174e-5,Up
LINCSCP_5326,MLS002264459,10uM,6h,A549,0.58997174,1.019637841e-5,Up
LINCSCP_105519,CLONAZEPAM,10uM,24h,HELA,0.58996061,1.020127865e-5,Up
LINCSCP_125705,Pevonedistat,3.33uM,24h,HT29,0.58992912,1.021514892e-5,Up
LINCSCP_111679,Withaferin A,10uM,24h,HEPG2,0.58984106,1.025402601e-5,Up
LINCSCP_132824,ZSTK 474,0.37uM,24h,MCF7,0.58975275,1.029315127e-5,Up
LINCSCP_114201,STK219801,0.12uM,24h,HME1,0.58961245,1.035559494e-5,Up
LINCSCP_250587,SCHEMBL16226502,0.001uM,6h,MCF7,0.58951885,1.039744498e-5,Up
LINCSCP_9081,BRD-K79532217,10uM,24h,A549,-0.58944707,1.042964713e-5,Up
LINCSCP_20246,20554-84-1,10uM,6h,HCC515,0.5893838,1.045810936e-5,Up
LINCSCP_136879,MG-132,20uM,24h,MCF7,0.58933299,1.048101453e-5,Up
LINCSCP_136352,179324-69-7,20uM,24h,MCF7,0.58923728,1.052429025e-5,Up
LINCSCP_45807,MLS002264379,10uM,6h,PC3,0.58920151,1.054050988e-5,Up
LINCSCP_163143,Crizotinib,0.12uM,3h,SKBR3,0.58896856,1.064667768e-5,Up
LINCSCP_67992,"13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate",5uM,6h,PC3,0.58891515,1.067116047e-5,Up
LINCSCP_83459,Vorinostat,0.04uM,24h,ASC.C,0.58886112,1.069597713e-5,Up
LINCSCP_146181,Rebastinib,10uM,24h,MNEU.E,-0.5887352,1.07540262e-5,Up
LINCSCP_48608,BRD-K98945308,10uM,24h,PC3,-0.58866961,1.078437397e-5,Up
LINCSCP_17229,CHEMBL2152380,1uM,24h,HA1E,0.58860956,1.08122333e-5,Up
LINCSCP_10511,CHEMBL416418,60uM,6h,AGS,-0.58835056,1.093314128e-5,Up
LINCSCP_19736,VU0405172-2,10uM,6h,HCC515,-0.58796436,1.111575012e-5,Up
LINCSCP_9104,BRD-K98945308,10uM,24h,A549,-0.5879642,1.111582349e-5,Up
LINCSCP_57868,CHEMBL1456638,10uM,6h,VCAP,0.5876176,1.128210027e-5,Up
LINCSCP_187527,1B-NR,10uM,6h,A375,0.58747916,1.13491516e-5,Up
LINCSCP_253058,BRD-K23558120,3uM,24h,MCF7,0.58735164,1.141124128e-5,Up
LINCSCP_312385,BRD-K88925856,0.5uM,24h,VCAP,0.58721893,1.147618982e-5,Up
LINCSCP_16509,Sydowinin B,10uM,6h,HA1E,0.58715999,1.150514817e-5,Up
LINCSCP_161122,Ulipristal,1.11uM,24h,PC3,0.5871308,1.15195101e-5,Up
LINCSCP_58032,Toremifene,10uM,6h,VCAP,0.58694491,1.161137748e-5,Up
LINCSCP_57970,NCGC00011767,10uM,24h,VCAP,0.58693667,1.161546545e-5,Up
LINCSCP_2480,Lopinavir,10uM,6h,A375,0.5865746,1.179640226e-5,Up
LINCSCP_19068,Fast Scarlet,10uM,6h,HCC515,0.58651314,1.182737284e-5,Up
LINCSCP_120866,Nicotin-Amide,0.37uM,24h,HT29,0.5864276,1.187060151e-5,Up
LINCSCP_117892,Veliparib,3.33uM,24h,HT29,0.58610448,1.203521476e-5,Up
LINCSCP_259633,"5-(2,4,5-Trihydroxybenzyl)imidazolidine-2,4-dione",10uM,6h,NEU,0.58603876,1.206895391e-5,Up
LINCSCP_68370,"13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate",10uM,6h,VCAP,0.5860273,1.207484526e-5,Up
LINCSCP_12568,Triacsin C,10uM,6h,CL34,0.58597024,1.210422281e-5,Up
LINCSCP_53943,79966-13-5,10uM,6h,SNUC5,0.58594488,1.211730065e-5,Up
LINCSCP_70331,BRD-A01645196,1.11uM,24h,A375,0.58582963,1.217689076e-5,Up
LINCSCP_161101,Alisertib,0.04uM,24h,PC3,-0.58564294,1.227400192e-5,Up
LINCSCP_54952,Cerulenin,40uM,6h,THP1,0.58497656,1.262647598e-5,Up
LINCSCP_123815,Triflupromazine,10uM,24h,HT29,-0.5849697,1.263014859e-5,Up
LINCSCP_175740,AC1NWALF,0.12uM,24h,YAPC,-0.58472405,1.276245552e-5,Up
LINCSCP_222620,Linsitinib,0.1uM,24h,HS578T,0.58460416,1.282749256e-5,Up
LINCSCP_50402,BDBM50442904,10uM,6h,PHH,0.58447036,1.290043491e-5,Up
LINCSCP_130947,NVP-AUY922,0.12uM,3h,MCF10A,0.58440882,1.293411259e-5,Up
LINCSCP_78250,Miconazole,10uM,24h,A375,0.58436958,1.295562637e-5,Up
LINCSCP_10648,179324-69-7,0.01uM,6h,AGS,0.58424437,1.302450004e-5,Up
LINCSCP_47405,Dexamethasone,10uM,6h,PC3,0.58403986,1.313772384e-5,Up
LINCSCP_19495,Arachidonyl Trifluoromethylketone,80uM,6h,HCC515,0.58398168,1.317010232e-5,Up
LINCSCP_29802,AZD-8055,0.5uM,6h,MCF10A,-0.5839025,1.321428255e-5,Up
LINCSCP_55014,Menadione,10uM,6h,THP1,0.58384778,1.324489116e-5,Up
