compound,num_concordant,num_discordant,ratio,mechanism,RMGI,EFO27,RMUGS,HA1E,SNGM,HEPG2,NPC,SKB,VCAP,SKLU1,COV644,HEC108,MCF7,A375,HCC515,MDAMB231,LNCAP,BT20,MCF10A,HME1,ASC,SKBR3,HT29,PC3,HS578T,SW620,SW480,CORL23,OV7,THP1,A549,HCT116,LOVO,CD34,NOMO1,PHH,NPC.TAK,HUVEC,HEK293T,RKO,PL21,ASC.C,SKL,HELA,SW948,SNU1040,TYKNU,NCIH1694,AGS,HUH7,DV90,SKMEL1,U937,T3M10,YAPC,NCIH2073,MDST8,NKDBA,NEU,HL60,SNUC4,U266,HUES3,SKL.C,HCC15,A673,WSUDLCL2,SNUC5,SKMEL28,NCIH1836,NPC.CAS9,H1299,JHUEM2,FIBRNPC,NCIH508,NCIH596,SKM1,MNEU.E,JURKAT,HT115,CL34,HS27A
Azathioprine,3,3,1,Dehydrogenase inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,-0.45351152,NA,NA,NA,0.46407149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4057697,NA,NA,NA,NA,NA,NA,0.39830728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.41609692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42158274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tivozanib,7,15,0.46666667,VEGFR inhibitor,NA,NA,NA,0.49417299,NA,0.5634476,-0.48539075,NA,NA,NA,NA,NA,-0.56862164,-0.40741485,0.40771835,NA,NA,NA,-0.47722968,-0.39653873,NA,NA,-0.36370174,-0.38823418,-0.51663755,NA,NA,-0.43917002,-0.38037547,NA,NA,NA,NA,-0.39072476,NA,NA,-0.42813364,NA,NA,NA,NA,NA,0.44557428,0.37743654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.54109645,NA,NA,NA,0.32100591,-0.45335829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43536733,NA,NA,-0.33618545,NA,NA,NA
Robotnikinin,3,1,3,NA,NA,NA,NA,0.54800065,NA,NA,NA,NA,-0.45332886,NA,NA,NA,0.50619098,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47237006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cefoxitin,1,2,0.5,Bacterial cell wall synthesis inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,-0.45311866,NA,NA,NA,-0.43465012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43097038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Radicicol,8,5,1.6,HSP inhibitor,NA,NA,NA,-0.44303284,NA,NA,NA,NA,0.39891173,NA,NA,NA,0.5909248,-0.39017634,-0.45261234,0.51149067,-0.59648551,0.40187574,0.58428941,0.4026185,NA,NA,NA,0.50964388,-0.50756831,NA,NA,NA,NA,NA,0.37883405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Promazine,3,2,1.5,Serotonin 2a (5-HT2a) receptor antagonist (Serotonin 2a|D2-like dopamine receptor antagonist,NA,NA,NA,-0.4133273,NA,NA,NA,NA,NA,NA,NA,NA,0.5689673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48389764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.45191388,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42125162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
triptolide,3,5,0.6,NA,NA,NA,NA,0.42624763,NA,-0.43096258,NA,NA,NA,NA,NA,NA,-0.45150797,-0.45826873,NA,NA,NA,NA,NA,NA,NA,NA,0.57956269,0.39673616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.40286662,NA,NA,NA,NA,-0.40462892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E-Doxepin,2,5,0.4,Histamine receptor antagonist,NA,NA,NA,-0.42271518,NA,NA,NA,0.41742978,-0.38088946,NA,NA,NA,NA,0.40392044,-0.43906689,NA,NA,NA,NA,NA,NA,NA,NA,-0.40734831,NA,NA,NA,NA,NA,NA,-0.45144172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Furosemide,0,3,0,Diuretic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.37205422,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.44977286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.45075346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
apigenin,7,4,1.75,Casein kinase inhibitor|Cell proliferation inhibitor|Cytochrome P450 inhibitor,NA,NA,NA,-0.44597307,NA,-0.40416035,NA,NA,NA,NA,NA,NA,0.44748783,NA,0.41499832,0.51949671,NA,0.46033267,0.55614398,NA,NA,-0.43453511,0.51192157,NA,0.56524225,NA,NA,NA,NA,NA,-0.45031591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TIBOLONE,1,4,0.25,NA,NA,NA,NA,-0.36369388,NA,NA,NA,NA,NA,NA,NA,NA,0.59876361,-0.45023207,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.34221171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.32227928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pergolide,1,5,0.2,Dopamine receptor agonist,NA,NA,NA,-0.40070172,NA,NA,NA,NA,0.46883733,NA,NA,NA,-0.3925868,-0.43952607,-0.46492154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.45008504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Benzylpenicillin,2,2,1,Penicillin binding protein inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,0.46032417,NA,NA,NA,NA,-0.46311448,NA,NA,NA,NA,NA,NA,NA,NA,-0.44989799,0.40801036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glycocholic acid,0,2,0,Cholesterol inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,-0.39529748,NA,NA,NA,-0.44980733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cholic acid,3,3,1,Bile acid,NA,NA,NA,NA,NA,NA,NA,NA,-0.4497133,NA,NA,NA,-0.39798401,NA,-0.45556427,NA,NA,NA,NA,NA,NA,NA,0.34640878,NA,NA,NA,NA,NA,NA,NA,0.5784325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5037949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lorazepam,1,1,1,Benzodiazepine receptor agonist,NA,NA,NA,NA,NA,NA,NA,NA,0.3902898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4495741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trazodone,2,3,0.66666667,Serotonin transporter inhibitor|Serotonin 2a (5-HT2a) receptor antagonist (Serotonin 2a|Serotonin 2c (5-HT2c) receptor antagonist (Serotonin 2c,NA,NA,NA,NA,NA,NA,-0.39269261,NA,NA,NA,NA,NA,0.52357548,-0.44942843,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45121989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.32462558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Idelalisib,4,11,0.36363636,PI3K inhibitor,NA,NA,NA,-0.54748151,NA,-0.44918371,NA,NA,0.34148588,NA,NA,NA,-0.46502739,NA,-0.35325968,NA,NA,NA,NA,-0.40165586,0.42461738,NA,-0.44417508,-0.34688598,NA,NA,NA,NA,NA,NA,-0.40513673,NA,NA,0.40294825,NA,NA,NA,NA,NA,NA,NA,-0.38009794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49490066,-0.33369556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.42566991,NA,NA,NA,NA
Quercetin,1,1,1,Polar auxin transport inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4481528,0.43410142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diotyrosine,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.44804278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4996895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
THIOCTIC ACID,0,2,0,NA,NA,NA,NA,-0.49230632,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.44756978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coladonin,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42789496,-0.4475241,-0.41526694,NA,NA,NA,NA,NA,0.46810714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fluspirilene,5,4,1.25,Dopamine receptor antagonist,NA,NA,NA,-0.51242296,NA,NA,0.41371654,NA,NA,NA,NA,NA,0.5405921,-0.44751304,0.33795522,NA,NA,NA,NA,NA,-0.43914754,NA,NA,0.36067812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.49885126,NA,NA,NA,NA,NA,NA,0.41217452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luliconazole,0,2,0,Cytochrome P450 51 inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.44750871,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.38280071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Buddleoflavonoloside,0,2,0,Acetylcholinesterase inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.44748591,NA,NA,NA,NA,NA,NA,NA,-0.44571813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Altretamine,0,2,0,DNA synthesis inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.44743912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.33213676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tripelennamine,1,2,0.5,Histamine receptor antagonist,NA,NA,NA,NA,NA,NA,0.41865587,NA,-0.44710334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.39189761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clomipramine,1,6,0.16666667,Serotonin transporter inhibitor,NA,NA,NA,NA,NA,NA,NA,0.39163381,-0.44003404,NA,NA,NA,-0.68408413,NA,-0.4470365,NA,NA,NA,NA,NA,-0.40907652,NA,-0.37097801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.41754195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarsasapogenin,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.38091109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4470171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Promethazine,0,4,0,Histamine receptor antagonist,NA,NA,NA,-0.33135287,NA,NA,NA,NA,-0.41862604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.34252846,NA,NA,NA,-0.44629362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bupropion,3,2,1.5,Dopamine uptake inhibitor,NA,NA,NA,NA,NA,NA,-0.44619722,NA,NA,NA,NA,NA,0.38790242,-0.34903211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35656909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47403716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fatostatin,1,1,1,SREBP inhibitor,NA,NA,NA,NA,0.55571687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.44605958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAMPRIDINE,1,2,0.5,Voltage-gated potassium channel blocker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38291296,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.44595345,-0.3780275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rigosertib,4,8,0.5,PLK inhibitor,NA,NA,NA,NA,NA,-0.49557365,0.47115134,NA,NA,NA,NA,NA,-0.44573596,NA,NA,0.35912079,NA,NA,NA,NA,NA,-0.44733344,-0.434859,-0.45098965,0.56359622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41815861,NA,NA,NA,NA,-0.32128467,-0.32931602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4434431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Perphenazine,1,2,0.5,Dopamine D2 receptor antagonist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.44571112,NA,NA,NA,NA,NA,NA,NA,NA,0.43790497,NA,NA,NA,NA,NA,NA,NA,-0.5462594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ursolic acid,2,2,1,11-beta hydroxysteroid dehydrogenase inhibitor|Acetylcholinesterase inhibitor|Caspase inhibitor|HIV protease inhibitor|Lipid peroxidase inhibitor|Quorum sensing signaling modulator|Steryl sulfatase inhibitor|Tyrosine phosphatase inhibitor|ATPase inhibitor|NFkB pathway inhibitor|STAT inhibitor,NA,NA,NA,-0.40628546,NA,NA,NA,NA,NA,NA,NA,NA,-0.44519539,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3878015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.538464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crizotinib,4,7,0.57142857,ALK tyrosine kinase receptor inhibitor,NA,NA,NA,-0.64778715,NA,0.35353665,NA,NA,NA,NA,NA,NA,0.49553849,NA,NA,-0.433719,NA,-0.49250756,-0.44488487,NA,NA,NA,0.46119384,0.40102467,-0.56350242,NA,NA,NA,NA,NA,-0.41395345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.41373015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cucurbitacin-I,6,4,1.5,JAK inhibitor|Lipocortin synthesis stimulant|STAT inhibitor,-0.4446565,NA,NA,NA,-0.38497412,NA,NA,NA,NA,NA,NA,NA,0.56687589,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5664195,-0.39423211,NA,NA,NA,NA,NA,NA,0.44298413,NA,0.42624939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39684053,NA,NA,NA,NA,NA,NA,NA,NA,-0.32447895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4193866,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ebselen,0,3,0,Cyclooxygenase inhibitor|Glutathione peroxidase agonist|H+/K+-ATPase inhibitor|Nitric oxide synthase inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35645101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.54070305,NA,NA,NA,NA,NA,NA,-0.4443211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zaprinast,3,3,1,Phosphodiesterase inhibitor,NA,NA,NA,NA,NA,-0.44334764,NA,NA,-0.38825308,NA,NA,NA,0.40007114,0.48941172,-0.41020665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55892039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
testosterone,0,5,0,Androgen Receptor agonist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.39882577,-0.37627303,NA,NA,NA,NA,NA,NA,NA,NA,-0.34348666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.33370315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.44313811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lidoflazine,0,5,0,Calcium channel blocker,NA,NA,NA,-0.67267346,NA,NA,NA,-0.41777024,NA,NA,NA,NA,-0.44311723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.34880432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3305134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pantoprazole,1,1,1,ATPase inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,0.40515536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.44288198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fosfomycin Tromethamine,1,1,1,NA,NA,NA,NA,0.46570881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.44277344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
