region,comparison,compound,num_concordant,num_discordant,ratio,mechanism,RMGI,EFO27,RMUGS,HA1E,SNGM,HEPG2,NPC,SKB,VCAP,SKLU1,COV644,HEC108,MCF7,A375,HCC515,MDAMB231,LNCAP,BT20,MCF10A,HME1,ASC,SKBR3,HT29,PC3,HS578T,SW620,SW480,CORL23,OV7,THP1,A549,HCT116,LOVO,CD34,NOMO1,PHH,NPC.TAK,HUVEC,HEK293T,RKO,PL21,ASC.C,SKL,HELA,SW948,SNU1040,TYKNU,NCIH1694,AGS,HUH7,DV90,SKMEL1,U937,T3M10,YAPC,NCIH2073,MDST8,NKDBA,NEU,HL60,SNUC4,U266,HUES3,SKL.C,HCC15,A673,WSUDLCL2,SNUC5,SKMEL28,NCIH1836,NPC.CAS9,H1299,JHUEM2,FIBRNPC,NCIH508,NCIH596,SKM1,MNEU.E,JURKAT,HT115,CL34,HS27A
PFC,05p_overall,Lexibulin,6,4,1.5,Tubulin inhibitor,NA,NA,NA,-0.42946448,NA,-0.50043232,NA,NA,-0.35253275,NA,NA,NA,NA,0.33010146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32306483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.42998933,NA,NA,NA,NA,NA,NA,NA,0.37824213,NA,NA,0.41079478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42051639,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39315031,NA,NA,NA,NA,NA
PFC,05p_overall,Galeterone,1,2,0.5,NA,NA,NA,NA,0.34933348,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35215086,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.40870306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_overall,Carmoxirole,1,1,1,Dopamine receptor agonist,NA,NA,NA,NA,NA,NA,NA,NA,0.39658242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35212486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_overall,Triacsin C,3,2,1.5,Adrenergic receptor antagonist,NA,-0.35209815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43726299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52685902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.32771294,NA,NA,NA,NA,0.54632577,NA,NA
PFC,05p_overall,Nimodipine,3,4,0.75,Calcium channel blocker,NA,NA,NA,-0.38531169,NA,0.39121754,NA,NA,NA,NA,NA,NA,0.46215698,0.40373206,NA,NA,NA,NA,NA,NA,NA,NA,-0.40684295,-0.38676815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35203435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_overall,Fluocinonide,0,2,0,Glucocorticoid receptor agonist,NA,NA,NA,-0.50379747,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35174404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_overall,Deferasirox,0,4,0,NA,NA,NA,NA,-0.43313377,NA,NA,NA,NA,NA,NA,NA,NA,-0.57512508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.41297712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35154097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_overall,Alfuzosin,2,1,2,Adrenergic receptor antagonist,NA,NA,NA,NA,NA,NA,NA,NA,0.42099151,NA,NA,NA,0.54076981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35147032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_overall,Desacetoxymatricarin,2,1,2,Melanin inhibitor,NA,NA,NA,NA,NA,-0.35137884,NA,NA,NA,NA,NA,NA,NA,NA,0.44236588,NA,NA,NA,NA,NA,0.45328032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_overall,Galantamine,1,2,0.5,Acetylcholinesterase inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,-0.35418059,NA,NA,NA,0.37196028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35133048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_overall,Desloratadine,0,3,0,Histamine receptor antagonist,NA,NA,NA,NA,NA,NA,NA,NA,-0.35130249,NA,NA,NA,NA,-0.39773444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.33965821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_overall,Mnitmt,0,3,0,Lymphocyte inhibitor,NA,NA,NA,-0.40129846,NA,NA,NA,NA,NA,NA,NA,NA,-0.36403866,NA,-0.35127237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_overall,SDZ NKT 343,1,1,1,NA,NA,NA,NA,-0.35122084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54536852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_overall,Fexofenadine,0,2,0,Histamine receptor antagonist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35101865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.34769895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_overall,Gimeracil,1,2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35056416,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.47187727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4250963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_overall,Prochlorperazine,0,2,0,Dopamine D2 receptor antagonist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.44685866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35028378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_overall,Lenalidomide,3,5,0.6,Anticancer agent,NA,NA,NA,NA,NA,-0.35164723,NA,NA,0.34793542,-0.3502306,NA,NA,NA,0.3741408,-0.45137486,NA,NA,NA,NA,NA,NA,NA,NA,-0.41492416,NA,NA,NA,NA,NA,NA,-0.47759176,0.44218462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_overall,Dipraglurant,1,1,1,Metabotropic glutamate receptor 5 modulator,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35886251,NA,NA,NA,NA,NA,NA,NA,NA,-0.35004933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_overall,Nalbufina [Dcit],1,1,1,Opioid receptor agonist|Opioid receptor antagonist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.34989606,NA,NA,NA,NA,NA,NA,NA,0.4061175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_overall,CIANIDANOL,1,3,0.33333333,NA,NA,NA,NA,-0.34988684,NA,NA,NA,NA,NA,NA,NA,NA,-0.3521439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35586983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.40812096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_overall,Acivicin,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3496904,NA,NA,NA,NA,NA,NA,NA,NA,-0.41968857,0.34892459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32578741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_overall,Secnidazole,1,1,1,Acetylcholinesterase inhibitor|Microtubule inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.34908658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43487896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_overall,Quisinostat,4,2,2,HDAC inhibitor,NA,NA,NA,0.40065317,NA,NA,NA,-0.3502719,0.48188227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45432704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.34889132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42513213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_overall,Isotretinoin,3,3,1,Retinoic acid receptor agonist,NA,NA,NA,0.36551424,NA,NA,NA,-0.43743951,0.35578097,NA,NA,NA,NA,NA,-0.34860978,NA,NA,NA,NA,NA,NA,NA,NA,-0.36886786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41792952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_overall,Teicoplanin,1,2,0.5,Bacterial cell wall synthesis inhibitor,NA,NA,NA,-0.368056,NA,NA,NA,NA,0.34227464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.34812308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_overall,Icillin,0,2,0,TRPV agonist,NA,NA,NA,NA,NA,-0.3521559,NA,NA,-0.34808401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_overall,Methazolamide,3,4,0.75,Carbonic anhydrase inhibitor,NA,NA,NA,0.38856629,NA,NA,NA,NA,NA,NA,NA,NA,0.34951598,-0.34797403,NA,NA,NA,NA,NA,NA,NA,NA,-0.34237938,0.37498478,NA,NA,NA,NA,NA,NA,-0.33188995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.34462989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_overall,Mercaptopurine,1,2,0.5,Immunosuppressant|Protein synthesis inhibitor|Purine antagonist,NA,NA,NA,-0.46631483,NA,NA,NA,NA,-0.34763787,NA,NA,NA,0.43185538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_overall,Apilimod,0,3,0,NA,NA,NA,NA,-0.34755527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.34452012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.42805937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_overall,Treprostinil,2,1,2,Prostacyclin analog,NA,NA,NA,0.37967635,NA,NA,NA,NA,NA,NA,NA,NA,-0.34753097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3580108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_overall,Radicicol,3,6,0.5,HSP inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.5633315,0.3561307,NA,-0.35956904,0.60390738,NA,-0.34740936,0.44194808,NA,-0.46741821,NA,NA,-0.36247633,NA,NA,NA,NA,NA,-0.36198622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_overall,Tacedinaline,1,4,0.25,HDAC inhibitor,NA,NA,NA,-0.4450163,NA,-0.46327958,NA,NA,NA,NA,NA,NA,-0.46165776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57887698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.34737448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_overall,Pregnenolone,2,1,2,Glutamate receptor modulator,NA,NA,NA,NA,NA,NA,NA,NA,-0.34731095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40275629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_overall,Pregnenolone,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58315278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_overall,Pracinostat,4,4,1,NA,NA,NA,NA,-0.35748072,NA,NA,NA,NA,NA,NA,NA,NA,-0.34725009,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.37009349,0.34019212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.43501869,NA,NA,NA,NA,NA,0.3725134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3654307,NA,NA,NA,0.37278669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_overall,Adapalene,1,7,0.14285714,Retinoid receptor agonist,NA,NA,NA,-0.50911281,NA,NA,0.35675927,NA,NA,NA,NA,NA,NA,-0.41944954,NA,NA,NA,NA,NA,NA,NA,NA,-0.34720247,-0.54401214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.50879759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.51705128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.48407124,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_overall,Guggulsterone,0,3,0,Cholesterol inhibitor|Estrogen receptor agonist|FXR antagonist|IKK inhibitor|Pregnane X receptor agonist|Progesterone receptor agonist,NA,NA,NA,-0.33018587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.34718897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.47280111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_overall,Rottlerin,1,7,0.14285714,MAP kinase inhibitor|Protein kinase inhibitor,NA,NA,NA,NA,NA,NA,-0.37236149,NA,-0.34718334,NA,NA,NA,0.33546288,-0.45742072,-0.34967307,NA,NA,NA,NA,NA,NA,NA,NA,-0.68094501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4300274,NA,NA,NA,NA,NA,NA,NA,-0.66245529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_overall,Benzylimidazole,1,1,1,Thromboxane synthase inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,0.40541681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.34714041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_overall,Sulfasalazine,0,3,0,Antirheumatic drug|NFkB pathway inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.34986225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.34671708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.48239671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_overall,Piplartine,16,3,5.33333333,Glutathione transferase inhibitor,0.37903613,0.32850985,0.38621503,NA,NA,NA,NA,NA,NA,0.4695193,NA,NA,-0.54148588,0.42190748,0.37236185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38737464,0.46869402,NA,NA,NA,0.417319,NA,NA,NA,NA,NA,0.42004504,NA,NA,NA,NA,NA,NA,-0.50956391,NA,NA,NA,NA,NA,0.41379995,NA,0.5014689,-0.3466677,NA,NA,NA,NA,NA,NA,NA,0.43085363,0.36746198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42237042,NA,NA,0.37253261,NA,NA
PFC,05p_overall,Cladribine,0,6,0,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,-0.60546926,NA,NA,NA,-0.35965226,-0.4565813,NA,NA,NA,NA,NA,NA,NA,NA,-0.34660843,-0.3999178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4770266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_overall,Diltiazem,2,1,2,Voltage-gated L-type calcium channel blocker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53516487,NA,NA,NA,NA,NA,NA,NA,0.33617538,-0.34645366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_overall,Levocabastine,0,2,0,Histamine receptor antagonist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.34272262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.34635542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PFC,05p_overall,Merck-Ketone,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.37706911,NA,-0.34615177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
