signatureid,compound,cellline,similarity,region,comparison
LINCSCP_42605,Budesonide,NPC,-0.43438736,NAC,05p_overall
LINCSCP_17781,Purmorphamine,HCC15,-0.43437153,NAC,05p_overall
LINCSCP_155462,clobetasol,PC3,-0.43434974,NAC,05p_overall
LINCSCP_97376,Sertraline HCl,HA1E,-0.43428298,NAC,05p_overall
LINCSCP_243543,Clorgiline,MCF7,-0.43423905,NAC,05p_overall
LINCSCP_18590,(-)-Tramadol,HCC515,-0.4342103,NAC,05p_overall
LINCSCP_207108,Dithiolethione,FIBRNPC,-0.43413007,NAC,05p_overall
LINCSCP_97327,Levonorgestrel,HA1E,-0.43409358,NAC,05p_overall
LINCSCP_141532,Merbarone,MCF7,-0.43406607,NAC,05p_overall
LINCSCP_156408,Bupropion,PC3,-0.43405634,NAC,05p_overall
LINCSCP_21121,Etanidazole,HCC515,-0.43384507,NAC,05p_overall
LINCSCP_30769,Erismodegib,MCF7,-0.43380424,NAC,05p_overall
LINCSCP_79262,Doramapimod,A375,-0.4337869,NAC,05p_overall
LINCSCP_142409,Navitoclax,MCF7,-0.43375006,NAC,05p_overall
LINCSCP_20065,MD-II-038,HCC515,-0.43368108,NAC,05p_overall
LINCSCP_69265,Nilotinib,A375,-0.43367323,NAC,05p_overall
LINCSCP_17895,Bucladesine,HCC515,-0.43359985,NAC,05p_overall
LINCSCP_18789,Fipronil,HCC515,-0.43350367,NAC,05p_overall
LINCSCP_5744,Piceid,A549,-0.43342177,NAC,05p_overall
LINCSCP_6215,Paradol,A549,-0.43318771,NAC,05p_overall
LINCSCP_30452,Chaetocin,MCF7,-0.43315701,NAC,05p_overall
LINCSCP_52610,Loxapine,SKB,-0.43301527,NAC,05p_overall
LINCSCP_171270,Cidoxepin,YAPC,-0.43278939,NAC,05p_overall
LINCSCP_91091,Aspirin,HA1E,-0.43276645,NAC,05p_overall
LINCSCP_128678,Veliparib,HUVEC,-0.43268544,NAC,05p_overall
LINCSCP_19444,pyrvinium-pamoate,HCC515,-0.4324966,NAC,05p_overall
LINCSCP_176204,ABACAVIR SULFATE,YAPC,-0.43237231,NAC,05p_overall
LINCSCP_170589,Rottlerin,YAPC,-0.43192846,NAC,05p_overall
LINCSCP_114195,Entinostat,HME1,-0.43191813,NAC,05p_overall
LINCSCP_137255,Benzamil,MCF7,-0.43190881,NAC,05p_overall
LINCSCP_549,Ala-Ala-Phe-Cmk,A375,-0.43170198,NAC,05p_overall
LINCSCP_148186,Chelerythrine,NPC.CAS9,-0.43140056,NAC,05p_overall
LINCSCP_146865,Mocetinostat,NEU,-0.43139021,NAC,05p_overall
LINCSCP_117897,WHI-P97,HT29,-0.43138307,NAC,05p_overall
LINCSCP_170634,Zardaverine,YAPC,-0.4312617,NAC,05p_overall
LINCSCP_16926,Carbinoxamine,HA1E,-0.43118562,NAC,05p_overall
LINCSCP_154088,Fadrozole,PC3,-0.43116333,NAC,05p_overall
LINCSCP_266334,Quetiapine,PC3,-0.43082043,NAC,05p_overall
LINCSCP_76788,Pioglitazone,A375,-0.43081739,NAC,05p_overall
LINCSCP_26314,Chlordiazepoxide,HT29,-0.43080538,NAC,05p_overall
LINCSCP_69611,Gefitinib,A375,-0.43068596,NAC,05p_overall
LINCSCP_17678,Piplartine,HCC15,-0.43065917,NAC,05p_overall
LINCSCP_86065,noscapine,BT20,-0.43063638,NAC,05p_overall
LINCSCP_17657,Minoxidil,HCC15,-0.43061206,NAC,05p_overall
LINCSCP_116795,Gefitinib,HT29,-0.43039638,NAC,05p_overall
LINCSCP_75403,Reboxetine mesylate,A375,-0.43037257,NAC,05p_overall
LINCSCP_108819,Falnidamol,HELA,-0.43025984,NAC,05p_overall
LINCSCP_163013,"Apitolisib (gdc-0980, rg7422)",SKBR3,-0.43013133,NAC,05p_overall
LINCSCP_141437,EDOXUDINE,MCF7,-0.4301115,NAC,05p_overall
LINCSCP_106984,Dapsone,HELA,-0.430045,NAC,05p_overall
LINCSCP_138467,Adarotene,MCF7,-0.42992401,NAC,05p_overall
LINCSCP_14430,Chloroguanide,HA1E,-0.42972614,NAC,05p_overall
LINCSCP_176154,Ribavirin,YAPC,-0.42971148,NAC,05p_overall
LINCSCP_23396,Cycloheximide,HEPG2,-0.42969698,NAC,05p_overall
LINCSCP_79781,Etodolac,A375,-0.42967478,NAC,05p_overall
LINCSCP_137412,Brivanib,MCF7,-0.42965429,NAC,05p_overall
LINCSCP_76573,Etoricoxib,A375,-0.42964199,NAC,05p_overall
LINCSCP_18026,L-Cis-Diltiazem,HCC515,-0.42963528,NAC,05p_overall
LINCSCP_79398,RUTIN,A375,-0.42932743,NAC,05p_overall
LINCSCP_12585,pyrvinium-pamoate,CL34,-0.42930414,NAC,05p_overall
LINCSCP_173490,Nemonapride,YAPC,-0.42927682,NAC,05p_overall
LINCSCP_266696,Nicardipine,PC3,-0.42913966,NAC,05p_overall
LINCSCP_877,Teniposide,A375,-0.42904563,NAC,05p_overall
LINCSCP_34387,Fenofibrate,MCF7,-0.42882557,NAC,05p_overall
LINCSCP_145897,noscapine,MDAMB231,-0.4288104,NAC,05p_overall
LINCSCP_74238,Glipizide,A375,-0.42853467,NAC,05p_overall
LINCSCP_103882,Benzamil,HELA,-0.42853341,NAC,05p_overall
LINCSCP_13881,Apigetrin,HA1E,-0.42852689,NAC,05p_overall
LINCSCP_160405,Falnidamol,PC3,-0.42842875,NAC,05p_overall
LINCSCP_124935,Varenicline Tartrate,HT29,-0.42819125,NAC,05p_overall
LINCSCP_171912,Etoricoxib,YAPC,-0.42813203,NAC,05p_overall
LINCSCP_134852,Ellagic acid,MCF7,-0.42791179,NAC,05p_overall
LINCSCP_33461,Aminogenistein,MCF7,-0.42789461,NAC,05p_overall
LINCSCP_161347,Chlorpropamide,PC3,-0.42784978,NAC,05p_overall
LINCSCP_174965,Bepotastine Besilate,YAPC,-0.42784625,NAC,05p_overall
LINCSCP_93726,Atipamezole (hydrochloride),HA1E,-0.42763743,NAC,05p_overall
LINCSCP_10937,Entinostat,ASC,-0.42763262,NAC,05p_overall
LINCSCP_82449,triptolide,A549,-0.42758824,NAC,05p_overall
LINCSCP_45122,Narciclasine,PC3,-0.42748983,NAC,05p_overall
LINCSCP_55200,Chaetocin,TYKNU,-0.42733398,NAC,05p_overall
LINCSCP_158577,Tipifarnib,PC3,-0.4270432,NAC,05p_overall
LINCSCP_290841,Promazine,VCAP,-0.42704287,NAC,05p_overall
LINCSCP_53341,Phenoxazine,SKMEL1,-0.42685677,NAC,05p_overall
LINCSCP_33212,Kenpaullone,MCF7,-0.42685266,NAC,05p_overall
LINCSCP_101527,Ropinirole,HELA,-0.42658581,NAC,05p_overall
LINCSCP_111115,Relcovaptan,HELA,-0.42650651,NAC,05p_overall
LINCSCP_151065,Ruxolitinib,PC3,-0.42629796,NAC,05p_overall
LINCSCP_21324,Narciclasine,HEC108,-0.42623398,NAC,05p_overall
LINCSCP_193387,Papaverine,A549,-0.42616413,NAC,05p_overall
LINCSCP_43511,Merodantoin,NPC,-0.42585689,NAC,05p_overall
LINCSCP_107256,Siguazodan,HELA,-0.42573983,NAC,05p_overall
LINCSCP_34640,Amantadine,MCF7,-0.42567456,NAC,05p_overall
LINCSCP_128053,Cabozantinib,HUES3,-0.42554697,NAC,05p_overall
LINCSCP_50986,Quinoclamine,RMGI,-0.42539822,NAC,05p_overall
LINCSCP_22978,"Mapp, D-Erythro",HEPG2,-0.42538089,NAC,05p_overall
LINCSCP_56250,Glipizide,VCAP,-0.4253805,NAC,05p_overall
LINCSCP_110776,Tanaproget,HELA,-0.42513945,NAC,05p_overall
LINCSCP_71286,Hypericin,A375,-0.4250907,NAC,05p_overall
LINCSCP_194169,Fludarabine,A549,-0.42503169,NAC,05p_overall
LINCSCP_56118,Pyrazolanthrone,VCAP,-0.42482119,NAC,05p_overall
LINCSCP_25654,Nifedipine,HT29,-0.42474085,NAC,05p_overall
LINCSCP_77157,Epinephrine HCl,A375,-0.42473959,NAC,05p_overall
LINCSCP_173828,Tetrahydrouridine,YAPC,-0.42461873,NAC,05p_overall
LINCSCP_142899,Alisertib,MCF7,-0.42458237,NAC,05p_overall
LINCSCP_125852,Avasimibe,HT29,-0.42452364,NAC,05p_overall
LINCSCP_80988,Quercetin,A375,-0.42450329,NAC,05p_overall
LINCSCP_149,Albendazole,A375,-0.42443747,NAC,05p_overall
LINCSCP_142271,Urapidil,MCF7,-0.42432831,NAC,05p_overall
LINCSCP_265516,Testosterone Propionate,PC3,-0.42427904,NAC,05p_overall
LINCSCP_87534,WHI-P97,CD34,-0.42422592,NAC,05p_overall
LINCSCP_56252,Quinelorane,VCAP,-0.42410373,NAC,05p_overall
LINCSCP_95241,Dienogest,HA1E,-0.42399645,NAC,05p_overall
LINCSCP_72013,Dacarbazine,A375,-0.4239917,NAC,05p_overall
LINCSCP_13626,Diarylpropionitrile,HA1E,-0.42394666,NAC,05p_overall
LINCSCP_33667,Dmbi,MCF7,-0.42369199,NAC,05p_overall
LINCSCP_50174,Cisaprida,PHH,-0.42368214,NAC,05p_overall
LINCSCP_12932,Tamatinib,EFO27,-0.42359445,NAC,05p_overall
LINCSCP_1945,Memantine,A375,-0.42359165,NAC,05p_overall
LINCSCP_171602,Quinidine Gluconate,YAPC,-0.4235663,NAC,05p_overall
LINCSCP_105010,Cinnarizine,HELA,-0.42325543,NAC,05p_overall
LINCSCP_142768,Floxuridine,MCF7,-0.42324513,NAC,05p_overall
LINCSCP_172376,Milrinone,YAPC,-0.42291154,NAC,05p_overall
LINCSCP_103905,Isoniazid,HELA,-0.4229065,NAC,05p_overall
LINCSCP_121508,Penfluridol,HT29,-0.42274852,NAC,05p_overall
LINCSCP_25322,Pentobarbital,HT29,-0.42234844,NAC,05p_overall
LINCSCP_159546,Prosteride,PC3,-0.42231954,NAC,05p_overall
LINCSCP_108418,Miconazole,HELA,-0.42198886,NAC,05p_overall
LINCSCP_58127,Rifabutin,VCAP,-0.42198201,NAC,05p_overall
LINCSCP_143783,DESVENLAFAXINE SUCCINATE,MCF7,-0.42191978,NAC,05p_overall
LINCSCP_168292,Mitoxantrone,YAPC,-0.42191884,NAC,05p_overall
LINCSCP_157026,Conivaptan HCl,PC3,-0.42184555,NAC,05p_overall
LINCSCP_174629,Naftifine,YAPC,-0.4217109,NAC,05p_overall
LINCSCP_243053,Cobalt (Ii) Chloride,MCF7,-0.42152904,NAC,05p_overall
LINCSCP_289698,Amiloride,VCAP,-0.42143935,NAC,05p_overall
LINCSCP_2534,Remacemide,A375,-0.4214224,NAC,05p_overall
LINCSCP_161692,Cinaciguat,PC3,-0.42121135,NAC,05p_overall
LINCSCP_96884,"Epothilone B (EPO906, Patupilone)",HA1E,-0.42119965,NAC,05p_overall
LINCSCP_39692,Quinacrine,MDST8,-0.42110936,NAC,05p_overall
LINCSCP_20220,Pyroxamide,HCC515,-0.42106778,NAC,05p_overall
LINCSCP_166656,Ellagic acid,YAPC,-0.42075423,NAC,05p_overall
LINCSCP_118454,PROTIRELIN,HT29,-0.42074783,NAC,05p_overall
LINCSCP_132465,apigenin,MCF7,-0.4205266,NAC,05p_overall
LINCSCP_86615,Dinaciclib,CD34,-0.42049493,NAC,05p_overall
LINCSCP_71605,Firategrast,A375,-0.42035065,NAC,05p_overall
LINCSCP_30364,Phenamil,MCF7,-0.42030341,NAC,05p_overall
LINCSCP_273441,Letrozole,PC3,-0.42021718,NAC,05p_overall
LINCSCP_90964,Colforsin,HA1E,-0.42008448,NAC,05p_overall
LINCSCP_128923,Anacardic acid,HUVEC,-0.419819,NAC,05p_overall
LINCSCP_105957,Cyproterone Acetate,HELA,-0.41969262,NAC,05p_overall
LINCSCP_25223,Naloxone(-),HT29,-0.41968028,NAC,05p_overall
LINCSCP_50482,Niacin,PHH,-0.4195913,NAC,05p_overall
LINCSCP_15232,Parbendazole,HA1E,-0.41956114,NAC,05p_overall
LINCSCP_43448,Andreson,NPC,-0.41953598,NAC,05p_overall
LINCSCP_158230,Vinpocetine,PC3,-0.41930175,NAC,05p_overall
LINCSCP_83798,Chelerythrine,ASC.C,-0.41921723,NAC,05p_overall
LINCSCP_137726,Theobromine,MCF7,-0.4191444,NAC,05p_overall
LINCSCP_209413,Droperidol,HA1E,-0.41903503,NAC,05p_overall
LINCSCP_71451,levopropoxyphene,A375,-0.41901014,NAC,05p_overall
LINCSCP_242280,Atomoxetine,MCF7,-0.41897635,NAC,05p_overall
LINCSCP_141757,Maxacalcitol-D6,MCF7,-0.41894693,NAC,05p_overall
LINCSCP_83488,Entinostat,ASC.C,-0.41893858,NAC,05p_overall
LINCSCP_27081,Btcp,HT29,-0.41892958,NAC,05p_overall
LINCSCP_158459,ACRIVASTINE,PC3,-0.41892741,NAC,05p_overall
LINCSCP_47328,Heliomycin,PC3,-0.41865816,NAC,05p_overall
LINCSCP_104627,NORGESTREL,HELA,-0.41859234,NAC,05p_overall
LINCSCP_26976,Mibefradil,HT29,-0.41852673,NAC,05p_overall
LINCSCP_137199,Amodiaquine,MCF7,-0.41847062,NAC,05p_overall
LINCSCP_36821,JNK-IN-2,MCF7,-0.41843759,NAC,05p_overall
LINCSCP_39844,Chaetocin,NCIH1694,-0.41836445,NAC,05p_overall
LINCSCP_168090,Alectinib,YAPC,-0.41823777,NAC,05p_overall
LINCSCP_18837,Dexamethasone Acetate,HCC515,-0.41822265,NAC,05p_overall
LINCSCP_174767,Nimesulide,YAPC,-0.41821448,NAC,05p_overall
LINCSCP_126725,Pazopanib,HT29,-0.41810566,NAC,05p_overall
LINCSCP_75615,Pinacidil,A375,-0.41810557,NAC,05p_overall
LINCSCP_264793,Naltrindole,PC3,-0.41809475,NAC,05p_overall
LINCSCP_34209,Hydroflumethiazide,MCF7,-0.4180429,NAC,05p_overall
LINCSCP_21359,AR-C133057XX,HEC108,-0.41802897,NAC,05p_overall
LINCSCP_126977,Pyrimethamine,HT29,-0.41802698,NAC,05p_overall
LINCSCP_11455,Pravastatin,ASC,-0.4178996,NAC,05p_overall
LINCSCP_171325,Zaurategrast,YAPC,-0.41762129,NAC,05p_overall
LINCSCP_173191,Nelarabine,YAPC,-0.4175481,NAC,05p_overall
LINCSCP_136640,Amineptine,MCF7,-0.41754476,NAC,05p_overall
LINCSCP_114970,"Apitolisib (gdc-0980, rg7422)",HS578T,-0.41740823,NAC,05p_overall
LINCSCP_153910,Senicapoc,PC3,-0.41717405,NAC,05p_overall
LINCSCP_73079,Busulfan,A375,-0.41715792,NAC,05p_overall
LINCSCP_140590,Ursolic acid,MCF7,-0.41715174,NAC,05p_overall
LINCSCP_103996,Mefloquine,HELA,-0.41703971,NAC,05p_overall
LINCSCP_206576,Triacsin C,DV90,-0.41690462,NAC,05p_overall
LINCSCP_173394,Cytochalasin B,YAPC,-0.41670118,NAC,05p_overall
LINCSCP_106643,Ivacaftor (VX-770),HELA,-0.41670068,NAC,05p_overall
LINCSCP_43330,Dihydroconiferyl Alcohol,NPC,-0.41654298,NAC,05p_overall
LINCSCP_44725,Piribedil,PC3,-0.41648285,NAC,05p_overall
LINCSCP_9450,Estradiol,A549,-0.4163841,NAC,05p_overall
LINCSCP_106001,Milciclib (PHA-848125),HELA,-0.41634248,NAC,05p_overall
LINCSCP_76595,Equol,A375,-0.41627866,NAC,05p_overall
LINCSCP_87706,Buparlisib,HA1E,-0.41582617,NAC,05p_overall
LINCSCP_90004,Dactolisib,HA1E,-0.41554806,NAC,05p_overall
LINCSCP_171363,apicidin,YAPC,-0.41540278,NAC,05p_overall
LINCSCP_47587,Hexestrol,PC3,-0.41537299,NAC,05p_overall
LINCSCP_49267,Tubastatin A,PC3,-0.41530827,NAC,05p_overall
LINCSCP_49909,Hydroxycholesterol,PHH,-0.41530803,NAC,05p_overall
LINCSCP_159556,ETHYLENEDIAMINE TETRACETATE TETRA-ETHANOLAMINE,PC3,-0.41517205,NAC,05p_overall
LINCSCP_18761,ENT-Benazepril,HCC515,-0.41500562,NAC,05p_overall
LINCSCP_90867,Naringenin,HA1E,-0.41499285,NAC,05p_overall
LINCSCP_79065,Rimcazole,A375,-0.41488549,NAC,05p_overall
LINCSCP_240535,Terfenadine,MCF7,-0.41481496,NAC,05p_overall
LINCSCP_174337,Levonorgestrel,YAPC,-0.41475549,NAC,05p_overall
LINCSCP_18863,Fast Scarlet,HCC515,-0.41472251,NAC,05p_overall
LINCSCP_50665,Triacsin C,PL21,-0.41468117,NAC,05p_overall
LINCSCP_33715,Thioproperazine,MCF7,-0.4145996,NAC,05p_overall
LINCSCP_43860,Carbacyclin,PC3,-0.41459287,NAC,05p_overall
LINCSCP_1062,pyrvinium-pamoate,A375,-0.41459051,NAC,05p_overall
LINCSCP_34687,Letrozole,MCF7,-0.41444435,NAC,05p_overall
LINCSCP_97822,REGADENOSON,HA1E,-0.41434075,NAC,05p_overall
LINCSCP_193166,Tolazamide,A549,-0.41402181,NAC,05p_overall
LINCSCP_298,Chelidonine,A375,-0.41392169,NAC,05p_overall
LINCSCP_59430,Erythromycin Ethyl Succinate,VCAP,-0.4138221,NAC,05p_overall
LINCSCP_145714,Pictilisib,MDAMB231,-0.41381964,NAC,05p_overall
LINCSCP_39232,Tivozanib,MDAMB231,-0.41380384,NAC,05p_overall
LINCSCP_109113,Quetiapine,HELA,-0.41369623,NAC,05p_overall
LINCSCP_173107,Meclofenamic acid,YAPC,-0.41363013,NAC,05p_overall
LINCSCP_99672,Ruxolitinib,HCC515,-0.41349918,NAC,05p_overall
LINCSCP_15292,Calcitriol,HA1E,-0.41349699,NAC,05p_overall
LINCSCP_171729,naftidrofuryl,YAPC,-0.41348194,NAC,05p_overall
LINCSCP_219271,Rolipram,HEPG2,-0.41344361,NAC,05p_overall
LINCSCP_176518,Benzonatate,A375,-0.41343227,NAC,05p_overall
LINCSCP_244151,Primaquine,MCF7,-0.41340012,NAC,05p_overall
LINCSCP_10199,Gemcitabine,A549,-0.41331033,NAC,05p_overall
LINCSCP_162074,Oglemilast,PC3,-0.41325424,NAC,05p_overall
LINCSCP_4304,Tribenoside,A549,-0.41306312,NAC,05p_overall
LINCSCP_73408,Sulfadoxine,A375,-0.4130591,NAC,05p_overall
LINCSCP_105672,Anandamide,HELA,-0.4130395,NAC,05p_overall
LINCSCP_107197,Betulin,HELA,-0.41289832,NAC,05p_overall
LINCSCP_104121,Lorglumide,HELA,-0.41285488,NAC,05p_overall
LINCSCP_121911,nimodipine,HT29,-0.41282315,NAC,05p_overall
LINCSCP_5706,Lamivudine,A549,-0.41260543,NAC,05p_overall
LINCSCP_106308,Nimodipine,HELA,-0.41257386,NAC,05p_overall
LINCSCP_109856,Phentolamine,HELA,-0.41231252,NAC,05p_overall
LINCSCP_291116,Megestrol Acetate,VCAP,-0.41210693,NAC,05p_overall
LINCSCP_163744,noscapine,SKBR3,-0.41198405,NAC,05p_overall
LINCSCP_259917,Chenodiol,NEU,-0.41197575,NAC,05p_overall
LINCSCP_160584,Elesclomol,PC3,-0.41158604,NAC,05p_overall
LINCSCP_213438,Nemonapride,HCC515,-0.41141484,NAC,05p_overall
LINCSCP_50748,Narciclasine,RKO,-0.41136334,NAC,05p_overall
LINCSCP_56518,Bepridil,VCAP,-0.41122441,NAC,05p_overall
LINCSCP_238822,Famotidine,MCF7,-0.41119146,NAC,05p_overall
LINCSCP_164350,Allitinib,SKL.C,-0.41117681,NAC,05p_overall
LINCSCP_44221,Kenpaullone,PC3,-0.41110241,NAC,05p_overall
LINCSCP_44733,Arylmorpholine analog 37,PC3,-0.41108366,NAC,05p_overall
LINCSCP_172139,Meclizine,YAPC,-0.41105089,NAC,05p_overall
LINCSCP_254636,Robotnikinin,MCF7,-0.41098075,NAC,05p_overall
LINCSCP_209481,N-Formylmethionylalanine,HA1E,-0.41093545,NAC,05p_overall
LINCSCP_56261,Gamolenic acid,VCAP,-0.41092256,NAC,05p_overall
LINCSCP_158847,Fluticasone Propionate,PC3,-0.41078622,NAC,05p_overall
LINCSCP_80869,Pilaralisib,A375,-0.41066966,NAC,05p_overall
LINCSCP_97979,Isradipine,HA1E,-0.41059723,NAC,05p_overall
LINCSCP_21960,Aminoglutethimide,HEPG2,-0.41057101,NAC,05p_overall
LINCSCP_2589,Nocodazole,A375,-0.41034425,NAC,05p_overall
LINCSCP_124964,Bimatoprost,HT29,-0.41031573,NAC,05p_overall
LINCSCP_51010,Elesclomol,RMGI,-0.41016845,NAC,05p_overall
LINCSCP_2883,Molsidomine,A375,-0.41015358,NAC,05p_overall
LINCSCP_14509,Scandenin,HA1E,-0.41011578,NAC,05p_overall
LINCSCP_125577,Amantadine,HT29,-0.41002303,NAC,05p_overall
LINCSCP_1953,Vinorelbine,A375,-0.40979648,NAC,05p_overall
LINCSCP_106851,INOSITOL,HELA,-0.40975021,NAC,05p_overall
LINCSCP_136536,Licarbazepine,MCF7,-0.40971777,NAC,05p_overall
LINCSCP_165319,Cabozantinib,SKL,-0.40960831,NAC,05p_overall
LINCSCP_154003,Procaine,PC3,-0.40958577,NAC,05p_overall
LINCSCP_159186,Zolpidem,PC3,-0.40949957,NAC,05p_overall
LINCSCP_11332,Dnqx,ASC,-0.40943456,NAC,05p_overall
LINCSCP_86840,Idelalisib,CD34,-0.40939039,NAC,05p_overall
LINCSCP_52837,Nobiletin,SKB,-0.40935397,NAC,05p_overall
LINCSCP_91867,"NG,NG-Dimethyl-L-arginine, Dihydrochloride",HA1E,-0.40919643,NAC,05p_overall
LINCSCP_106911,Ibutamoren (Mesylate),HELA,-0.40917597,NAC,05p_overall
LINCSCP_153145,Atrasentan (hydrochloride),PC3,-0.4091313,NAC,05p_overall
LINCSCP_11348,Hydrastinine,ASC,-0.40900415,NAC,05p_overall
LINCSCP_72737,Carvedilol,A375,-0.40886743,NAC,05p_overall
LINCSCP_172339,Gabapentin,YAPC,-0.40877454,NAC,05p_overall
LINCSCP_30285,Purvalanola,MCF7,-0.40876213,NAC,05p_overall
LINCSCP_19092,Cidoxepin,HCC515,-0.40873437,NAC,05p_overall
LINCSCP_73712,Perindopril,A375,-0.40860835,NAC,05p_overall
LINCSCP_23725,Omacetaxine Mepesuccinate,HEPG2,-0.40852751,NAC,05p_overall
LINCSCP_46032,Corticosterone,PC3,-0.40851428,NAC,05p_overall
LINCSCP_22645,QL-X-138,HEPG2,-0.40847876,NAC,05p_overall
LINCSCP_28768,Cycloheximide,HUH7,-0.40838861,NAC,05p_overall
LINCSCP_30175,Selamectin,MCF7,-0.40837838,NAC,05p_overall
LINCSCP_30891,Kinetin Riboside,MCF7,-0.40833296,NAC,05p_overall
LINCSCP_12804,Gallocatechin Gallate,DV90,-0.40823753,NAC,05p_overall
LINCSCP_111044,Pilaralisib,HELA,-0.40822739,NAC,05p_overall
LINCSCP_49240,Benzohydroxamate,PC3,-0.40807436,NAC,05p_overall
LINCSCP_139031,Acetaminophen,MCF7,-0.40806425,NAC,05p_overall
LINCSCP_109915,Telmisartan,HELA,-0.40789868,NAC,05p_overall
LINCSCP_10358,Piplartine,A673,-0.40768861,NAC,05p_overall
LINCSCP_18069,Farnesyl Thiotriazole,HCC515,-0.4075709,NAC,05p_overall
LINCSCP_139127,Defactinib,MCF7,-0.40736059,NAC,05p_overall
LINCSCP_157731,Lonafarnib,PC3,-0.40733964,NAC,05p_overall
LINCSCP_19019,Ketorolac,HCC515,-0.40725444,NAC,05p_overall
LINCSCP_217411,Phenoxybenzamine,HCC515,-0.40720991,NAC,05p_overall
LINCSCP_58207,Memantine,VCAP,-0.40706899,NAC,05p_overall
LINCSCP_129899,Dasatinib,LNCAP,-0.40705363,NAC,05p_overall
LINCSCP_176293,Relcovaptan,YAPC,-0.40701442,NAC,05p_overall
LINCSCP_4225,Arylmorpholine analog 37,A549,-0.40676682,NAC,05p_overall
LINCSCP_21477,Isocycloheximide,HEPG2,-0.40670528,NAC,05p_overall
LINCSCP_101612,Regorafenib,HELA,-0.40659841,NAC,05p_overall
LINCSCP_40003,Perhexiline,NCIH2073,-0.40658259,NAC,05p_overall
LINCSCP_166,Amylocaine,A375,-0.40636345,NAC,05p_overall
LINCSCP_90593,Lexibulin,HA1E,-0.40634891,NAC,05p_overall
LINCSCP_173514,Gliquidone,YAPC,-0.40626545,NAC,05p_overall
LINCSCP_41328,Niguldipine,NEU,-0.40614934,NAC,05p_overall
LINCSCP_43251,(R)-SKF-38393,NPC,-0.40599347,NAC,05p_overall
LINCSCP_45246,Rucaparib,PC3,-0.4059421,NAC,05p_overall
LINCSCP_128311,Vandetanib,HUES3,-0.40590231,NAC,05p_overall
LINCSCP_82296,I-BET151,A549,-0.40574444,NAC,05p_overall
LINCSCP_59136,Linifanib,VCAP,-0.40565023,NAC,05p_overall
LINCSCP_18215,Salvinorin A,HCC515,-0.4056087,NAC,05p_overall
LINCSCP_78993,Levonorgestrel,A375,-0.40560844,NAC,05p_overall
LINCSCP_73855,Afuresertib,A375,-0.40541967,NAC,05p_overall
LINCSCP_19503,Valdecoxib,HCC515,-0.40540393,NAC,05p_overall
LINCSCP_99171,Ataluren,HA1E,-0.40539325,NAC,05p_overall
LINCSCP_193394,Gamolenic acid,A549,-0.40538848,NAC,05p_overall
LINCSCP_102021,Levocabastine,HELA,-0.40533877,NAC,05p_overall
LINCSCP_156207,NORGESTREL,PC3,-0.40522268,NAC,05p_overall
LINCSCP_50240,Triciribine,PHH,-0.40515816,NAC,05p_overall
LINCSCP_44430,Ivermectin,PC3,-0.40499974,NAC,05p_overall
LINCSCP_174245,LACOSAMIDE,YAPC,-0.40494386,NAC,05p_overall
LINCSCP_171400,Losmapimod,YAPC,-0.40491653,NAC,05p_overall
LINCSCP_157193,Ambrisentan,PC3,-0.40491204,NAC,05p_overall
LINCSCP_174743,RUTIN,YAPC,-0.40468504,NAC,05p_overall
LINCSCP_32655,Everolimus,MCF7,-0.40460757,NAC,05p_overall
LINCSCP_138065,Ammonium Glycyrrhizinate,MCF7,-0.40455947,NAC,05p_overall
LINCSCP_18641,Hexamethoxyflavone,HCC515,-0.4045037,NAC,05p_overall
LINCSCP_101755,Tranilast,HELA,-0.40448682,NAC,05p_overall
LINCSCP_157953,Propentofylline,PC3,-0.4042788,NAC,05p_overall
LINCSCP_139518,Zaurategrast,MCF7,-0.40405997,NAC,05p_overall
LINCSCP_212228,Hydrocortisone Hemisuccinate,HA1E,-0.40385612,NAC,05p_overall
LINCSCP_155433,Perindopril,PC3,-0.40381375,NAC,05p_overall
LINCSCP_54410,Cucurbitacin-I,SW948,-0.40354976,NAC,05p_overall
LINCSCP_25477,Dactolisib,HT29,-0.40347589,NAC,05p_overall
LINCSCP_175147,Resiquimod,YAPC,-0.40339651,NAC,05p_overall
LINCSCP_4235,Linopirdine,A549,-0.40318771,NAC,05p_overall
LINCSCP_15589,Niclosamide,HA1E,-0.4030808,NAC,05p_overall
LINCSCP_78951,Quetiapine,A375,-0.40302523,NAC,05p_overall
LINCSCP_125447,Tetrahydrouridine,HT29,-0.40296213,NAC,05p_overall
LINCSCP_15200,Evodiamine,HA1E,-0.40287516,NAC,05p_overall
LINCSCP_16569,Coladonin,HA1E,-0.40268663,NAC,05p_overall
LINCSCP_43608,Paxilline,NPC,-0.40244283,NAC,05p_overall
LINCSCP_96049,Ketanserin,HA1E,-0.40242353,NAC,05p_overall
LINCSCP_20302,Apatinib Hydrochloride,HCC515,-0.40238245,NAC,05p_overall
LINCSCP_41898,Menadione,NOMO1,-0.40231442,NAC,05p_overall
LINCSCP_39998,atorvastatin,NCIH1836,-0.40223955,NAC,05p_overall
LINCSCP_235861,Suloctidil,MCF7,-0.40221338,NAC,05p_overall
LINCSCP_10597,Loperamide,AGS,-0.40214261,NAC,05p_overall
LINCSCP_14137,Gliquidone,HA1E,-0.4021338,NAC,05p_overall
