compound,num_concordant,num_discordant,ratio,mechanism,RMGI,EFO27,RMUGS,HA1E,SNGM,HEPG2,NPC,SKB,VCAP,SKLU1,COV644,HEC108,MCF7,A375,HCC515,MDAMB231,LNCAP,BT20,MCF10A,HME1,ASC,SKBR3,HT29,PC3,HS578T,SW620,SW480,CORL23,OV7,THP1,A549,HCT116,LOVO,CD34,NOMO1,PHH,NPC.TAK,HUVEC,HEK293T,RKO,PL21,ASC.C,SKL,HELA,SW948,SNU1040,TYKNU,NCIH1694,AGS,HUH7,DV90,SKMEL1,U937,T3M10,YAPC,NCIH2073,MDST8,NKDBA,NEU,HL60,SNUC4,U266,HUES3,SKL.C,HCC15,A673,WSUDLCL2,SNUC5,SKMEL28,NCIH1836,NPC.CAS9,H1299,JHUEM2,FIBRNPC,NCIH508,NCIH596,SKM1,MNEU.E,JURKAT,HT115,CL34,HS27A
Alisertib,0,8,0,Aurora kinase inhibitor,NA,NA,NA,NA,NA,-0.39358898,NA,NA,NA,NA,NA,NA,-0.36440208,-0.40962899,-0.44898935,NA,NA,NA,NA,NA,NA,NA,-0.43040736,-0.56580176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.41112411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36625194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bendroflumethiazide,3,2,1.5,Sodium/potassium/chloride transporter inhibitor,NA,NA,NA,NA,NA,-0.44895407,NA,0.42625466,0.42703791,NA,NA,NA,NA,-0.39283071,NA,NA,NA,NA,NA,NA,0.5120712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tryptoline,0,2,0,Monoamine oxidase inhibitor|Serotonin receptor agonist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.40798743,NA,NA,NA,NA,NA,NA,NA,NA,-0.44860254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fomepizole,1,2,0.5,Alcohol dehydrogenase inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3725892,0.34034805,NA,NA,NA,NA,NA,NA,NA,NA,-0.4482431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Probenecid,0,4,0,Uricosuric blocker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.44766948,NA,NA,NA,NA,NA,NA,NA,-0.5222876,-0.41165723,NA,NA,NA,NA,NA,NA,-0.37038824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
(S)-(-)-BAY K 8644,4,4,1,L-type calcium channel activator,NA,0.45966936,-0.32711002,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36760216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39189273,NA,NA,-0.37252496,NA,-0.44763942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45435725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32557081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phenacetin,0,2,0,Cyclooxygenase inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3527741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.44762045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aliskiren,1,3,0.33333333,Antihypertensive agent|Peptidase inhibitor|Protease inhibitor|Renin inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,0.38505327,NA,NA,NA,NA,-0.33880017,NA,NA,NA,NA,NA,NA,NA,NA,-0.4099164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.44690166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bosentan,1,2,0.5,Endothelin receptor antagonist,NA,NA,NA,NA,NA,NA,NA,NA,-0.42456599,NA,NA,NA,NA,0.439953,NA,NA,NA,NA,NA,NA,NA,NA,-0.4466621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Droperidol,4,2,2,Dopamine receptor antagonist,NA,NA,NA,0.3394524,NA,NA,-0.43316354,0.35543644,NA,NA,NA,NA,-0.44653803,NA,0.48235064,NA,NA,NA,NA,NA,NA,NA,0.42004194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Istaroxime (hydrochloride),0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.44634622,-0.36592469,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3965015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.41307846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kinetin Riboside,2,4,0.5,Apoptosis stimulant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43647118,NA,NA,NA,NA,NA,NA,-0.35991744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35575322,NA,NA,NA,-0.4065318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35611505,-0.44630311,NA,NA,NA,NA,NA,NA
(S)-Tipifarnib,5,4,1.25,Farnesyltransferase inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,0.40986995,NA,NA,0.44279007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.44601401,NA,NA,-0.61666734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35637601,NA,NA,NA,NA,NA,NA,NA,-0.43459921,NA,NA,NA,NA,-0.35405014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.50623162,NA,NA,NA,NA,NA,0.42285009,NA
Flunisolide,2,4,0.5,Glucocorticoid receptor agonist,NA,NA,NA,-0.49610281,NA,NA,NA,NA,0.38145749,NA,NA,NA,NA,NA,-0.44592555,NA,NA,NA,NA,NA,NA,NA,0.45397559,-0.5343157,NA,NA,NA,NA,NA,NA,-0.39079478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
salsoline,0,4,0,NA,NA,NA,NA,-0.36927715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.445758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.41740795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.34894737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Decitabine,5,8,0.625,DNA methyltransferase inhibitor,NA,NA,NA,-0.38354851,NA,NA,-0.54767992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.44574656,0.43106948,NA,-0.3935031,0.34029901,NA,NA,NA,NA,NA,NA,-0.51257325,NA,NA,-0.4584742,NA,NA,NA,0.49818811,NA,NA,NA,NA,NA,-0.35116234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44092523,NA,NA,NA,0.37760082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3653357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quinapril,1,2,0.5,Angiotensin converting enzyme inhibitor,NA,NA,NA,-0.43771433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49766749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.44554656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acarbose,0,4,0,Maltase-glucoamylase inhibitor|Pancreatic alpha-amylase inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.33884694,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.44552136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.41287947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acarbose,0,4,0,Glucosidase inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.499176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rizatriptan,3,3,1,Serotonin receptor agonist,NA,NA,NA,0.32257961,NA,NA,NA,NA,-0.36490108,NA,NA,NA,0.33200959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.44536039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.39292248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33582456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cefaclor,0,2,0,Bacterial cell wall synthesis inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35558437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.44528883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brivanib,1,2,0.5,FGFR inhibitor|VEGFR inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,-0.51120014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.44507845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41807094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tioconazole,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.44478876,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3620068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.39880358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36844392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rolipram,1,5,0.2,Phosphodiesterase inhibitor,NA,NA,NA,NA,NA,0.35022635,NA,NA,-0.44453098,NA,NA,NA,NA,-0.40910855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.47111971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.39555173,NA,NA,NA,NA,NA,-0.37741787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pictilisib,10,2,5,PI3K inhibitor,NA,NA,NA,NA,NA,0.37705839,NA,NA,NA,NA,NA,NA,0.39305519,NA,-0.44423595,NA,0.43688919,NA,0.34616037,0.47231255,NA,0.48110369,0.35025191,0.49668788,0.39205855,NA,NA,NA,NA,NA,0.41863377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.66380517000000006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WHI-P97,7,3,2.33333333,EGFR inhibitor|JAK inhibitor|Leukotriene inhibitor|Mediator release inhibitor,NA,NA,NA,NA,NA,-0.40113516,0.447146,NA,NA,NA,NA,NA,NA,-0.44419505,NA,NA,NA,NA,0.42025251,NA,NA,-0.41766943,NA,NA,0.45185276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40134589,NA,NA,NA,NA,0.59401414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38266443,NA,NA,NA,NA,NA,NA,0.38335673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mirodenafil (dihydrochloride),2,2,1,NA,NA,NA,NA,0.48307512,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.34259181,NA,NA,NA,NA,NA,NA,NA,NA,0.54806977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.44380229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Droxinostat,1,1,1,HDAC inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.44369961,NA,NA,NA,NA,NA,NA,NA,NA,0.32159506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iniparib,5,6,0.83333333,PARP inhibitor,NA,NA,NA,0.51433596,NA,-0.38173494,NA,NA,NA,NA,NA,NA,0.52879812,-0.43285352,-0.55984918,NA,NA,NA,NA,NA,NA,NA,0.462208,0.41837882,NA,NA,NA,NA,NA,NA,-0.37654355,NA,NA,NA,NA,NA,-0.44325079,NA,NA,NA,NA,NA,NA,0.53510008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.45238879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aripiprazole,1,3,0.33333333,Serotonin receptor agonist|Serotonin receptor antagonist,NA,NA,NA,-0.40451211,NA,NA,NA,NA,NA,NA,NA,NA,-0.44292888,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.32774147,0.36495997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUTORPHANOL-(+)-TARTRATE (DEA license),1,4,0.25,Kappa opioid receptor partial agonist|Mu opioid receptor partial agonist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.40635551,NA,NA,NA,NA,NA,NA,NA,NA,-0.39590855,-0.44260075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.32557661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36732035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methixene,2,1,2,Acetylcholine receptor antagonist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4101533,0.46532074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.44219422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MW-STK33-97,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.42155927,NA,NA,NA,NA,-0.44197299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Graveoline,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.44177623,NA,NA,NA,0.45065664,NA,NA,NA,NA,NA,NA,NA,0.37968609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodomyrtoxin,0,2,0,Cytotoxic agent|DNA intercalator,NA,NA,NA,-0.4544736,NA,NA,NA,NA,NA,NA,NA,NA,-0.44118516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylnaltrexone (Bromide),1,1,1,NA,NA,NA,NA,0.4074639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.44101285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lenvatinib (E7080),2,3,0.66666667,Vascular endothelial growth factor receptor inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49813343,-0.4404855,NA,NA,NA,NA,NA,NA,NA,NA,0.44260338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36662585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.40618739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fraxetin,1,2,0.5,Antioxidant,NA,NA,NA,NA,NA,0.35793935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.44042993,NA,NA,NA,NA,NA,NA,NA,-0.40604707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Merbarone,1,2,0.5,NA,NA,NA,NA,-0.33449194,NA,NA,NA,NA,NA,NA,NA,NA,0.48305693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.44030444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fenobam,0,4,0,Glutamate receptor antagonist,NA,NA,NA,-0.44019855,NA,NA,NA,NA,-0.41367095,NA,NA,NA,-0.36574289,-0.37191956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dibenzepin,0,2,0,Norepinephrine reuptake inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.40431939,NA,NA,NA,NA,NA,NA,-0.4399953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tiagabine,0,2,0,GABA uptake inhibitor,NA,NA,NA,-0.51075922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.43865921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
(E)-5-((4-((2-Carboxyethyl)carbamoyl)phenyl)diazenyl)-2-hydroxybenzoic acid,2,1,2,Cyclooxygenase inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,0.40724385,NA,NA,NA,NA,-0.43802788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36173413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Caffeine,0,4,0,Adenosine receptor antagonist|Phosphodiesterase inhibitor,NA,NA,NA,-0.3670037,NA,NA,-0.42840382,NA,NA,NA,NA,NA,NA,NA,-0.42917156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.43782713,NA,NA,NA,NA,NA,NA,NA,NA
Alimta,0,4,0,Dihydrofolate reductase inhibitor|Thymidylate synthase inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.43764786,NA,NA,NA,NA,NA,-0.35739779,NA,NA,NA,NA,NA,NA,NA,-0.32849477,NA,NA,NA,NA,NA,NA,NA,NA,-0.32464977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ornidazole,1,3,0.33333333,Antiprotozoal agent,NA,NA,NA,-0.3667244,NA,NA,NA,NA,-0.43748921,NA,NA,NA,NA,-0.36760414,NA,NA,NA,NA,NA,NA,NA,NA,0.36107695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
