compound,num_concordant,num_discordant,ratio,mechanism,RMGI,EFO27,RMUGS,HA1E,SNGM,HEPG2,NPC,SKB,VCAP,SKLU1,COV644,HEC108,MCF7,A375,HCC515,MDAMB231,LNCAP,BT20,MCF10A,HME1,ASC,SKBR3,HT29,PC3,HS578T,SW620,SW480,CORL23,OV7,THP1,A549,HCT116,LOVO,CD34,NOMO1,PHH,NPC.TAK,HUVEC,HEK293T,RKO,PL21,ASC.C,SKL,HELA,SW948,SNU1040,TYKNU,NCIH1694,AGS,HUH7,DV90,SKMEL1,U937,T3M10,YAPC,NCIH2073,MDST8,NKDBA,NEU,HL60,SNUC4,U266,HUES3,SKL.C,HCC15,A673,WSUDLCL2,SNUC5,SKMEL28,NCIH1836,NPC.CAS9,H1299,JHUEM2,FIBRNPC,NCIH508,NCIH596,SKM1,MNEU.E,JURKAT,HT115,CL34,HS27A
Alpelisib,1,3,0.33333333,PI3-kinase p110-alpha subunit inhibitor,NA,NA,NA,NA,NA,-0.52617567,NA,NA,NA,NA,NA,NA,-0.47228365,NA,NA,NA,NA,-0.37586023,NA,NA,NA,NA,NA,NA,0.43465411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
(Z)-Guggulsterone,1,1,1,Estrogen receptor agonist|FXR antagonist|Progesterone receptor agonist,NA,NA,NA,NA,NA,NA,NA,NA,0.39156653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.37584838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chlorambucil,2,3,0.66666667,DNA inhibitor,NA,NA,NA,0.39207311,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.34577524,NA,NA,NA,NA,NA,NA,NA,NA,0.43311941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.37402089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3330236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acivicin,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.37395115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39285741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42498918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tonabersat,3,1,3,NA,NA,NA,NA,0.45286993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44256523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47900643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3736593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Apitolisib (gdc-0980, rg7422)",1,8,0.125,PI3K inhibitor|mTOR inhibitor,NA,NA,NA,-0.55595655,NA,NA,NA,NA,NA,NA,NA,NA,-0.38679023,-0.50685275,0.43106156,-0.67643751,NA,NA,-0.49085063,NA,NA,-0.43013133,-0.37324521,NA,-0.41740823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vanoxerine,2,3,0.66666667,Dopamine uptake inhibitor,NA,NA,NA,0.58163641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3727253,NA,NA,NA,NA,NA,NA,-0.57492702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.45738396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40910772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dipraglurant,1,1,1,Metabotropic glutamate receptor 5 modulator,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.37242311,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47040681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Metergoline,1,1,1,Dopamine receptor agonist|Serotonin receptor antagonist,NA,NA,NA,0.4137149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.37100705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dactolisib,13,9,1.44444444,MTOR inhibitor|PI3K inhibitor,NA,NA,NA,-0.41554806,NA,NA,NA,NA,NA,NA,NA,NA,-0.54051065,-0.51965758,NA,0.44438254,NA,NA,0.40260669,NA,NA,-0.5152924,-0.40347589,-0.37066899,-0.4744567,0.33783885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43906822,NA,NA,NA,-0.62136049,0.4324542,NA,NA,NA,0.48105368,NA,NA,NA,0.33593865,NA,NA,-0.40178003,0.49269796,NA,0.33015741,NA,NA,NA,NA,NA,NA,0.49375299,NA,NA,NA,NA,NA,0.40334529,NA,0.34043695,0.33550201,NA,NA,NA,NA,NA,NA,NA
Glimepiride,2,1,2,Insulin secretagogue,NA,NA,NA,NA,NA,NA,0.42775117,0.48398767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.37060802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quipazine,0,2,0,Serotonin receptor agonist,NA,NA,NA,-0.36876568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.44141223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rimonabant,4,2,2,Cannabinoid receptor antagonist,NA,NA,NA,NA,NA,NA,0.38477276,NA,NA,NA,NA,NA,-0.33212075,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36812273,0.5811064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44388297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33071702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pyrazolanthrone,8,3,2.66666667,JNK inhibitor,NA,NA,NA,-0.3487592,NA,NA,-0.36779123,0.55259053,-0.42482119,NA,NA,NA,NA,0.34887256,NA,0.52732479,NA,0.58316223,0.50553144,0.43907163,0.46269382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41184329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estriol,2,2,1,Estrogen receptor agonist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53662034,NA,-0.38978663,NA,NA,NA,NA,NA,0.42935643,NA,-0.36775444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evodiamine,2,2,1,ATPase inhibitor|TRPV agonist,NA,NA,NA,-0.40287516,NA,NA,NA,NA,0.39465961,NA,NA,NA,0.42104796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36756551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
atorvastatin,3,2,1.5,HMGCR inhibitor,NA,NA,NA,NA,NA,0.39381908,NA,NA,0.39904003,NA,NA,NA,0.48256288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36748415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.40223955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oxindole I,0,2,0,VEGFR inhibitor,NA,NA,NA,-0.36720214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.49432221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quinidine Gluconate,0,3,0,Sodium channel blocker,NA,NA,NA,-0.54668852,NA,NA,-0.36633058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4235663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vardenafil,0,3,0,Phosphodiesterase inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.34052835,-0.36627459,-0.35586588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Azathioprine,1,4,0.25,Dehydrogenase inhibitor,NA,NA,NA,-0.36392011,NA,NA,NA,NA,NA,NA,NA,NA,-0.56649598,0.3777771,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36618159,NA,NA,NA,NA,NA,NA,-0.38541793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sn-Glycero-3-phosphocholine,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.64260358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36605388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apomorphine,1,1,1,D2-like dopamine receptor agonist,NA,NA,NA,-0.36581668,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4732053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aliskiren,1,1,1,Antihypertensive agent|Peptidase inhibitor|Protease inhibitor|Renin inhibitor,NA,NA,NA,-0.36442271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46926124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Linsitinib,4,2,2,IGF-1 inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.45148825,NA,0.49727073,0.60253945,NA,0.36777246,NA,NA,NA,-0.36437767,NA,NA,0.42455478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dexniguldipine,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47777168,0.32706257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36430331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amiodarone,10,2,5,HERG blocker,NA,NA,NA,0.40710481,NA,NA,NA,-0.36400601,NA,NA,NA,0.52530914,NA,0.51841459,0.49669535,NA,NA,NA,NA,NA,NA,NA,-0.59099153,0.45568769,NA,NA,NA,NA,NA,NA,0.38836296,NA,NA,NA,NA,NA,NA,NA,NA,0.6623123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41210963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47695975,NA,NA,NA,NA,NA,NA,0.46813928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UREA,1,1,1,NA,NA,NA,NA,0.41528773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36384914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iniparib,2,4,0.5,PARP inhibitor,NA,NA,NA,-0.38635427,NA,NA,NA,NA,NA,NA,NA,NA,-0.36375961,NA,-0.50033788,NA,NA,NA,NA,NA,NA,NA,0.60544251,0.42838722,NA,NA,NA,NA,NA,NA,-0.43714190000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Valproic acid,4,4,1,Succinate semialdehyde dehydrogenase inhibitor,0.36323602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39382178,-0.35031838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.71228769,NA,-0.4351533,NA,NA,NA,NA,NA,NA,NA,NA,-0.32403849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36367482,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57404927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apafant,1,1,1,Platelet activating factor receptor antagonist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36319302999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45264457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alvocidib,11,1,11,CDK inhibitor,NA,NA,NA,0.43709264,NA,0.45488906,NA,NA,NA,NA,NA,NA,0.42391752,0.56497606,-0.36282997,NA,0.54028705,0.58138335,0.54042394,NA,NA,0.33446304,0.48263149,NA,0.55271595,NA,NA,NA,NA,NA,0.5307723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tegobuvir,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36219463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3516629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Canertinib,11,2,5.5,EGFR inhibitor,NA,NA,NA,0.39227973,NA,NA,NA,0.56563059,NA,NA,NA,NA,0.59048819,NA,-0.6978906,0.41410658,NA,0.60209893,0.42447319,0.41728363,0.46794966,0.49285891,NA,NA,0.51692642,NA,NA,NA,NA,NA,0.4907652,NA,NA,NA,NA,-0.36192487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vemurafenib,10,5,2,RAF inhibitor,0.40282294,NA,NA,-0.36179581,NA,-0.44340324,NA,NA,-0.45146795,NA,NA,NA,0.5414175,0.57971904,NA,NA,NA,0.52850717,0.38267273,NA,NA,NA,0.52827069,-0.46066238,NA,NA,NA,NA,NA,NA,NA,-0.44675962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41019288,0.35581076,NA,NA,NA,0.47044959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.50531893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tracazolate,1,1,1,GABA receptor modulator,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4129382,NA,NA,NA,NA,-0.36072192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rocuronium Bromide,4,1,4,NA,NA,NA,NA,0.40825139,NA,NA,NA,NA,NA,NA,NA,NA,0.46617463,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43722695,0.40637908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36069952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Minoxidil,2,4,0.5,KATP activator|Kir6 channel (KATP) activator|Vasodilator,NA,NA,NA,-0.36062925,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.34162227,NA,NA,NA,NA,NA,NA,NA,NA,-0.57079301,0.46616957,NA,NA,NA,NA,NA,0.41142281000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.43061206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rabusertib,0,3,0,Serine/threonine-protein kinase Chk1  inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.53060001,NA,NA,NA,NA,-0.60243347,NA,NA,-0.35981609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mitiglinide calcium,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40989585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35921782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cortisone-acetate,0,2,0,Tubulin inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.45075042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35897065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Licarbazepine,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.40971777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.39156045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35835367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dexibuprofen,1,1,1,Cyclooxygenase inhibitor,NA,NA,NA,-0.35759175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44709225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L-Sulforaphane,3,6,0.5,Anticancer agent|Aryl hydrocarbon receptor antagonist,NA,NA,NA,NA,NA,NA,NA,NA,0.52278195,NA,NA,NA,-0.51926821,0.45136,-0.48322025,NA,NA,NA,NA,NA,NA,NA,NA,-0.46479599,NA,NA,NA,NA,NA,NA,-0.4674867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35756207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.71143923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43894403,NA,NA,NA,NA,NA,NA,NA
Nefopam,4,1,4,Cyclooxygenase inhibitor,NA,NA,NA,NA,NA,0.39097348,NA,NA,NA,NA,NA,NA,0.42665129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44344649,NA,NA,NA,NA,NA,NA,-0.35736164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39858457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iobenguane,1,1,1,Antineoplastic agent,NA,NA,NA,NA,NA,NA,NA,-0.35711103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37677603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
