compound,num_concordant,num_discordant,ratio,mechanism,RMGI,EFO27,RMUGS,HA1E,SNGM,HEPG2,NPC,SKB,VCAP,SKLU1,COV644,HEC108,MCF7,A375,HCC515,MDAMB231,LNCAP,BT20,MCF10A,HME1,ASC,SKBR3,HT29,PC3,HS578T,SW620,SW480,CORL23,OV7,THP1,A549,HCT116,LOVO,CD34,NOMO1,PHH,NPC.TAK,HUVEC,HEK293T,RKO,PL21,ASC.C,SKL,HELA,SW948,SNU1040,TYKNU,NCIH1694,AGS,HUH7,DV90,SKMEL1,U937,T3M10,YAPC,NCIH2073,MDST8,NKDBA,NEU,HL60,SNUC4,U266,HUES3,SKL.C,HCC15,A673,WSUDLCL2,SNUC5,SKMEL28,NCIH1836,NPC.CAS9,H1299,JHUEM2,FIBRNPC,NCIH508,NCIH596,SKM1,MNEU.E,JURKAT,HT115,CL34,HS27A
Latrunculin B,2,3,0.66666667,Actin polymerization inhibitor|Unidentified pharmacological activity,NA,NA,NA,-0.36763651,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54195242,NA,NA,NA,NA,NA,NA,-0.37698252,NA,0.38327257,NA,NA,NA,NA,NA,NA,NA,-0.42517712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R(+)-Terguride,1,1,1,Dopamine receptor agonist|Serotonin receptor antagonist,NA,NA,NA,NA,NA,NA,NA,-0.367401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4610358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tamibarotene,1,3,0.33333333,Retinoid receptor agonist,NA,NA,NA,NA,NA,NA,NA,NA,-0.35473738,NA,NA,NA,-0.36724522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.32718075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37721779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Donitriptan hydrochloride,2,1,2,G protein-coupled receptor 44 antagonist|Serotonin 1b (5-HT1b) receptor agonist (Serotonin 1b|Serotonin 1d (5-HT1d) receptor agonist (Serotonin 1d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35584891,0.45339635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36692527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Etravirine (TMC125),1,2,0.5,Human immunodeficiency virus type 1 reverse transcriptase inhibitor,NA,NA,NA,-0.36656863,NA,NA,NA,NA,NA,NA,NA,NA,0.43328616,-0.38150927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Semaxanib,0,6,0,VEGFR inhibitor,NA,NA,NA,-0.45131092,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.41705181,-0.36925802,NA,NA,NA,NA,NA,NA,NA,-0.36645694,-0.47152622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.41010431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Danusertib,4,2,2,Aurora kinase inhibitor|Growth factor receptor inhibitor,NA,NA,NA,0.54966977,NA,0.51653549,NA,NA,NA,NA,NA,NA,0.44617151,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32209942,-0.36604938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.46542836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Valproic acid,2,2,1,Succinate semialdehyde dehydrogenase inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,0.51719058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3660204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36234497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36514907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
atorvastatin,3,2,1.5,HMGCR inhibitor,NA,NA,NA,NA,NA,0.37323831,NA,NA,NA,NA,NA,NA,NA,-0.32656737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53134694,NA,NA,NA,NA,NA,-0.36600544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37829578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zaprinast,1,1,1,Phosphodiesterase inhibitor,NA,NA,NA,0.38448234,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36492956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dactinomycin,0,2,0,RNA polymerase inhibitor,NA,NA,NA,-0.34554142,NA,-0.36315434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isotretinoin,2,1,2,Retinoic acid receptor agonist,NA,NA,NA,NA,NA,NA,NA,NA,0.40851326,NA,NA,NA,-0.36292306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3686663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Falnidamol,1,6,0.16666667,EGFR inhibitor|Tyrosine kinase inhibitor,NA,NA,NA,0.3883846,NA,NA,NA,NA,NA,NA,NA,NA,-0.3627847,NA,-0.46306498,NA,NA,NA,NA,NA,NA,NA,-0.34032399,-0.37881697,NA,NA,NA,NA,NA,NA,-0.49030624,NA,NA,NA,NA,-0.36038068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palovarotene,3,1,3,Retinoic acid receptor gamma agonist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3625693,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4029937,0.40456566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46378174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Manumycin-A,9,3,3,Farnesyltransferase inhibitor|NFkB pathway inhibitor,NA,NA,0.39161364,NA,NA,0.45371274,NA,NA,NA,NA,NA,NA,-0.37953545,0.33606099,NA,NA,NA,NA,NA,NA,NA,NA,-0.3618474,0.44655794,NA,NA,NA,NA,NA,NA,NA,NA,0.37775157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33049368,0.39900824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.38130426,NA,NA,NA,NA,NA,0.43564707,0.54305604,NA,NA,NA,NA,NA,NA
"D,L Carbidopa",0,2,0,Aromatic L-amino acid decarboxylase inhibitor,NA,NA,NA,-0.34642627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36180352,NA,NA,NA,NA,NA,NA,NA,NA
Clomipramine,1,3,0.33333333,Serotonin transporter inhibitor,NA,NA,NA,-0.36230454,NA,NA,0.35986762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36156974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35877492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I-BET151,7,2,3.5,NA,NA,NA,NA,NA,NA,-0.36101179,NA,NA,NA,NA,NA,NA,-0.34305387,NA,NA,NA,NA,NA,NA,0.3743246,0.383332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42977526,NA,NA,NA,0.48416109,0.38152182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.50774483,NA,NA,NA,NA,0.472083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bromopyruvate,0,4,0,Hexokinase inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36047741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.48718363,NA,NA,NA,NA,-0.39665831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.38075562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gemcitabine,5,4,1.25,Ribonucleotide reductase inhibitor,NA,NA,NA,-0.42191309,NA,NA,NA,NA,0.52996298,NA,NA,NA,0.43343515,0.49885066,NA,NA,NA,NA,NA,NA,NA,NA,0.45429489,-0.36044052,NA,NA,NA,NA,NA,NA,0.60339033,NA,-0.53542351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.73168654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seliciclib,6,4,1.5,CDK inhibitor,NA,NA,NA,-0.36035911,NA,0.36836335,NA,NA,NA,NA,NA,NA,-0.45760595,0.37040449,NA,NA,NA,0.4413955,0.47492403,NA,NA,0.37578618,NA,-0.45620914,-0.51611074,NA,NA,NA,NA,NA,0.40415288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Meadacid,1,1,1,KPL-1 tumor suppressor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47364857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35998113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bosutinib,5,8,0.625,Abl kinase inhibitor|Bcr-Abl kinase inhibitor|Src inhibitor,NA,NA,NA,-0.52782052,NA,NA,NA,NA,NA,NA,NA,NA,0.37743881,-0.44928859,-0.35996171,NA,NA,NA,NA,-0.3758638,NA,NA,NA,-0.51081441,NA,NA,NA,NA,NA,NA,-0.3857997,NA,NA,NA,NA,NA,0.54384108,NA,NA,NA,NA,0.50404167,NA,0.58117481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35948453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36072588,NA,NA,NA,NA,NA,NA,-0.40079135,NA,NA,NA,NA
Imipramine,0,4,0,Serotonin transporter inhibitor|Norepinephrine transporter inhibitor,NA,NA,NA,-0.49958313,NA,NA,NA,NA,NA,NA,NA,NA,-0.49148517,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35912376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3370577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phenamil,1,1,1,TRPV antagonist,NA,NA,NA,NA,NA,NA,NA,NA,-0.35867687,NA,NA,NA,0.34993327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Retapamulin,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35862858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.45155152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZIDOVUDINE [AZT],2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35788854,0.4419781,NA,NA,NA,NA,NA,NA,NA,NA,-0.33754471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35600753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pimecrolimus,0,2,0,FK506-binding protein 1A inhibitor,NA,NA,NA,-0.35739272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36755982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Losmapimod,2,1,2,MAP kinase p38 alpha inhibitor|MAP kinase p38 beta inhibitor,NA,NA,NA,0.38453008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35717496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40239262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aristolochic acid,0,2,0,Phospholipase inhibitor,NA,NA,NA,-0.35690786,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.39068921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nadolol,0,2,0,Adrenergic receptor antagonist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.38673057,NA,NA,NA,NA,NA,NA,NA,NA,-0.3566856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vandetanib,1,12,0.08333333,Ephrin receptor inhibitor|Epidermal growth factor receptor inhibitor|Tyrosine-protein kinase BRK inhibitor|Tyrosine-protein kinase receptor RET inhibitor|Tyrosine-protein kinase SRC inhibitor|Tyrosine-protein kinase TIE-2 inhibitor|Vascular endothelial growth factor receptor inhibitor,NA,NA,NA,NA,NA,-0.49331647,-0.40984182,NA,NA,NA,NA,NA,NA,0.35778725,-0.35887935,NA,NA,NA,NA,-0.37786124,NA,NA,NA,-0.47024687,NA,NA,NA,NA,NA,NA,-0.42604937,NA,NA,-0.35660756,NA,NA,NA,NA,NA,NA,NA,NA,-0.39372312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.52326,NA,NA,NA,NA,NA,NA,NA,NA,-0.41522196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.42917081,-0.36189662,NA,NA,NA
Nicotine,1,1,1,Acetylcholine receptor agonist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41515631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35656822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HYDROXYUREA,1,1,1,Ribonucleoside-diphosphate reductase RR1 inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35592888,NA,NA,NA,NA,NA,NA,NA,NA,0.42793666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pasireotide (ditrifluoroacetate),0,4,0,NA,NA,NA,NA,-0.41184582,NA,NA,NA,NA,NA,NA,NA,NA,-0.46096318,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.39546778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35590907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Veliparib,4,9,0.44444444,PARP inhibitor,NA,NA,-0.48546737,NA,NA,0.52231635,NA,NA,NA,NA,NA,NA,-0.46988339,-0.47049053,NA,NA,NA,NA,NA,-0.375437,-0.35986258,NA,0.3530966,0.36654699,NA,NA,NA,NA,NA,NA,-0.49185865,NA,NA,-0.33995575,NA,NA,NA,NA,NA,-0.44952174,NA,-0.35586828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41028248,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moclobemide,1,2,0.5,Monoamine oxidase inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,0.36805369,NA,NA,NA,NA,-0.35523387,NA,NA,NA,NA,NA,NA,NA,NA,-0.49141792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brazilin,2,3,0.66666667,Nitric oxide production inhibitor,NA,NA,NA,-0.35469767,NA,0.33234235,NA,NA,NA,NA,NA,NA,-0.45540932,0.34519845,-0.39774037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Idebenone,0,2,0,Calcium channel modulator,NA,NA,NA,-0.33649536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35442757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Motesanib,2,3,0.66666667,KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,-0.39357887,NA,NA,NA,-0.33448092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56645805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35391271,NA,NA,NA,NA,0.39261035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phenothiazine,0,3,0,Dopamine receptor antagonist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35363925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.48271486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.49145568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alvocidib,6,4,1.5,CDK inhibitor,NA,NA,NA,-0.3534272,NA,NA,NA,NA,NA,NA,NA,NA,0.42168056,0.57731129,-0.35354899,NA,0.38328605,0.4104864,NA,-0.34220955,NA,NA,NA,-0.47159902,0.4260884,NA,NA,NA,NA,NA,0.42510993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bupivacaine,0,2,0,Sodium channel blocker,NA,NA,NA,-0.35349502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.34299007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phentolamine,2,1,2,Adrenergic receptor antagonist,NA,NA,NA,NA,NA,NA,0.34941753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40014409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35294591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zalcitabine,2,1,2,Nucleoside reverse transcriptase inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34467048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3592863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35291891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
