source,signatureid,compound,concentration,time,cellline,similarity,pValue,gene_direction,region,comparison,triple
entire_overall,LINCSCP_45970,Cladribine,10uM,24h,PC3,-0.39700332,0,none,NAC,entire_overall,PC3-24h-10uM
entire_overall,LINCSCP_168469,Ornidazole,10uM,24h,YAPC,-0.37576845,0,none,NAC,entire_overall,YAPC-24h-10uM
entire_overall,LINCSCP_47352,Cladribine,10uM,24h,PC3,-0.37316759,0,none,NAC,entire_overall,PC3-24h-10uM
entire_overall,LINCSCP_46091,Etoposide,10uM,24h,PC3,-0.36632107,0,none,NAC,entire_overall,PC3-24h-10uM
entire_overall,LINCSCP_47613,Irinotecan,10uM,24h,PC3,-0.3577929,0,none,NAC,entire_overall,PC3-24h-10uM
entire_overall,LINCSCP_17018,Iodoacetic acid,10uM,6h,HA1E,-0.35465476,0,none,NAC,entire_overall,HA1E-6h-10uM
entire_overall,LINCSCP_46824,Reversine,10uM,24h,PC3,-0.35238735,0,none,NAC,entire_overall,PC3-24h-10uM
entire_overall,LINCSCP_8053,Heliomycin,10uM,6h,A549,-0.3400169,0,none,NAC,entire_overall,A549-6h-10uM
entire_overall,LINCSCP_34704,Diloxanide Furoate,10uM,6h,MCF7,-0.33908467,0,none,NAC,entire_overall,MCF7-6h-10uM
entire_overall,LINCSCP_2352,Arundine,10uM,6h,A375,-0.33879409,0,none,NAC,entire_overall,A375-6h-10uM
entire_overall,LINCSCP_154195,Irinotecan,3.33uM,24h,PC3,-0.33740743,0,none,NAC,entire_overall,PC3-24h-3.33uM
entire_overall,LINCSCP_269273,Raltitrexed,10uM,24h,PC3,-0.33215626,0,none,NAC,entire_overall,PC3-24h-10uM
entire_overall,LINCSCP_6564,Calmidazolium,10uM,6h,A549,-0.33100826,0,none,NAC,entire_overall,A549-6h-10uM
entire_overall,LINCSCP_44536,Colforsin,10uM,24h,PC3,-0.33058903,0,none,NAC,entire_overall,PC3-24h-10uM
entire_overall,LINCSCP_154350,Colforsin,10uM,24h,PC3,-0.32914467,0,none,NAC,entire_overall,PC3-24h-10uM
entire_overall,LINCSCP_46074,Carmofur,10uM,24h,PC3,-0.32776359,0,none,NAC,entire_overall,PC3-24h-10uM
entire_overall,LINCSCP_1861,Cladribine,10uM,6h,A375,-0.32338041,0,none,NAC,entire_overall,A375-6h-10uM
entire_overall,LINCSCP_154351,Colforsin,3.33uM,24h,PC3,-0.32200882,0,none,NAC,entire_overall,PC3-24h-3.33uM
entire_overall,LINCSCP_18588,"Tazac, Axid, Axid Ar, Nizatidine",10uM,24h,HCC515,-0.3191116,0,none,NAC,entire_overall,HCC515-24h-10uM
entire_overall,LINCSCP_153996,Fluorouracil,10uM,24h,PC3,-0.31894713,0,none,NAC,entire_overall,PC3-24h-10uM
entire_overall,LINCSCP_6544,Calmidazolium,10uM,6h,A549,-0.3165612,0,none,NAC,entire_overall,A549-6h-10uM
entire_overall,LINCSCP_14551,Penfluridol,10uM,6h,HA1E,-0.30932014,0,none,NAC,entire_overall,HA1E-6h-10uM
entire_overall,LINCSCP_404,Ambelline,10uM,6h,A375,-0.30928936,0,none,NAC,entire_overall,A375-6h-10uM
entire_overall,LINCSCP_153444,IB-MECA,10uM,24h,PC3,-0.30928052,0,none,NAC,entire_overall,PC3-24h-10uM
entire_overall,LINCSCP_45445,"Triazolothiadiazine, 31",10uM,24h,PC3,-0.30899452,0,none,NAC,entire_overall,PC3-24h-10uM
entire_overall,LINCSCP_6681,Nilotinib,10uM,6h,A549,-0.3033724,1e-20,none,NAC,entire_overall,A549-6h-10uM
entire_overall,LINCSCP_273385,Fludarabine,10uM,24h,PC3,-0.30257826,2e-20,none,NAC,entire_overall,PC3-24h-10uM
entire_overall,LINCSCP_155356,Alprostadil,3.33uM,24h,PC3,-0.30206364,2e-20,none,NAC,entire_overall,PC3-24h-3.33uM
entire_overall,LINCSCP_44669,etoposide,10uM,24h,PC3,-0.30118629,3e-20,none,NAC,entire_overall,PC3-24h-10uM
entire_overall,LINCSCP_155355,Alprostadil,10uM,24h,PC3,-0.30063406,3e-20,none,NAC,entire_overall,PC3-24h-10uM
entire_overall,LINCSCP_46189,Latrunculin B,10uM,24h,PC3,-0.3003956,3e-20,none,NAC,entire_overall,PC3-24h-10uM
entire_overall,LINCSCP_44238,Alprostadil,10uM,24h,PC3,-0.29936517,4e-20,none,NAC,entire_overall,PC3-24h-10uM
entire_overall,LINCSCP_43958,Hemado,10uM,24h,PC3,-0.29902215,5e-20,none,NAC,entire_overall,PC3-24h-10uM
entire_overall,LINCSCP_2487,vicriviroc,10uM,6h,A375,-0.29821797,6e-20,none,NAC,entire_overall,A375-6h-10uM
entire_overall,LINCSCP_7995,Prostratin,10uM,6h,A549,-0.29807989,6e-20,none,NAC,entire_overall,A549-6h-10uM
entire_overall,LINCSCP_158098,Dinoprost,3.33uM,24h,PC3,-0.29722788,8e-20,none,NAC,entire_overall,PC3-24h-3.33uM
entire_overall,LINCSCP_244952,Allopurinol,10uM,6h,MCF7,-0.29702475,9e-20,none,NAC,entire_overall,MCF7-6h-10uM
entire_overall,LINCSCP_179534,Ethamivan,10uM,6h,A375,-0.29614163,1.1e-19,none,NAC,entire_overall,A375-6h-10uM
entire_overall,LINCSCP_153847,"Forskolin, NKH477",3.33uM,24h,PC3,-0.29598765,1.2e-19,none,NAC,entire_overall,PC3-24h-3.33uM
entire_overall,LINCSCP_20679,Prostratin,10uM,6h,HCC515,-0.29547186,1.4e-19,none,NAC,entire_overall,HCC515-6h-10uM
entire_overall,LINCSCP_156840,Olaparib,10uM,24h,PC3,-0.29443719,1.9e-19,none,NAC,entire_overall,PC3-24h-10uM
entire_overall,LINCSCP_46053,Lorazepam,10uM,24h,PC3,-0.29392751,2.2e-19,none,NAC,entire_overall,PC3-24h-10uM
entire_overall,LINCSCP_169650,Cisapride,10uM,24h,YAPC,-0.29362053,2.4e-19,none,NAC,entire_overall,YAPC-24h-10uM
entire_overall,LINCSCP_46468,Floxuridine,10uM,24h,PC3,-0.29341586,2.5e-19,none,NAC,entire_overall,PC3-24h-10uM
entire_overall,LINCSCP_244721,Iopanoic acid,10uM,6h,MCF7,-0.29207113,3.7e-19,none,NAC,entire_overall,MCF7-6h-10uM
entire_overall,LINCSCP_153619,Clofarabine,3.33uM,24h,PC3,-0.29182731,4e-19,none,NAC,entire_overall,PC3-24h-3.33uM
entire_overall,LINCSCP_44197,Irinotecan,10uM,24h,PC3,-0.28797452,1.2e-18,none,NAC,entire_overall,PC3-24h-10uM
entire_overall,LINCSCP_19527,O-Demethylated Adapalene,10uM,6h,HCC515,-0.28793468,1.21e-18,none,NAC,entire_overall,HCC515-6h-10uM
entire_overall,LINCSCP_4318,Cercosporin,10uM,6h,A549,-0.28723306,1.48e-18,none,NAC,entire_overall,A549-6h-10uM
entire_overall,LINCSCP_46854,Lypressin,10uM,24h,PC3,-0.28632669,1.92e-18,none,NAC,entire_overall,PC3-24h-10uM
entire_overall,LINCSCP_10198,Gemcitabine,10uM,6h,A549,-0.28625622,1.96e-18,none,NAC,entire_overall,A549-6h-10uM
entire_overall,LINCSCP_66377,Wortmannin,10uM,6h,A375,-0.28560183,2.36e-18,none,NAC,entire_overall,A375-6h-10uM
entire_overall,LINCSCP_270846,Raltitrexed,10uM,24h,PC3,-0.28252959,5.58e-18,none,NAC,entire_overall,PC3-24h-10uM
entire_overall,LINCSCP_47351,Triamterene,10uM,24h,PC3,-0.28248255,5.66e-18,none,NAC,entire_overall,PC3-24h-10uM
entire_overall,LINCSCP_34702,Sarafloxacin,10uM,6h,MCF7,-0.28025499,1.051e-17,none,NAC,entire_overall,MCF7-6h-10uM
entire_overall,LINCSCP_46188,Latrunculin B,10uM,24h,PC3,-0.27960547,1.257e-17,none,NAC,entire_overall,PC3-24h-10uM
entire_overall,LINCSCP_214257,Bongkrekic acid,10uM,24h,HCC515,-0.27953736,1.281e-17,none,NAC,entire_overall,HCC515-24h-10uM
entire_overall,LINCSCP_46073,Latanoprost,10uM,24h,PC3,-0.27770536,2.119e-17,none,NAC,entire_overall,PC3-24h-10uM
entire_overall,LINCSCP_34738,Ronidazole,10uM,6h,MCF7,-0.27752719,2.225e-17,none,NAC,entire_overall,MCF7-6h-10uM
entire_overall,LINCSCP_244129,Fluoxetine,10uM,6h,MCF7,-0.27750215,2.24e-17,none,NAC,entire_overall,MCF7-6h-10uM
entire_overall,LINCSCP_2684,Fenoterol,10uM,6h,A375,-0.27542285,3.947e-17,none,NAC,entire_overall,A375-6h-10uM
entire_overall,LINCSCP_2144,Sepantronium,10uM,6h,A375,-0.27365947,6.355e-17,none,NAC,entire_overall,A375-6h-10uM
entire_overall,LINCSCP_2278,Palmitoyl Carnitine,10uM,6h,A375,-0.27188815,1.022e-16,none,NAC,entire_overall,A375-6h-10uM
entire_overall,LINCSCP_137458,Chlorambucil,0.12uM,24h,MCF7,-0.27105897,1.275e-16,none,NAC,entire_overall,MCF7-24h-0.12uM
entire_overall,LINCSCP_96995,ESTRAMUSTINE,10uM,24h,HA1E,-0.27046359,1.4938e-16,none,NAC,entire_overall,HA1E-24h-10uM
entire_overall,LINCSCP_18560,Skimmianine,10uM,24h,HCC515,-0.26931846,2.0234e-16,none,NAC,entire_overall,HCC515-24h-10uM
entire_overall,LINCSCP_5573,"Triazolothiadiazine, 7",10uM,6h,A549,-0.26854793,2.4797e-16,none,NAC,entire_overall,A549-6h-10uM
entire_overall,LINCSCP_20506,Entinostat,10uM,6h,HCC515,-0.26801738,2.8514e-16,none,NAC,entire_overall,HCC515-6h-10uM
entire_overall,LINCSCP_7704,Niclosamide,10uM,6h,A549,-0.26773602,3.0702e-16,none,NAC,entire_overall,A549-6h-10uM
entire_overall,LINCSCP_155625,Resminostat,3.33uM,24h,PC3,-0.2669562,3.7667e-16,none,NAC,entire_overall,PC3-24h-3.33uM
entire_overall,LINCSCP_18476,Pseudopelletierine,10uM,24h,HCC515,-0.26642823,4.3243e-16,none,NAC,entire_overall,HCC515-24h-10uM
entire_overall,LINCSCP_153618,Clofarabine,10uM,24h,PC3,-0.26453121,7.0832e-16,none,NAC,entire_overall,PC3-24h-10uM
entire_overall,LINCSCP_2364,Pregnenolone,10uM,6h,A375,-0.26438684,7.353e-16,none,NAC,entire_overall,A375-6h-10uM
entire_overall,LINCSCP_244691,Octopamine,10uM,6h,MCF7,-0.264028,8.0684e-16,none,NAC,entire_overall,MCF7-6h-10uM
entire_overall,LINCSCP_5840,Tegaserod,10uM,6h,A549,-0.26177206,1.44172e-15,none,NAC,entire_overall,A549-6h-10uM
entire_overall,LINCSCP_153702,Lintitript,10uM,24h,PC3,-0.26171507,1.46291e-15,none,NAC,entire_overall,PC3-24h-10uM
entire_overall,LINCSCP_178880,Amiloride,10uM,6h,A375,-0.26155359,1.52463e-15,none,NAC,entire_overall,A375-6h-10uM
entire_overall,LINCSCP_7165,Ouabain,10uM,6h,A549,-0.26059307,1.94834e-15,none,NAC,entire_overall,A549-6h-10uM
entire_overall,LINCSCP_6254,Sepantronium,10uM,6h,A549,-0.2603628,2.06601e-15,none,NAC,entire_overall,A549-6h-10uM
entire_overall,LINCSCP_47330,Fludarabine,10uM,24h,PC3,-0.25976342,2.40604e-15,none,NAC,entire_overall,PC3-24h-10uM
entire_overall,LINCSCP_14945,Menadione,10uM,6h,HA1E,-0.25974754,2.41576e-15,none,NAC,entire_overall,HA1E-6h-10uM
entire_overall,LINCSCP_161240,REGADENOSON,10uM,24h,PC3,-0.25963841,2.48361e-15,none,NAC,entire_overall,PC3-24h-10uM
entire_overall,LINCSCP_3070,Azacitidine,10uM,6h,A375,-0.25730069,4.48134e-15,none,NAC,entire_overall,A375-6h-10uM
entire_overall,LINCSCP_37759,Methiazole,10uM,6h,MCF7,-0.25644324,5.55621e-15,none,NAC,entire_overall,MCF7-6h-10uM
entire_overall,LINCSCP_91369,FAMPRIDINE,10uM,24h,HA1E,-0.2562856,5.77972e-15,none,NAC,entire_overall,HA1E-24h-10uM
entire_overall,LINCSCP_44057,Purmorphamine,10uM,24h,PC3,-0.25513985,7.69215e-15,none,NAC,entire_overall,PC3-24h-10uM
entire_overall,LINCSCP_2319,Emend,10uM,6h,A375,-0.25326187,1.225165e-14,none,NAC,entire_overall,A375-6h-10uM
entire_overall,LINCSCP_7126,Cucurbitacin I,10uM,6h,A549,-0.25192133,1.704043e-14,none,NAC,entire_overall,A549-6h-10uM
entire_overall,LINCSCP_483,Dihomo-Gamma-Linolenic acid,10uM,6h,A375,-0.25161275,1.837999e-14,none,NAC,entire_overall,A375-6h-10uM
entire_overall,LINCSCP_16715,Quisinostat,10uM,6h,HA1E,-0.25108664,2.090617e-14,none,NAC,entire_overall,HA1E-6h-10uM
entire_overall,LINCSCP_7642,Cymarin,10uM,6h,A549,-0.25079324,2.245999e-14,none,NAC,entire_overall,A549-6h-10uM
entire_overall,LINCSCP_66402,Wortmannin,10uM,6h,A375,-0.25074115,2.274747e-14,none,NAC,entire_overall,A375-6h-10uM
entire_overall,LINCSCP_174557,Floxuridine,10uM,24h,YAPC,-0.250561,2.376978e-14,none,NAC,entire_overall,YAPC-24h-10uM
entire_overall,LINCSCP_46683,Calmidazolium,10uM,24h,PC3,-0.24871942,3.718208e-14,none,NAC,entire_overall,PC3-24h-10uM
entire_overall,LINCSCP_394,Benzamil,10uM,24h,A375,-0.24672221,6.015673e-14,none,NAC,entire_overall,A375-24h-10uM
entire_overall,LINCSCP_136553,FAMPRIDINE,0.12uM,24h,MCF7,-0.24626216,6.716652e-14,none,NAC,entire_overall,MCF7-24h-0.12uM
entire_overall,LINCSCP_162273,Cladribine,3.33uM,24h,PC3,-0.24568801,7.704733e-14,none,NAC,entire_overall,PC3-24h-3.33uM
entire_overall,LINCSCP_18541,Bemegride,10uM,24h,HCC515,-0.24464545,9.876419e-14,none,NAC,entire_overall,HCC515-24h-10uM
entire_overall,LINCSCP_33519,Linoleamide,10uM,6h,MCF7,-0.24351622,1.2907491e-13,none,NAC,entire_overall,MCF7-6h-10uM
entire_overall,LINCSCP_18487,Remacemide,10uM,24h,HCC515,-0.24325469,1.3730291e-13,none,NAC,entire_overall,HCC515-24h-10uM
entire_overall,LINCSCP_20706,Tetrahydrobiopterin,10uM,6h,HCC515,-0.24201503,1.8385027e-13,none,NAC,entire_overall,HCC515-6h-10uM
entire_overall,LINCSCP_47463,Amethopterin,10uM,24h,PC3,-0.24117596,2.2380915e-13,none,NAC,entire_overall,PC3-24h-10uM
entire_overall,LINCSCP_178801,Lidocaine,10uM,6h,A375,-0.2407481,2.4734826e-13,none,NAC,entire_overall,A375-6h-10uM
entire_overall,LINCSCP_18470,Mesoridazine,10uM,24h,HCC515,-0.24042976,2.6642062e-13,none,NAC,entire_overall,HCC515-24h-10uM
entire_overall,LINCSCP_8009,Lanacordin,10uM,6h,A549,-0.23923202,3.5198608e-13,none,NAC,entire_overall,A549-6h-10uM
entire_overall,LINCSCP_91285,Riluzole,10uM,24h,HA1E,-0.23871122,3.9711332e-13,none,NAC,entire_overall,HA1E-24h-10uM
entire_overall,LINCSCP_47543,Methotrexate,10uM,24h,PC3,-0.23740543,5.3669346e-13,none,NAC,entire_overall,PC3-24h-10uM
entire_overall,LINCSCP_7723,Bufalin,10uM,6h,A549,-0.23721372,5.6087461e-13,none,NAC,entire_overall,A549-6h-10uM
entire_overall,LINCSCP_214307,Vesamicol,10uM,24h,HCC515,-0.23712669,5.7220163e-13,none,NAC,entire_overall,HCC515-24h-10uM
entire_overall,LINCSCP_1060,Fatostatin,10uM,6h,A375,-0.23681786,6.1423464e-13,none,NAC,entire_overall,A375-6h-10uM
entire_overall,LINCSCP_34547,Felodipine,10uM,6h,MCF7,-0.23678393,6.1903368e-13,none,NAC,entire_overall,MCF7-6h-10uM
entire_overall,LINCSCP_154799,ITRACONAZOLE HYDROCHLORIDE,10uM,24h,PC3,-0.23493508,9.4422807e-13,none,NAC,entire_overall,PC3-24h-10uM
entire_overall,LINCSCP_137776,Griseofulvin,0.12uM,24h,MCF7,-0.23477774,9.7861149e-13,none,NAC,entire_overall,MCF7-24h-0.12uM
entire_overall,LINCSCP_6633,Ruxolitinib,10uM,6h,A549,-0.23364355,1.26545377e-12,none,NAC,entire_overall,A549-6h-10uM
entire_overall,LINCSCP_6709,Plinabulin,10uM,6h,A549,-0.23320339,1.39769721e-12,none,NAC,entire_overall,A549-6h-10uM
entire_overall,LINCSCP_13932,Phenylacetohydroxamic acid,10uM,6h,HA1E,-0.23318062,1.4048966e-12,none,NAC,entire_overall,HA1E-6h-10uM
entire_overall,LINCSCP_159513,Meclofenamic acid,3.33uM,24h,PC3,-0.23296126,1.47612281e-12,none,NAC,entire_overall,PC3-24h-3.33uM
entire_overall,LINCSCP_190646,Latrunculin B,10uM,6h,A549,-0.23224309,1.73494932e-12,none,NAC,entire_overall,A549-6h-10uM
entire_overall,LINCSCP_46805,Oleoylethanolamide,10uM,24h,PC3,-0.23124443,2.17004094e-12,none,NAC,entire_overall,PC3-24h-10uM
entire_overall,LINCSCP_77531,Zofenopril (calcium),10uM,24h,A375,-0.23084116,2.374565e-12,none,NAC,entire_overall,A375-24h-10uM
entire_overall,LINCSCP_153846,"Forskolin, NKH477",10uM,24h,PC3,-0.23081613,2.38786183e-12,none,NAC,entire_overall,PC3-24h-10uM
entire_overall,LINCSCP_244913,Atorvastatin,10uM,6h,MCF7,-0.2305603,2.52803303e-12,none,NAC,entire_overall,MCF7-6h-10uM
entire_overall,LINCSCP_34377,Methylergonovine,10uM,6h,MCF7,-0.22991974,2.9152911e-12,none,NAC,entire_overall,MCF7-6h-10uM
entire_overall,LINCSCP_47632,Cytarabine,10uM,24h,PC3,-0.22978254,3.0054948e-12,none,NAC,entire_overall,PC3-24h-10uM
entire_overall,LINCSCP_18451,Anisomycin,10uM,6h,HCC515,-0.22975566,3.02348462e-12,none,NAC,entire_overall,HCC515-6h-10uM
entire_overall,LINCSCP_457,Cercosporin,10uM,6h,A375,-0.22853718,3.95961812e-12,none,NAC,entire_overall,A375-6h-10uM
entire_overall,LINCSCP_99654,Nilotinib,10uM,24h,HCC515,-0.22790162,4.55503787e-12,none,NAC,entire_overall,HCC515-24h-10uM
entire_overall,LINCSCP_158097,Dinoprost,10uM,24h,PC3,-0.22764208,4.82262485e-12,none,NAC,entire_overall,PC3-24h-10uM
entire_overall,LINCSCP_157548,Paricalcitol,3.33uM,24h,PC3,-0.2273119,5.18537432e-12,none,NAC,entire_overall,PC3-24h-3.33uM
entire_overall,LINCSCP_162134,Ingenol Mebutate,10uM,24h,PC3,-0.22723426,5.27447178e-12,none,NAC,entire_overall,PC3-24h-10uM
entire_overall,LINCSCP_7737,Strophanthidin,10uM,6h,A549,-0.22687155,5.71096762e-12,none,NAC,entire_overall,A549-6h-10uM
entire_overall,LINCSCP_244903,Phthalylsulfathiazole,10uM,6h,MCF7,-0.22668649,5.94708223e-12,none,NAC,entire_overall,MCF7-6h-10uM
entire_overall,LINCSCP_15653,Menadione,10uM,6h,HA1E,-0.22634713,6.40515692e-12,none,NAC,entire_overall,HA1E-6h-10uM
entire_overall,LINCSCP_5282,"Triazolothiadiazine, 6",10uM,6h,A549,-0.22587005,7.10799381e-12,none,NAC,entire_overall,A549-6h-10uM
entire_overall,LINCSCP_138424,ACECAINIDE HYDROCHLORIDE,0.12uM,24h,MCF7,-0.22499123,8.6054318e-12,none,NAC,entire_overall,MCF7-24h-0.12uM
entire_overall,LINCSCP_44502,Coleoforsin,10uM,24h,PC3,-0.22463504,9.29661689e-12,none,NAC,entire_overall,PC3-24h-10uM
entire_overall,LINCSCP_6543,Verrucarin A,10uM,6h,A549,-0.22417697,1.026574093e-11,none,NAC,entire_overall,A549-6h-10uM
entire_overall,LINCSCP_6243,Obatoclax,10uM,6h,A549,-0.22293786,1.340964929e-11,none,NAC,entire_overall,A549-6h-10uM
entire_overall,LINCSCP_1759,"Triazolothiadiazine, 28",10uM,6h,A375,-0.22238016,1.511528925e-11,none,NAC,entire_overall,A375-6h-10uM
entire_overall,LINCSCP_161930,Triamterene,10uM,24h,PC3,-0.22217284,1.580195476e-11,none,NAC,entire_overall,PC3-24h-10uM
entire_overall,LINCSCP_34573,Emedastine,10uM,6h,MCF7,-0.22156097,1.801123596e-11,none,NAC,entire_overall,MCF7-6h-10uM
entire_overall,LINCSCP_66380,Wortmannin,10uM,6h,A375,-0.22146673,1.837731647e-11,none,NAC,entire_overall,A375-6h-10uM
entire_overall,LINCSCP_46782,Ruxolitinib,10uM,24h,PC3,-0.22104951,2.008734984e-11,none,NAC,entire_overall,PC3-24h-10uM
entire_overall,LINCSCP_158217,Ivacaftor (VX-770),10uM,24h,PC3,-0.22084944,2.096161153e-11,none,NAC,entire_overall,PC3-24h-10uM
entire_overall,LINCSCP_33461,Aminogenistein,10uM,6h,MCF7,-0.22059533,2.212573898e-11,none,NAC,entire_overall,MCF7-6h-10uM
entire_overall,LINCSCP_244349,Probenecid,10uM,6h,MCF7,-0.22045398,2.280045054e-11,none,NAC,entire_overall,MCF7-6h-10uM
entire_overall,LINCSCP_7199,Cephaeline,10uM,6h,A549,-0.22022965,2.391265477e-11,none,NAC,entire_overall,A549-6h-10uM
entire_overall,LINCSCP_161096,Alisertib,10uM,24h,PC3,-0.21985099,2.591145859e-11,none,NAC,entire_overall,PC3-24h-10uM
entire_overall,LINCSCP_154338,Dabrafenib,10uM,24h,PC3,-0.21953555,2.770045743e-11,none,NAC,entire_overall,PC3-24h-10uM
entire_overall,LINCSCP_272085,Fludarabine,10uM,24h,PC3,-0.21952441,2.776580288e-11,none,NAC,entire_overall,PC3-24h-10uM
entire_overall,LINCSCP_5337,"Triazolothiadiazine, 22",10uM,6h,A549,-0.2189938,3.105857563e-11,none,NAC,entire_overall,A549-6h-10uM
entire_overall,LINCSCP_156242,Gemcitabine,3.33uM,24h,PC3,-0.21868584,3.314153158e-11,none,NAC,entire_overall,PC3-24h-3.33uM
entire_overall,LINCSCP_162272,Cladribine,10uM,24h,PC3,-0.21832618,3.574723358e-11,none,NAC,entire_overall,PC3-24h-10uM
entire_overall,LINCSCP_168277,Sufentanil,10uM,24h,YAPC,-0.21790021,3.909307682e-11,none,NAC,entire_overall,YAPC-24h-10uM
entire_overall,LINCSCP_47167,Prostratin,10uM,24h,PC3,-0.21785407,3.94733148e-11,none,NAC,entire_overall,PC3-24h-10uM
entire_overall,LINCSCP_268039,"Triazolothiadiazine, 41",10uM,24h,PC3,-0.21771659,4.062786023e-11,none,NAC,entire_overall,PC3-24h-10uM
entire_overall,LINCSCP_34733,Novobiocin,10uM,6h,MCF7,-0.21712315,4.600188001e-11,none,NAC,entire_overall,MCF7-6h-10uM
entire_overall,LINCSCP_3038,Prostratin,10uM,6h,A375,-0.21691258,4.807080225e-11,none,NAC,entire_overall,A375-6h-10uM
entire_overall,LINCSCP_2573,Nadolol,10uM,6h,A375,-0.21685524,4.864981104e-11,none,NAC,entire_overall,A375-6h-10uM
entire_overall,LINCSCP_2452,Sirolimus,10uM,6h,A375,-0.21540876,6.572979509e-11,none,NAC,entire_overall,A375-6h-10uM
entire_overall,LINCSCP_418,Sotalol,10uM,6h,A375,-0.21518048,6.891314349e-11,none,NAC,entire_overall,A375-6h-10uM
entire_overall,LINCSCP_162135,Ingenol Mebutate,3.33uM,24h,PC3,-0.21508778,7.024832432e-11,none,NAC,entire_overall,PC3-24h-3.33uM
entire_overall,LINCSCP_168116,Mubritinib (TAK 165),10uM,24h,YAPC,-0.21500146,7.151435867e-11,none,NAC,entire_overall,YAPC-24h-10uM
entire_overall,LINCSCP_92385,Mozavaptan,10uM,24h,HA1E,-0.21475747,7.521457353e-11,none,NAC,entire_overall,HA1E-24h-10uM
entire_overall,LINCSCP_2680,vincristine,10uM,6h,A375,-0.21473325,7.5591853e-11,none,NAC,entire_overall,A375-6h-10uM
entire_overall,LINCSCP_4866,pyrvinium-pamoate,10uM,6h,A549,-0.2146952,7.618838504e-11,none,NAC,entire_overall,A549-6h-10uM
entire_overall,LINCSCP_172597,Dipraglurant,10uM,24h,YAPC,-0.21413683,8.548945038e-11,none,NAC,entire_overall,YAPC-24h-10uM
entire_overall,LINCSCP_44746,Mbcq,10uM,24h,PC3,-0.21388132,9.010668519e-11,none,NAC,entire_overall,PC3-24h-10uM
entire_overall,LINCSCP_7220,Mevastatin,10uM,6h,A549,-0.21376717,9.224734611e-11,none,NAC,entire_overall,A549-6h-10uM
entire_overall,LINCSCP_154194,Irinotecan,10uM,24h,PC3,-0.21359821,9.550729878e-11,none,NAC,entire_overall,PC3-24h-10uM
entire_overall,LINCSCP_34212,Podofilox,10uM,6h,MCF7,-0.21334376,1.0062978e-10,none,NAC,entire_overall,MCF7-6h-10uM
entire_overall,LINCSCP_2441,Taurocholate,10uM,6h,A375,-0.2131622,1.044477709e-10,none,NAC,entire_overall,A375-6h-10uM
entire_overall,LINCSCP_46776,Canertinib,10uM,24h,PC3,-0.2125618,1.181078215e-10,none,NAC,entire_overall,PC3-24h-10uM
entire_overall,LINCSCP_244856,Protriptyline,10uM,6h,MCF7,-0.21244318,1.210057244e-10,none,NAC,entire_overall,MCF7-6h-10uM
entire_overall,LINCSCP_34696,Procyclidine,10uM,6h,MCF7,-0.21229551,1.24710229e-10,none,NAC,entire_overall,MCF7-6h-10uM
entire_overall,LINCSCP_34397,Zoxazolamine,10uM,6h,MCF7,-0.21165381,1.421357396e-10,none,NAC,entire_overall,MCF7-6h-10uM
entire_overall,LINCSCP_8016,Azacitidine,10uM,6h,A549,-0.21141249,1.492855042e-10,none,NAC,entire_overall,A549-6h-10uM
entire_overall,LINCSCP_20079,Tunicamycin From Streptomyces Sp.,10uM,6h,HCC515,-0.21123093,1.548946204e-10,none,NAC,entire_overall,HCC515-6h-10uM
entire_overall,LINCSCP_34340,Proglumide,10uM,6h,MCF7,-0.21034266,1.854390705e-10,none,NAC,entire_overall,MCF7-6h-10uM
entire_overall,LINCSCP_244250,Suloctidil,10uM,6h,MCF7,-0.20933785,2.270937024e-10,none,NAC,entire_overall,MCF7-6h-10uM
entire_overall,LINCSCP_78250,Miconazole,10uM,24h,A375,-0.20932091,2.278688312e-10,none,NAC,entire_overall,A375-24h-10uM
entire_overall,LINCSCP_98061,cortisone-acetate,10uM,24h,HA1E,-0.20920751,2.331247344e-10,none,NAC,entire_overall,HA1E-24h-10uM
entire_overall,LINCSCP_2503,Teicoplanin,10uM,6h,A375,-0.20889499,2.482283891e-10,none,NAC,entire_overall,A375-6h-10uM
entire_overall,LINCSCP_217012,Terreic-acid,10uM,6h,HCC515,-0.20885238,2.503603859e-10,none,NAC,entire_overall,HCC515-6h-10uM
entire_overall,LINCSCP_178815,Gabexate,10uM,6h,A375,-0.20873192,2.564841477e-10,none,NAC,entire_overall,A375-6h-10uM
entire_overall,LINCSCP_4320,Kolestevan,10uM,6h,A549,-0.20864657,2.609110026e-10,none,NAC,entire_overall,A549-6h-10uM
entire_overall,LINCSCP_73185,Chenodeoxycholic Acid,10uM,24h,A375,-0.20826609,2.815698011e-10,none,NAC,entire_overall,A375-24h-10uM
entire_overall,LINCSCP_34384,Sulfaguanidine,10uM,6h,MCF7,-0.20823871,2.831163048e-10,none,NAC,entire_overall,MCF7-6h-10uM
entire_overall,LINCSCP_211700,Hydroxycholesterol,10uM,6h,HA1E,-0.20817379,2.868170054e-10,none,NAC,entire_overall,HA1E-6h-10uM
entire_overall,LINCSCP_46078,Tegaserod,10uM,24h,PC3,-0.20745221,3.31256323e-10,none,NAC,entire_overall,PC3-24h-10uM
entire_overall,LINCSCP_160682,AMSACRINE,10uM,24h,PC3,-0.20665927,3.878367746e-10,none,NAC,entire_overall,PC3-24h-10uM
