compound,num_concordant,num_discordant,ratio,mechanism,RMGI,EFO27,RMUGS,HA1E,SNGM,HEPG2,NPC,SKB,VCAP,SKLU1,COV644,HEC108,MCF7,A375,HCC515,MDAMB231,LNCAP,BT20,MCF10A,HME1,ASC,SKBR3,HT29,PC3,HS578T,SW620,SW480,CORL23,OV7,THP1,A549,HCT116,LOVO,CD34,NOMO1,PHH,NPC.TAK,HUVEC,HEK293T,RKO,PL21,ASC.C,SKL,HELA,SW948,SNU1040,TYKNU,NCIH1694,AGS,HUH7,DV90,SKMEL1,U937,T3M10,YAPC,NCIH2073,MDST8,NKDBA,NEU,HL60,SNUC4,U266,HUES3,SKL.C,HCC15,A673,WSUDLCL2,SNUC5,SKMEL28,NCIH1836,NPC.CAS9,H1299,JHUEM2,FIBRNPC,NCIH508,NCIH596,SKM1,MNEU.E,JURKAT,HT115,CL34,HS27A
Fosinopril,0,2,0,Angiotensin converting enzyme inhibitor,NA,NA,NA,-0.41495405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.40806631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Desoxycorticosterone,0,3,0,Mineralocorticoid receptor agonist,NA,NA,NA,NA,NA,NA,NA,-0.37862182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35300024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.41461344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carbinoxamine,1,2,0.5,Histamine receptor antagonist|L-type calcium channel blocker,NA,NA,NA,NA,NA,-0.36062278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.41443923,NA,NA,NA,NA,0.33798545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hesperidin,1,1,1,NA,NA,NA,NA,0.40328003,NA,NA,NA,NA,NA,NA,NA,NA,-0.41374611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ETHYLENEDIAMINE TETRACETATE TETRA-ETHANOLAMINE,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.34788333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.41196218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.38328065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fenbendazole,3,1,3,Tubulin inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,0.36202249,NA,NA,NA,-0.41189041,NA,0.50249987,NA,NA,NA,NA,NA,NA,NA,NA,0.50288604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Famotidine,0,3,0,Histamine receptor antagonist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.55175828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.32467262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.41185423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Troglitazone,3,6,0.5,Peroxisome proliferator-activated receptor gamma agonist,NA,NA,NA,0.35672388,NA,NA,-0.40667944,NA,0.36584828,NA,NA,NA,-0.41164814,-0.43824917,NA,NA,NA,NA,NA,NA,NA,NA,-0.3927617,0.53375523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.34874851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.33728873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deracoxib,1,1,1,Cyclooxygenase inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42208075,NA,-0.41155301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amiodarone,0,4,0,HERG blocker,NA,NA,NA,-0.37451368,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.45177604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4113941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.33705329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Licochalcone A,2,2,1,NA,NA,NA,NA,-0.41124328,NA,NA,NA,NA,NA,NA,NA,NA,0.3705151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37770298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.41419784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Enzalutamide,2,1,2,Androgen receptor antagonist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37838501,NA,NA,NA,NA,0.61903359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.41088115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Epirubicin,3,3,1,Topoisomerase inhibitor,NA,NA,NA,NA,NA,0.38264007,NA,NA,-0.41485584,NA,NA,NA,-0.40999546,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41689883,0.43712088,NA,NA,NA,NA,NA,NA,-0.48605213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Valproic acid,1,6,0.16666667,Succinate semialdehyde dehydrogenase inhibitor,-0.37924631,NA,NA,-0.37228548,NA,NA,NA,NA,NA,NA,NA,NA,0.38409175,-0.40919267,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.34512124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.34549981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.40397117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eplerenone,0,2,0,Mineralocorticoid receptor antagonist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4753748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.40904528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Etazolate,3,1,3,Phosphodiesterase inhibitor,NA,NA,NA,-0.40847647,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37867449,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3476377,NA,NA,NA,NA,NA,NA,0.34671465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pantoprazole,0,3,0,ATPase inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,-0.4083211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.33693858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.32116053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Veliparib,10,6,1.66666667,PARP inhibitor,NA,NA,NA,-0.40736911,NA,0.3857407,0.50123386,NA,NA,NA,NA,NA,NA,-0.40816134,NA,NA,NA,NA,NA,NA,0.43882155,NA,NA,0.43971245,NA,NA,NA,NA,NA,NA,0.37662647,NA,0.35154183,NA,NA,NA,NA,0.42034502,NA,-0.42865123,NA,-0.45087252,-0.3777608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65669883,-0.36181021,NA,NA,NA,NA,NA,0.52878982,NA,0.41274036,NA,NA,NA,NA,NA,NA,NA,NA,NA
Momelotinib,4,9,0.44444444,Tyrosine-protein kinase JAK1  inhibitor|Tyrosine-protein kinase JAK2 inhibitor,NA,NA,NA,-0.39814231,NA,-0.36750546,NA,NA,NA,NA,NA,NA,0.4117986,0.38071647,0.35424169,NA,NA,0.34791926,-0.34713637,NA,NA,-0.37873012,-0.3786433,-0.55120559,-0.40814064,NA,NA,NA,NA,NA,-0.35412777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Minoxidil,3,3,1,KATP activator|Kir6 channel (KATP) activator|Vasodilator,NA,NA,NA,NA,NA,0.60450982,NA,NA,NA,NA,NA,NA,-0.36209432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.37323585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.40805216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37104296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47778858,NA,NA,NA,NA,NA,NA,NA
Tamibarotene,3,4,0.75,Retinoid receptor agonist,NA,NA,NA,0.36183803,NA,NA,NA,0.6288214,NA,NA,NA,NA,-0.34325908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.47391597,NA,NA,NA,NA,NA,NA,NA,-0.40735466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35722679,NA,NA,NA,-0.47456124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHEBI:82814,1,3,0.33333333,Calcium channel blocker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.40703573,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37004582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.40621401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.38132346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Berberine,1,2,0.5,NA,NA,NA,NA,-0.40680054,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.39316952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3932251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I-BET151,1,9,0.11111111,NA,NA,NA,NA,NA,NA,0.4060971,-0.38552343,NA,NA,NA,NA,NA,NA,-0.42144929,NA,NA,NA,NA,NA,NA,-0.44633709,NA,-0.36135311,NA,NA,NA,NA,NA,NA,NA,-0.60449511,NA,NA,NA,NA,NA,-0.41256615,-0.43277078,NA,NA,NA,-0.3717041,-0.40578369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ibutilide,2,2,1,HERG blocker,NA,NA,NA,0.35944158,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43004462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4056908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ibutilide,2,2,1,Potassium channel blocker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.50417772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Siramesine (hydrochloride),1,5,0.2,NA,NA,NA,NA,0.45991146,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3859445,NA,NA,NA,NA,NA,NA,NA,NA,-0.37025407,-0.40566577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.43527533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.38131317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Piplartine,3,11,0.27272727,Glutathione transferase inhibitor,-0.42532239,-0.5120497,-0.33774571,-0.36079308,-0.3971821,-0.38015235000000003,NA,NA,NA,NA,NA,NA,-0.40191611,0.43447243,-0.39915845,NA,NA,NA,NA,NA,NA,NA,0.34930462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.41811196,NA,NA,NA,NA,0.35719742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.40562553,NA,NA,NA,NA,NA,NA,NA,NA,-0.42755589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fcodpguefhccia-Uhfffaoysa-N,1,2,0.5,Caspase activator,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.40538775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.34734779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38825575,NA,NA
Pidotimod,2,1,2,Interferon receptor agonist|Interleukin receptor agonist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.40498188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45708823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41502616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pregnenolone,2,2,1,Glutamate receptor modulator,NA,NA,NA,NA,NA,NA,NA,NA,-0.40474657000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.37713132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36639937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pregnenolone,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41369563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorzolamide HCL,2,2,1,NA,NA,NA,NA,0.50000346,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.41543364,NA,NA,NA,NA,NA,NA,NA,NA,0.36959685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.40407561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aminosalicylic acid,1,2,0.5,Cyclooxygenase inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4812053,-0.45525763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.40365453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Benzohydroxamate,1,1,1,Other antifungal,NA,NA,NA,NA,NA,0.46752803,NA,NA,NA,NA,NA,NA,NA,-0.40317864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Retapamulin,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35398816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.40197283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lintitript,2,4,0.5,CCK receptor antagonist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36464562,0.34687428,-0.5160686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.38983996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.43016161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.40196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pracinostat,6,7,0.85714286,NA,NA,NA,NA,NA,NA,-0.5981011,NA,NA,NA,NA,NA,NA,-0.35454088,-0.45136938,0.36769844,NA,NA,NA,NA,0.35675448,0.39511097,NA,-0.46183544,0.35011121,NA,NA,NA,NA,NA,NA,-0.50416354,NA,NA,-0.40127706,NA,NA,NA,0.37164964,NA,NA,NA,0.39918802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36860363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tiagabine,1,3,0.33333333,GABA uptake inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,-0.4067365,NA,NA,NA,NA,-0.47303437,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.40061245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.50680805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rifabutin,0,4,0,Protein synthesis inhibitor,NA,NA,NA,-0.35155039,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.40003213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.37633395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.34641022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lidocaine,1,1,1,Histamine receptor agonist,NA,NA,NA,NA,NA,NA,NA,NA,0.41147172,NA,NA,NA,-0.398189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Benzydamine,0,3,0,Prostanoid receptor antagonist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.39812164,NA,NA,NA,NA,NA,NA,NA,NA,-0.42322691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.45330068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chlorpromazine,1,3,0.33333333,Serotonin 2a (5-HT2a) receptor antagonist (Serotonin 2a|D2-like dopamine receptor antagonist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35115094,NA,NA,NA,NA,NA,NA,NA,-0.39784597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.37453842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45864768,NA,NA,NA,NA,NA,NA,NA,NA
Acarbose,1,4,0.25,Maltase-glucoamylase inhibitor|Pancreatic alpha-amylase inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.33789494,-0.39609075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.384208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acarbose,1,4,0.25,Glucosidase inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.54845532,0.38539846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plinabulin,3,3,1,Tubulin inhibitor,NA,NA,NA,NA,NA,NA,NA,-0.39562829,0.33772603,NA,NA,NA,0.4248406,-0.3816528,-0.32142577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34307141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
