compound,num_concordant,num_discordant,ratio,mechanism,RMGI,EFO27,RMUGS,HA1E,SNGM,HEPG2,NPC,SKB,VCAP,SKLU1,COV644,HEC108,MCF7,A375,HCC515,MDAMB231,LNCAP,BT20,MCF10A,HME1,ASC,SKBR3,HT29,PC3,HS578T,SW620,SW480,CORL23,OV7,THP1,A549,HCT116,LOVO,CD34,NOMO1,PHH,NPC.TAK,HUVEC,HEK293T,RKO,PL21,ASC.C,SKL,HELA,SW948,SNU1040,TYKNU,NCIH1694,AGS,HUH7,DV90,SKMEL1,U937,T3M10,YAPC,NCIH2073,MDST8,NKDBA,NEU,HL60,SNUC4,U266,HUES3,SKL.C,HCC15,A673,WSUDLCL2,SNUC5,SKMEL28,NCIH1836,NPC.CAS9,H1299,JHUEM2,FIBRNPC,NCIH508,NCIH596,SKM1,MNEU.E,JURKAT,HT115,CL34,HS27A
Reboxetine mesylate,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.41746558,NA,NA,NA,NA,NA,NA,NA,NA,-0.43247905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicardipine,2,2,1,Calcium channel blocker,NA,NA,NA,0.32602658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.41710202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.42189115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36801347,NA,NA
Lintitript,1,3,0.33333333,CCK receptor antagonist,NA,NA,NA,NA,NA,NA,-0.39986108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38468867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.41692699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.37203194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dopamine,1,1,1,Dopamine receptor agonist,NA,NA,NA,NA,NA,NA,NA,NA,0.46935453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.41632166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tiagabine,1,1,1,GABA uptake inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.41621721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43078245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Refametinib,3,1,3,NA,NA,NA,NA,0.50295269,NA,NA,NA,NA,NA,NA,NA,NA,0.43716853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41402894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.41621157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bupropion,1,3,0.33333333,Dopamine uptake inhibitor,NA,NA,NA,NA,NA,NA,-0.41315942,NA,NA,NA,NA,NA,0.40171296,-0.4160979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.54052653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cabazitaxel,1,2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.38926487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39081974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.41539894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Penitrem A,2,2,1,Potassium channel blocker,NA,NA,NA,NA,NA,NA,0.37006503,NA,NA,NA,NA,NA,-0.46026414,NA,-0.41498247,NA,NA,NA,NA,NA,NA,NA,NA,0.407973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avrainvillamide-analog-1,2,1,2,Nucleophosmin inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38143974,0.53820996,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.41493164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
(S)-Tipifarnib,1,3,0.33333333,Farnesyltransferase inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65551741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.41489804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.43883749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.39195003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aristolochic acid,0,2,0,Phospholipase inhibitor,NA,NA,NA,-0.4148868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.34269486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Etya,1,2,0.5,Cyclooxygenase inhibitor|Lipoxygenase inhibitor,NA,NA,NA,NA,NA,-0.4148436,-0.42638863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48046583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ozagrel,1,3,0.33333333,Thromboxane synthase inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.37412969,0.40092894,NA,NA,NA,NA,NA,NA,NA,NA,-0.41445119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.47222762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Foretinib,4,5,0.8,VEGFR inhibitor,NA,NA,NA,0.35415076,NA,NA,NA,NA,NA,NA,NA,NA,0.42153357,NA,NA,-0.45765275,NA,0.45237622,0.51072197,NA,NA,-0.37213487,-0.41441098,-0.46004121,-0.48656023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Epitiostanol,2,1,2,NA,NA,NA,NA,-0.41427407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46319176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Epitiostanol,2,1,2,Androgen receptor agonist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38554916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Levocabastine,0,2,0,Histamine receptor antagonist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.46105288,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4135847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bupivacaine,2,1,2,NA,NA,NA,NA,0.39094367,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34065328,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.41303172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diflunisal,1,3,0.33333333,Prostanoid receptor antagonist,NA,NA,NA,NA,NA,-0.38079819,NA,NA,NA,NA,NA,NA,0.44985322,-0.47470078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.41263815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CLONAZEPAM,2,2,1,GABA-A receptor; anion channel positive allosteric modulator,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.41260396,-0.4024202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53878331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38016568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Enalapril,0,2,0,Angiotensin converting enzyme inhibitor,NA,NA,NA,-0.41212117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.43164583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aminoglutethimide,0,2,0,Glucocorticoid receptor antagonist,NA,NA,NA,NA,NA,-0.41194565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.37846569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ponatinib,7,4,1.75,Bcr-Abl kinase inhibitor|FLT3 inhibitor|PDGFR tyrosine kinase receptor inhibitor,NA,NA,NA,0.43458251,NA,-0.41191686,NA,NA,NA,NA,NA,NA,-0.51277939,NA,0.41763122,NA,NA,-0.38910362,0.55306188,NA,NA,NA,-0.35318846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39809047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4263748,NA,NA,NA,NA,0.41804053,NA,NA,NA,NA,NA,NA,0.33540423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mozavaptan,1,2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45858639,NA,NA,NA,NA,NA,NA,NA,NA,-0.41124801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36663393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Triptolide (PG490),2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49227399,0.43810705,NA,NA,NA,NA,NA,NA,NA,NA,-0.41081448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fluticasone Propionate,0,5,0,Glucocorticoid receptor agonist,NA,NA,NA,-0.43468897,NA,NA,NA,NA,NA,NA,NA,NA,-0.41056741,-0.38739317,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.55114934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.48558717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sunitinib,4,7,0.57142857,Macrophage colony stimulating factor  receptor  inhibitor|Platelet-derived growth factor receptor inhibitor|Stem cell growth factor receptor inhibitor|Tyrosine-protein kinase receptor FLT3 inhibitor|Tyrosine-protein kinase receptor RET inhibitor|Vascular endothelial growth factor receptor inhibitor,NA,NA,NA,-0.61627117,NA,NA,NA,NA,NA,NA,NA,NA,-0.46956479,NA,0.39145811,NA,NA,NA,NA,NA,0.42059441,NA,-0.39817662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.39438516,NA,NA,0.41146035,-0.49969609,NA,NA,NA,NA,-0.55710789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3211228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.40969788,NA,NA,NA,NA
REGADENOSON,1,2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3680017,0.46697257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.40961812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nylidrin,2,1,2,Adrenergic receptor agonist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72619069,-0.40952191,NA,NA,NA,NA,NA,NA,NA,NA,0.49575421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Regorafenib,10,3,3.33333333,Discoidin domain-containing receptor 2 inhibitor|Fibroblast growth factor receptor 1 inhibitor|Fibroblast growth factor receptor 2 inhibitor|MAP kinase p38 beta inhibitor|Platelet-derived growth factor receptor inhibitor|Serine/threonine-protein kinase B-raf inhibitor|Serine/threonine-protein kinase RAF inhibitor|Stem cell growth factor receptor inhibitor|Tyrosine-protein kinase ABL inhibitor|Tyrosine-protein kinase FRK inhibitor|Tyrosine-protein kinase receptor RET inhibitor|Tyrosine-protein kinase TIE-2 inhibitor|Vascular endothelial growth factor receptor inhibitor,NA,NA,NA,-0.40937785,NA,NA,-0.44311773,NA,NA,NA,NA,NA,0.4166758,0.4748998,NA,NA,NA,NA,NA,0.37470547,NA,NA,-0.48068,0.51551359,NA,NA,NA,NA,NA,NA,0.37338935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47072019,NA,0.42722198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40424903,NA,NA,NA,NA,0.53828909,NA,NA,NA,NA,NA,NA,0.50006621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ESTRAMUSTINE,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.50833256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.40931339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PENICILLIN V POTASSIUM,2,2,1,Bacterial penicillin-binding protein inhibitor,NA,NA,NA,-0.64112469,NA,NA,NA,NA,NA,NA,NA,NA,0.47260605,0.32171648,NA,NA,NA,NA,NA,NA,NA,NA,-0.4092842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isoliquiritigenin,2,3,0.66666667,Guanylate cyclase activator,NA,NA,NA,NA,0.34416357,NA,NA,NA,NA,NA,NA,NA,0.43828046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.48865599,-0.40846772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.51432161,NA,NA,NA,NA,NA,NA
Conivaptan HCl,1,2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40960665,NA,NA,NA,NA,NA,NA,NA,NA,-0.40818981,-0.4223196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Triciribine,3,4,0.75,AKT inhibitor,NA,NA,NA,-0.51453391,NA,NA,NA,NA,0.53042388,NA,NA,NA,-0.40809162,0.54775752,-0.39111153,NA,NA,NA,NA,NA,NA,NA,0.33750611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.37302369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Balicatib,3,1,3,NA,NA,NA,NA,0.37389182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.40773668,0.4980736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40956942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Danusertib,5,2,2.5,Aurora kinase inhibitor|Growth factor receptor inhibitor,NA,NA,NA,0.37413731,NA,-0.40749014,NA,NA,0.54480946,NA,NA,NA,0.61205778,0.5760061,NA,NA,NA,NA,NA,NA,NA,NA,-0.32153119,0.41529285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
paroxetine,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.37684701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.40728448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alpelisib,4,5,0.8,PI3-kinase p110-alpha subunit inhibitor,NA,NA,NA,0.38321436,NA,-0.51344061,NA,NA,NA,NA,NA,NA,0.42173911,NA,-0.4068607,-0.37193164,NA,-0.3511352,NA,NA,NA,NA,0.58515574,-0.32806787,NA,NA,NA,NA,NA,NA,0.6378977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dovitinib,6,6,1,EGFR inhibitor|FGFR inhibitor|FLT3 inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor,NA,NA,NA,-0.4802977,NA,0.37683111,NA,NA,0.45051029,NA,NA,NA,-0.39439242,0.59157678,0.3885979,0.32622141,NA,-0.40675942,0.61669133,NA,NA,NA,-0.368651,NA,-0.53331983,NA,NA,NA,NA,NA,-0.4879922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N-Methyltropan-3-yl 2-(4-bromophenyl)propionate,2,2,1,Acetylcholine receptor agonist,NA,NA,NA,NA,NA,NA,NA,0.40223161,NA,NA,NA,NA,NA,0.36650069,NA,NA,NA,NA,NA,NA,NA,NA,-0.40653133,NA,NA,NA,NA,NA,NA,NA,-0.35685873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Betrixaban,1,1,1,Coagulation factor X inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37819939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.40612153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Propylthiouracil,1,2,0.5,Thyroid peroxidase inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55640236,-0.40583121,NA,NA,NA,NA,NA,NA,NA,NA,-0.34281038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nullscript,0,2,0,NA,NA,NA,NA,NA,NA,NA,-0.40508669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.37412395,NA,NA,NA,NA,NA,NA,NA,NA
